product_code,standard_size
W3167402859,2.1
I9470238156,1.2
Y9054763821,1.6
X2850743196,2.7
V5092816437,2.2
O3195402678,1.1
U4376251098,1.3
K9345761028,1.3
O7485623901,1.5
S7429138605,2.5
P8604273519,3.0
D2504739861,1.8
B9108674523,1.3
T1534706289,2.3
O2431698507,2.0
E3045896217,1.8
U5702618439,2.9
F2347869015,2.7
X5861072493,1.4
E5083692147,2.2
X1045687923,2.6
T7584639021,2.6
V9834021567,1.6
E7096315824,2.9
K2568403791,3.0
C0418235697,1.3
U4796250138,2.6
Q5437908162,1.1
D1579384602,2.8
K2319486750,2.7
D1643750829,2.9
D8120675394,2.3
L1602984537,2.2
P5264903781,2.3
M5063241879,1.1
S6234780519,1.6
X4601829735,1.1
O5418296037,2.6
E0794382615,2.9
C0415827369,1.4
B9675308412,2.7
H4103785692,1.1
J9075213648,1.4
I6327580149,1.3
B4392680751,2.6
F0273518649,1.5
I8562037149,1.5
V7350481962,2.2
I5817642093,2.3
P4219837560,1.7
O0952463178,2.0
C3045712698,1.6
