plant_code,product_code,volume
5490,E7104389526,38
5490,X5672341809,35
5490,E1567029843,88
5490,Q4650798132,114
5490,Z8205796341,73
5490,Z8712593406,19
5490,O6850193724,81
5490,O1256349708,50
5490,T7345981260,79
5490,P3705142968,61
5490,N2781409536,54
5490,G1320659784,56
5490,W4952106873,92
5490,I7105946823,29
5490,M0851297634,101
5490,F7508361492,52
5490,X1806973524,73
6600,E7104389526,51
6600,X5672341809,77
6600,E1567029843,51
6600,Q4650798132,86
6600,Z8205796341,87
6600,Z8712593406,21
6600,O6850193724,58
6600,O1256349708,72
6600,T7345981260,41
6600,P3705142968,80
6600,N2781409536,67
6600,G1320659784,79
6600,W4952106873,32
6600,I7105946823,42
6600,M0851297634,60
6600,F7508361492,49
6600,X1806973524,48
2686,E7104389526,48
2686,X5672341809,65
2686,E1567029843,38
2686,Q4650798132,51
2686,Z8205796341,54
2686,Z8712593406,47
2686,O6850193724,68
2686,O1256349708,61
2686,T7345981260,47
2686,P3705142968,27
2686,N2781409536,49
2686,G1320659784,74
2686,W4952106873,92
2686,I7105946823,49
2686,M0851297634,48
2686,F7508361492,49
2686,X1806973524,45
