plant_code,product_code,produce_date,volume
5490,E7104389526,1,2
5490,E7104389526,2,2
5490,E7104389526,3,2
5490,X5672341809,1,2
5490,X5672341809,2,2
5490,X5672341809,3,2
5490,E1567029843,1,2
5490,E1567029843,2,2
5490,E1567029843,3,2
5490,Q4650798132,1,2
5490,Q4650798132,2,2
5490,Q4650798132,3,2
5490,Z8205796341,1,2
5490,Z8205796341,2,2
5490,Z8205796341,3,2
5490,Z8712593406,1,2
5490,Z8712593406,2,2
5490,Z8712593406,3,2
5490,O6850193724,1,2
5490,O6850193724,2,2
5490,O6850193724,3,2
5490,O1256349708,1,2
5490,O1256349708,2,2
5490,O1256349708,3,2
5490,T7345981260,1,2
5490,T7345981260,2,2
5490,T7345981260,3,2
5490,P3705142968,1,2
5490,P3705142968,2,2
5490,P3705142968,3,2
5490,N2781409536,1,2
5490,N2781409536,2,2
5490,N2781409536,3,2
5490,G1320659784,1,2
5490,G1320659784,2,2
5490,G1320659784,3,2
5490,W4952106873,1,2
5490,W4952106873,2,2
5490,W4952106873,3,2
5490,I7105946823,1,2
5490,I7105946823,2,2
5490,I7105946823,3,2
5490,M0851297634,1,2
5490,M0851297634,2,2
5490,M0851297634,3,2
5490,F7508361492,1,2
5490,F7508361492,2,2
5490,F7508361492,3,2
5490,X1806973524,1,2
5490,X1806973524,2,2
5490,X1806973524,3,2
6600,E7104389526,1,2
6600,E7104389526,2,2
6600,E7104389526,3,2
6600,X5672341809,1,2
6600,X5672341809,2,2
6600,X5672341809,3,2
6600,E1567029843,1,2
6600,E1567029843,2,2
6600,E1567029843,3,2
6600,Q4650798132,1,2
6600,Q4650798132,2,2
6600,Q4650798132,3,2
6600,Z8205796341,1,2
6600,Z8205796341,2,2
6600,Z8205796341,3,2
6600,Z8712593406,1,2
6600,Z8712593406,2,2
6600,Z8712593406,3,2
6600,O6850193724,1,2
6600,O6850193724,2,2
6600,O6850193724,3,2
6600,O1256349708,1,2
6600,O1256349708,2,2
6600,O1256349708,3,2
6600,T7345981260,1,2
6600,T7345981260,2,2
6600,T7345981260,3,2
6600,P3705142968,1,2
6600,P3705142968,2,2
6600,P3705142968,3,2
6600,N2781409536,1,2
6600,N2781409536,2,2
6600,N2781409536,3,2
6600,G1320659784,1,2
6600,G1320659784,2,2
6600,G1320659784,3,2
6600,W4952106873,1,2
6600,W4952106873,2,2
6600,W4952106873,3,2
6600,I7105946823,1,2
6600,I7105946823,2,2
6600,I7105946823,3,2
6600,M0851297634,1,2
6600,M0851297634,2,2
6600,M0851297634,3,2
6600,F7508361492,1,2
6600,F7508361492,2,2
6600,F7508361492,3,2
6600,X1806973524,1,2
6600,X1806973524,2,2
6600,X1806973524,3,2
2686,E7104389526,1,2
2686,E7104389526,2,2
2686,E7104389526,3,2
2686,X5672341809,1,2
2686,X5672341809,2,2
2686,X5672341809,3,2
2686,E1567029843,1,2
2686,E1567029843,2,2
2686,E1567029843,3,2
2686,Q4650798132,1,2
2686,Q4650798132,2,2
2686,Q4650798132,3,2
2686,Z8205796341,1,2
2686,Z8205796341,2,2
2686,Z8205796341,3,2
2686,Z8712593406,1,2
2686,Z8712593406,2,2
2686,Z8712593406,3,2
2686,O6850193724,1,2
2686,O6850193724,2,2
2686,O6850193724,3,2
2686,O1256349708,1,2
2686,O1256349708,2,2
2686,O1256349708,3,2
2686,T7345981260,1,2
2686,T7345981260,2,2
2686,T7345981260,3,2
2686,P3705142968,1,2
2686,P3705142968,2,2
2686,P3705142968,3,2
2686,N2781409536,1,2
2686,N2781409536,2,2
2686,N2781409536,3,2
2686,G1320659784,1,2
2686,G1320659784,2,2
2686,G1320659784,3,2
2686,W4952106873,1,2
2686,W4952106873,2,2
2686,W4952106873,3,2
2686,I7105946823,1,2
2686,I7105946823,2,2
2686,I7105946823,3,2
2686,M0851297634,1,2
2686,M0851297634,2,2
2686,M0851297634,3,2
2686,F7508361492,1,2
2686,F7508361492,2,2
2686,F7508361492,3,2
2686,X1806973524,1,2
2686,X1806973524,2,2
2686,X1806973524,3,2
