client_code,product_code,volume
C0526934,X5672341809,98
C0526934,E7104389526,73
C0526934,E1567029843,37
C0526934,Q4650798132,83
C0526934,Z8712593406,36
C0526934,Z8205796341,105
C0526934,O1256349708,51
C0526934,T7345981260,117
C0526934,W4952106873,114
C0526934,N2781409536,95
C0526934,G1320659784,95
C0526934,P3705142968,78
C0526934,X1806973524,117
C0526934,I7105946823,42
C0526934,F7508361492,67
H3790261,X5672341809,110
H3790261,Z8205796341,85
H3790261,Z8712593406,50
H3790261,T7345981260,94
H3790261,P3705142968,115
H3790261,N2781409536,50
B2796385,E1567029843,69
B2796385,Q4650798132,108
B2796385,Z8205796341,118
B2796385,O1256349708,75
B2796385,T7345981260,64
B2796385,G1320659784,87
B2796385,X1806973524,50
B2796385,F7508361492,32
H4185703,X5672341809,71
H4185703,E7104389526,67
H4185703,E1567029843,77
H4185703,Z8712593406,45
H4185703,O6850193724,59
H4185703,O1256349708,56
H4185703,T7345981260,41
H4185703,N2781409536,35
H4185703,G1320659784,116
H4185703,X1806973524,34
H4185703,M0851297634,79
H4185703,F7508361492,104
H8045739,X5672341809,96
H8045739,E1567029843,67
H8045739,Q4650798132,74
H8045739,O1256349708,30
H8045739,T7345981260,51
H8045739,P3705142968,84
H8045739,G1320659784,58
H8045739,M0851297634,104
E3971802,E7104389526,72
E3971802,X5672341809,77
E3971802,E1567029843,79
E3971802,Q4650798132,62
E3971802,Z8712593406,72
E3971802,Z8205796341,87
E3971802,O6850193724,119
E3971802,O1256349708,65
E3971802,N2781409536,47
E3971802,W4952106873,62
E3971802,I7105946823,32
E3971802,M0851297634,100
E3971802,F7508361492,94
E2085476,F7508361492,112
U0754236,I7105946823,43
U0754236,X5672341809,31
U0754236,Z8205796341,71
L5093421,F7508361492,118
L5093421,Z8205796341,36
G2368457,P3705142968,67
G2368457,M0851297634,80
G2368457,E1567029843,91
P5948260,Q4650798132,80
P5948260,Z8205796341,102
P5948260,O6850193724,48
P5948260,P3705142968,98
P5948260,G1320659784,62
P5948260,W4952106873,69
P5948260,M0851297634,67
P5948260,X1806973524,35
K3701645,E1567029843,50
K3701645,Q4650798132,103
K3701645,O1256349708,54
K3701645,T7345981260,79
K3701645,P3705142968,99
K3701645,N2781409536,68
K3701645,G1320659784,67
K3701645,W4952106873,52
K3701645,I7105946823,36
K3701645,M0851297634,102
K3701645,F7508361492,55
K3701645,X1806973524,67
U0218534,E7104389526,57
U0218534,X5672341809,58
U0218534,E1567029843,50
U0218534,Q4650798132,50
U0218534,Z8712593406,55
U0218534,O6850193724,67
U0218534,O1256349708,62
U0218534,G1320659784,77
U0218534,W4952106873,105
U0218534,F7508361492,31
U0218534,X1806973524,99
S1485397,E7104389526,76
S1485397,X5672341809,75
S1485397,E1567029843,82
S1485397,Q4650798132,87
S1485397,Z8205796341,48
S1485397,O6850193724,54
S1485397,O1256349708,68
S1485397,T7345981260,72
S1485397,W4952106873,107
S1485397,N2781409536,68
S1485397,G1320659784,96
S1485397,X1806973524,99
S1485397,I7105946823,44
S1485397,M0851297634,59
S1485397,F7508361492,54
C3867092,E7104389526,45
C3867092,X5672341809,69
C3867092,E1567029843,54
C3867092,Q4650798132,34
C3867092,Z8712593406,82
C3867092,Z8205796341,83
C3867092,O6850193724,94
C3867092,O1256349708,43
C3867092,W4952106873,64
C3867092,P3705142968,50
C3867092,N2781409536,66
C3867092,T7345981260,83
C3867092,G1320659784,36
C3867092,X1806973524,111
C3867092,I7105946823,76
C3867092,M0851297634,42
C3867092,F7508361492,56
S9207431,Q4650798132,68
S9207431,X5672341809,40
S9207431,O6850193724,59
D8612970,E7104389526,94
D8612970,Q4650798132,32
D8612970,Z8205796341,34
D8612970,O6850193724,67
D8612970,O1256349708,55
D8612970,G1320659784,43
D8612970,W4952106873,112
D8612970,I7105946823,86
D8612970,X1806973524,72
W5741032,M0851297634,95
H6320794,P3705142968,58
H6320794,N2781409536,99
H6320794,Q4650798132,38
H6320794,Z8712593406,43
O1426097,E7104389526,106
O1426097,E1567029843,101
O1426097,Q4650798132,80
O1426097,O6850193724,67
O1426097,O1256349708,107
O1426097,T7345981260,120
O1426097,N2781409536,42
O1426097,F7508361492,59
D9475081,T7345981260,74
D9475081,M0851297634,77
D9475081,W4952106873,40
D9475081,Z8205796341,107
D4150368,E1567029843,82
D4150368,Q4650798132,70
D4150368,P3705142968,46
D4150368,X1806973524,50
D4150368,M0851297634,33
P8069514,Q4650798132,104
P8069514,Z8205796341,79
P8069514,O6850193724,45
P8069514,G1320659784,46
P8069514,W4952106873,105
P8069514,I7105946823,117
P8069514,M0851297634,82
P8069514,F7508361492,71
Q7326584,O6850193724,97
Q7326584,Q4650798132,72
H2317809,E7104389526,54
H2317809,X5672341809,92
H2317809,E1567029843,94
H2317809,Z8712593406,119
H2317809,Z8205796341,84
H2317809,O6850193724,96
H2317809,O1256349708,74
H2317809,T7345981260,30
H2317809,P3705142968,98
H2317809,N2781409536,114
H2317809,G1320659784,59
H2317809,W4952106873,72
H2317809,I7105946823,53
H2317809,M0851297634,65
H2317809,F7508361492,72
H2317809,X1806973524,63
