plant_code,product_code,volume
4437,N0437861925,87
4437,C5243196870,83
4437,M0534968172,112
4437,Q7042196835,58
4437,U0516382749,57
4437,K6820971345,132
4437,G3798412605,100
4437,B0815493726,109
4437,R9143567820,70
4437,B6184092735,69
4437,A4392851706,60
4437,K9653807412,71
4437,H5964108732,95
4437,T8217340596,82
4437,Z1795824360,95
4437,F9375802461,75
4437,H7354621089,95
4437,T5328704916,127
4437,E6987015423,53
4437,I1945063782,62
4437,C8124906573,98
4437,Y8063149257,76
4437,Z9340285617,56
4437,B4025978613,71
4437,S1270649835,84
4437,X4097386215,79
4437,B3018572946,49
4437,U7369812540,107
4437,R4032859167,77
4437,W9087563241,61
4437,O7950316482,101
4437,O6253140798,89
4437,W5342690871,112
4437,O6537029184,115
4437,G4713526098,105
4437,Z3687915402,84
4437,I1032549687,126
4437,Y5472186903,74
4437,Y6719452308,134
4437,R0163284957,129
4437,T0135748962,49
4437,T1548693072,69
4437,T5704326918,108
4437,S6543012897,55
4437,W5426983017,67
4437,J0154326798,136
4437,S7893516420,96
4437,I3567048291,95
4437,Y5780413926,70
4437,D9046375812,134
4437,E0175943628,121
4437,W5391670482,66
4437,Q1093786524,81
4437,I9502378461,95
4437,N0951427638,108
4437,T5841673029,99
4437,P9265431087,122
4437,T4231089576,71
4437,I6149852037,48
4437,K5086437129,45
3913,N0437861925,51
3913,C5243196870,108
3913,M0534968172,59
3913,Q7042196835,62
3913,U0516382749,116
3913,K6820971345,136
3913,G3798412605,105
3913,B0815493726,103
3913,R9143567820,120
3913,B6184092735,42
3913,A4392851706,91
3913,K9653807412,58
3913,H5964108732,57
3913,T8217340596,117
3913,Z1795824360,83
3913,F9375802461,42
3913,H7354621089,101
3913,T5328704916,63
3913,E6987015423,71
3913,I1945063782,63
3913,C8124906573,43
3913,Y8063149257,116
3913,Z9340285617,42
3913,B4025978613,86
3913,S1270649835,80
3913,X4097386215,62
3913,B3018572946,37
3913,U7369812540,132
3913,R4032859167,47
3913,W9087563241,65
3913,O7950316482,89
3913,O6253140798,54
3913,W5342690871,84
3913,O6537029184,77
3913,G4713526098,108
3913,Z3687915402,141
3913,I1032549687,140
3913,Y5472186903,96
