client_code,product_code,volume
F6873451,M0534968172,34
F6873451,K6820971345,59
F6873451,R9143567820,63
F6873451,F9375802461,59
F6873451,E6987015423,72
F6873451,X4097386215,36
F6873451,B3018572946,81
F6873451,U7369812540,101
F6873451,W5342690871,48
F6873451,Z3687915402,110
F6873451,T5704326918,101
F6873451,Y5472186903,115
F6873451,S6543012897,57
F6873451,W5426983017,108
F6873451,I3567048291,64
F6873451,E0175943628,66
F6873451,N0951427638,83
F6873451,N0437861925,105
F6873451,I9502378461,118
C1097683,C5243196870,57
C1097683,M0534968172,58
C1097683,Q7042196835,63
C1097683,U0516382749,73
C1097683,K6820971345,79
C1097683,G3798412605,70
C1097683,R9143567820,110
C1097683,K5086437129,47
C1097683,K9653807412,88
C1097683,T8217340596,81
C1097683,Z1795824360,42
C1097683,T5328704916,120
C1097683,F9375802461,48
C1097683,T4231089576,117
C1097683,H7354621089,36
C1097683,I1945063782,97
C1097683,Y8063149257,55
C1097683,S1270649835,48
C1097683,Z9340285617,85
C1097683,B4025978613,81
C1097683,X4097386215,55
C1097683,R4032859167,71
C1097683,W9087563241,86
C1097683,O6253140798,63
C1097683,W5342690871,105
C1097683,O6537029184,73
C1097683,T5704326918,51
C1097683,Y5472186903,107
C1097683,T1548693072,68
C1097683,W5426983017,94
C1097683,S7893516420,58
C1097683,I3567048291,54
C1097683,Y5780413926,50
C1097683,D9046375812,92
C1097683,W5391670482,84
C1097683,Q1093786524,99
C1097683,P9265431087,43
C1097683,T5841673029,102
C1097683,N0437861925,49
C1097683,I6149852037,74
C1097683,I9502378461,39
C6821735,H7354621089,100
C6821735,T5841673029,114
N6807145,Q7042196835,91
N6807145,G3798412605,76
N6807145,F9375802461,82
N6807145,E6987015423,69
N6807145,C8124906573,44
N6807145,S1270649835,91
N6807145,X4097386215,108
N6807145,W9087563241,49
N6807145,G4713526098,119
N6807145,I1032549687,48
N6807145,R0163284957,102
N6807145,J0154326798,85
N6807145,S7893516420,73
N6807145,E0175943628,40
N6807145,W5391670482,52
N6807145,Q1093786524,88
N6807145,N0951427638,50
N6807145,T5841673029,44
N6807145,N0437861925,68
K9206143,N0437861925,43
K9206143,C5243196870,81
K9206143,M0534968172,83
K9206143,Q7042196835,97
K9206143,K6820971345,39
K9206143,R9143567820,37
K9206143,G3798412605,51
