plant_code,product_code,produce_date,volume
4437,N0437861925,1,2
4437,N0437861925,2,2
4437,N0437861925,3,2
4437,C5243196870,1,2
4437,C5243196870,2,2
4437,C5243196870,3,2
4437,M0534968172,1,2
4437,M0534968172,2,2
4437,M0534968172,3,2
4437,Q7042196835,1,2
4437,Q7042196835,2,2
4437,Q7042196835,3,2
4437,U0516382749,1,2
4437,U0516382749,2,2
4437,U0516382749,3,2
4437,K6820971345,1,2
4437,K6820971345,2,2
4437,K6820971345,3,2
4437,G3798412605,1,2
4437,G3798412605,2,2
4437,G3798412605,3,2
4437,B0815493726,1,2
4437,B0815493726,2,2
4437,B0815493726,3,2
4437,R9143567820,1,2
4437,R9143567820,2,2
4437,R9143567820,3,2
4437,B6184092735,1,2
4437,B6184092735,2,2
4437,B6184092735,3,2
4437,A4392851706,1,2
4437,A4392851706,2,2
4437,A4392851706,3,2
4437,K9653807412,1,2
4437,K9653807412,2,2
4437,K9653807412,3,2
4437,H5964108732,1,2
4437,H5964108732,2,2
4437,H5964108732,3,2
4437,T8217340596,1,2
4437,T8217340596,2,2
4437,T8217340596,3,2
4437,Z1795824360,1,2
4437,Z1795824360,2,2
4437,Z1795824360,3,2
4437,F9375802461,1,2
4437,F9375802461,2,2
4437,F9375802461,3,2
4437,H7354621089,1,2
4437,H7354621089,2,2
4437,H7354621089,3,2
4437,T5328704916,1,2
4437,T5328704916,2,2
4437,T5328704916,3,2
4437,E6987015423,1,2
4437,E6987015423,2,2
4437,E6987015423,3,2
4437,I1945063782,1,2
4437,I1945063782,2,2
4437,I1945063782,3,2
4437,C8124906573,1,2
4437,C8124906573,2,2
4437,C8124906573,3,2
4437,Y8063149257,1,2
4437,Y8063149257,2,2
4437,Y8063149257,3,2
4437,Z9340285617,1,2
4437,Z9340285617,2,2
4437,Z9340285617,3,2
4437,B4025978613,1,2
4437,B4025978613,2,2
4437,B4025978613,3,2
4437,S1270649835,1,2
4437,S1270649835,2,2
4437,S1270649835,3,2
4437,X4097386215,1,2
4437,X4097386215,2,2
4437,X4097386215,3,2
4437,B3018572946,1,2
4437,B3018572946,2,2
4437,B3018572946,3,2
4437,U7369812540,1,2
4437,U7369812540,2,2
4437,U7369812540,3,2
4437,R4032859167,1,2
4437,R4032859167,2,2
4437,R4032859167,3,2
4437,W9087563241,1,2
4437,W9087563241,2,2
4437,W9087563241,3,2
4437,O7950316482,1,2
4437,O7950316482,2,2
4437,O7950316482,3,2
4437,O6253140798,1,2
4437,O6253140798,2,2
4437,O6253140798,3,2
4437,W5342690871,1,2
4437,W5342690871,2,2
4437,W5342690871,3,2
4437,O6537029184,1,2
4437,O6537029184,2,2
4437,O6537029184,3,2
4437,G4713526098,1,2
4437,G4713526098,2,2
4437,G4713526098,3,2
4437,Z3687915402,1,2
4437,Z3687915402,2,2
4437,Z3687915402,3,2
4437,I1032549687,1,2
4437,I1032549687,2,2
4437,I1032549687,3,2
4437,Y5472186903,1,2
4437,Y5472186903,2,2
4437,Y5472186903,3,2
4437,Y6719452308,1,2
