day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,9570,R4152037,M6139052478,1,14.0,62.0,2.3,153,93,142.6
3,9570,G3712485,W5827940136,2,14.0,51.0,2.6,153,93,132.6
3,9570,G3712485,U3097642518,3,14.0,43.0,2.7,153,93,116.10000000000001
3,9570,N0847935,V9153860472,4,17.9,74.0,2.7,201,114,199.8
3,9570,A3769452,A8372906514,5,17.9,67.0,3.0,201,114,201.0
1,9570,G1549208,D4067982351,6,17.9,33.0,1.1,201,114,36.300000000000004
1,9570,G1549208,X7524306981,6,17.9,74.0,1.2,201,114,88.8
1,9570,G1549208,L9082647513,6,17.9,36.0,1.3,201,114,46.800000000000004
2,9570,Z3627598,L2541983670,7,17.9,11.0,1.9,201,114,20.9
2,9570,Z3627598,L2541983670,8,17.9,105.0,1.9,201,114,199.5
2,9570,B8619724,L2541983670,9,17.9,105.0,1.9,201,114,199.5
1,9570,X4130685,L2541983670,10,17.9,89.0,1.9,201,114,169.1
2,9570,Z3627598,I6583102749,11,17.9,71.0,2.6,201,114,184.6
3,9570,L7490526,V9153860472,12,17.9,74.0,2.7,201,114,199.8
3,9570,Y9087314,L9082647513,13,14.0,85.0,1.3,153,93,110.5
3,9570,L7490526,X7524306981,14,14.0,85.0,1.2,153,93,102.0
2,9570,T6943821,I6583102749,15,17.9,61.0,2.6,201,114,158.6
2,9570,U1250978,H0825341697,16,14.0,59.0,1.7,153,93,100.3
1,9570,N0847935,I6583102749,17,14.0,50.0,2.6,153,93,130.0
1,9570,X4130685,H0825341697,18,14.0,47.0,1.7,153,93,79.89999999999999
3,9570,R8016593,W5827940136,19,14.0,45.0,2.6,153,93,117.0
1,9570,L7490526,L2541983670,20,14.0,44.0,1.9,153,93,83.6
1,9570,I9376542,L2541983670,21,17.9,105.0,1.9,201,114,199.5
1,9570,I9376542,U3097642518,22,17.9,8.0,2.7,201,114,21.6
3,9570,G3712485,A8372906514,23,17.9,61.0,3.0,201,114,183.0
2,9570,R4152037,H0825341697,24,17.9,118.0,1.7,201,114,200.6
3,9570,M6241985,W5827940136,25,17.9,62.0,2.6,201,114,161.20000000000002
1,9570,I9376542,H0825341697,26,17.9,110.0,1.7,201,114,187.0
1,9570,M0132845,W5827940136,27,14.0,40.0,2.6,153,93,104.0
3,9570,I9376542,X7524306981,28,17.9,56.0,1.2,201,114,67.2
1,9570,T8936054,L2541983670,29,17.9,88.0,1.9,201,114,167.2
1,9570,U1250978,A8372906514,30,17.9,57.0,3.0,201,114,171.0
