day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,3172,C8493620,155,5.3,17.0,48,36,28.9
1,3172,E6792810,200,11.4,52.0,74,53,72.8
1,3172,F8943720,198,11.4,30.0,74,53,51.0
1,3172,P4971820,344,5.3,13.0,48,36,16.900000000000002
1,3172,R9673051,186,5.3,30.0,48,36,39.0
1,3172,R9673051,293,11.4,56.0,74,53,72.8
1,3172,Z0382175,187,11.4,52.0,74,53,72.8
1,4253,G9610742,206,11.4,30.0,74,53,72.0
1,4253,H5927306,316,11.4,37.0,74,53,74.0
1,4253,H6148352,201,11.4,56.0,74,53,72.8
1,4253,N2635479,306,11.4,46.0,74,53,73.60000000000001
1,4253,N2635479,307,11.4,5.0,74,53,8.0
1,4253,Q0671483,82,11.4,35.0,74,53,56.0
1,4253,Q0671483,264,5.3,20.0,48,36,48.0
1,4253,R9052716,225,11.4,40.0,74,53,52.0
1,4253,R9673051,184,11.4,30.0,74,53,72.0
1,4253,R9673051,185,11.4,30.0,74,53,72.0
1,4253,R9673051,319,11.4,33.0,74,53,66.0
1,4253,X7394126,146,11.4,30.0,74,53,72.0
1,4253,X7394126,213,11.4,56.0,74,53,72.8
1,4253,X7394126,238,11.4,8.0,74,53,12.8
1,4253,Y4735089,347,5.3,12.0,48,36,19.200000000000003
1,9364,C8493620,268,11.4,6.0,74,53,16.200000000000003
1,9364,F8943720,162,5.3,41.0,48,36,45.1
1,9364,G9610742,148,11.4,27.0,74,53,72.9
1,9364,G9610742,308,11.4,49.0,74,53,73.5
1,9364,H6148352,76,11.4,27.0,74,53,72.9
1,9364,H6148352,265,11.4,27.0,74,53,72.9
1,9364,H6148352,266,11.4,8.0,74,53,21.6
1,9364,N2635479,171,11.4,27.0,74,53,72.9
1,9364,N2635479,172,11.4,27.0,74,53,72.9
1,9364,N2635479,255,11.4,27.0,74,53,72.9
1,9364,N2635479,256,11.4,27.0,74,53,72.9
1,9364,N2635479,257,11.4,23.0,74,53,62.1
1,9364,N2635479,342,5.3,16.0,48,36,35.2
1,9364,P1349258,88,11.4,27.0,74,53,72.9
1,9364,P1349258,151,11.4,25.0,74,53,67.5
1,9364,P4971820,343,5.3,16.0,48,36,41.6
1,9364,Q0671483,31,11.4,27.0,74,53,72.9
1,9364,Q0671483,61,11.4,27.0,74,53,72.9
1,9364,Q0671483,196,11.4,33.0,74,53,72.60000000000001
1,9364,Q0671483,202,11.4,28.0,74,53,72.8
1,9364,Q0671483,203,11.4,28.0,74,53,72.8
1,9364,Q0671483,211,11.4,67.0,74,53,73.7
1,9364,Q0671483,236,11.4,27.0,74,53,72.9
1,9364,Q0671483,252,11.4,27.0,74,53,72.9
1,9364,Q0671483,253,11.4,27.0,74,53,72.9
1,9364,Q0671483,254,11.4,27.0,74,53,72.9
1,9364,Q0671483,267,11.4,24.0,74,53,62.400000000000006
1,9364,R9673051,332,11.4,27.0,74,53,72.9
1,9364,T5906487,87,11.4,27.0,74,53,72.9
1,9364,T5906487,179,11.4,23.0,74,53,59.800000000000004
1,9364,X7394126,34,5.3,17.0,48,36,45.900000000000006
1,9364,X7394126,63,11.4,49.0,74,53,73.5
1,9364,X7394126,156,5.3,11.0,48,36,29.700000000000003
1,9364,X7394126,214,11.4,27.0,74,53,72.9
1,9364,X7394126,263,11.4,33.0,74,53,72.60000000000001
1,9364,Y4735089,91,11.4,67.0,74,53,73.7
1,9364,Y4871520,334,11.4,27.0,74,53,72.9
1,9364,Y4871520,339,5.3,23.0,48,36,34.5
2,3172,D1026483,109,11.4,52.0,74,53,72.8
2,3172,D1026483,110,5.3,31.0,48,36,43.4
2,3172,F8943720,218,11.4,52.0,74,53,72.8
2,3172,F8943720,294,11.4,56.0,74,53,72.8
2,3172,F8943720,304,11.4,52.0,74,53,72.8
2,3172,G9610742,158,5.3,1.0,48,36,1.4
2,3172,G9610742,199,11.4,43.0,74,53,73.1
2,3172,G9610742,250,11.4,52.0,74,53,72.8
2,3172,G9610742,310,11.4,43.0,74,53,73.1
2,3172,H5927306,281,11.4,43.0,74,53,73.1
2,3172,H5927306,282,11.4,21.0,74,53,35.699999999999996
2,3172,H6148352,150,5.3,25.0,48,36,35.0
2,3172,H6148352,303,11.4,52.0,74,53,72.8
2,3172,H6148352,311,11.4,43.0,74,53,60.199999999999996
2,3172,H8573461,277,11.4,56.0,74,53,72.8
2,3172,H8573461,278,11.4,13.0,74,53,16.900000000000002
2,3172,N2635479,219,11.4,43.0,74,53,60.199999999999996
2,3172,P1349258,94,11.4,6.0,74,53,7.800000000000001
2,3172,P2160837,117,11.4,43.0,74,53,73.1
2,3172,P2160837,118,11.4,11.0,74,53,18.7
2,3172,P2160837,182,11.4,4.0,74,53,5.2
2,3172,P2160837,269,11.4,56.0,74,53,72.8
2,3172,P2160837,270,11.4,56.0,74,53,72.8
2,3172,P4971820,112,11.4,56.0,74,53,72.8
2,3172,P4971820,322,5.3,32.0,48,36,44.8
2,3172,Q0671483,291,11.4,52.0,74,53,72.8
2,3172,Q0671483,292,11.4,5.0,74,53,7.0
2,3172,R9673051,188,11.4,52.0,74,53,72.8
2,3172,X2184693,111,11.4,56.0,74,53,72.8
2,3172,X2184693,149,5.3,25.0,48,36,32.5
2,3172,X7394126,113,11.4,56.0,74,53,72.8
2,3172,X7394126,176,11.4,43.0,74,53,73.1
2,3172,X7394126,352,5.3,5.0,48,36,7.0
2,3172,Y4871520,139,11.4,43.0,74,53,73.1
2,3172,Y4871520,140,11.4,2.0,74,53,3.4
2,3172,Y4871520,174,11.4,43.0,74,53,73.1
2,3172,Y4871520,232,11.4,21.0,74,53,29.4
2,3172,Z0382175,314,11.4,38.0,74,53,53.199999999999996
2,4253,C8493620,93,11.4,30.0,74,53,72.0
2,4253,C8493620,216,11.4,30.0,74,53,72.0
2,4253,C8493620,217,5.3,20.0,48,36,48.0
2,4253,D1026483,53,11.4,41.0,74,53,65.60000000000001
2,4253,D1026483,81,11.4,46.0,74,53,73.60000000000001
2,4253,E6792810,189,11.4,37.0,74,53,74.0
2,4253,E6792810,190,11.4,4.0,74,53,8.0
2,4253,F8943720,143,5.3,36.0,48,36,46.800000000000004
2,4253,F8943720,193,11.4,38.0,74,53,60.800000000000004
2,4253,F8943720,251,11.4,37.0,74,53,74.0
2,4253,G9610742,7,5.3,18.0,48,36,43.199999999999996
2,4253,G9610742,64,11.4,41.0,74,53,53.300000000000004
2,4253,H6148352,248,11.4,37.0,74,53,74.0
2,4253,H6148352,249,11.4,33.0,74,53,66.0
2,4253,H6148352,353,5.3,4.0,48,36,5.2
2,4253,P4971820,166,11.4,46.0,74,53,73.60000000000001
2,4253,P4971820,285,11.4,30.0,74,53,72.0
2,4253,P4971820,286,11.4,30.0,74,53,72.0
2,4253,Q0671483,58,11.4,6.0,74,53,7.800000000000001
2,4253,Q0671483,75,11.4,56.0,74,53,72.8
2,4253,Q0671483,242,11.4,37.0,74,53,74.0
2,4253,Q0671483,243,11.4,37.0,74,53,74.0
2,4253,Q0671483,244,11.4,16.0,74,53,32.0
2,4253,R9673051,337,11.4,25.0,74,53,60.0
2,4253,T5906487,130,11.4,37.0,74,53,74.0
2,4253,X7394126,77,11.4,46.0,74,53,73.60000000000001
2,4253,Y4735089,135,11.4,53.0,74,53,68.9
2,4253,Y4871520,5,5.3,28.0,48,36,44.800000000000004
2,4253,Y4871520,138,11.4,46.0,74,53,73.60000000000001
2,4253,Y4871520,321,5.3,32.0,48,36,41.6
2,9364,C8493620,78,11.4,27.0,74,53,72.9
2,9364,C8493620,220,11.4,27.0,74,53,72.9
2,9364,D1026483,90,11.4,30.0,74,53,33.0
2,9364,D1026483,141,11.4,33.0,74,53,72.60000000000001
2,9364,D1026483,142,11.4,7.0,74,53,15.400000000000002
2,9364,F8943720,24,5.3,25.0,48,36,37.5
2,9364,F8943720,36,5.3,17.0,48,36,37.400000000000006
2,9364,F8943720,68,11.4,27.0,74,53,72.9
2,9364,F8943720,69,11.4,27.0,74,53,72.9
2,9364,F8943720,152,11.4,20.0,74,53,54.0
2,9364,F8943720,181,11.4,6.0,74,53,15.600000000000001
