client_code,product_code,volume
G7136925,N2967508341,74
G7136925,P2870594631,33
G7136925,N0538294617,81
G7136925,A2794508613,116
G7136925,K8693520714,64
G7136925,M2674013598,62
G7136925,L1085729436,59
G7136925,Z4851390672,113
G7136925,H4175039826,64
G7136925,R9831405672,53
G7136925,C7093518264,77
G7136925,U8209763145,103
G7136925,I4679185023,104
G7136925,T8034267159,54
G7136925,K8351972046,58
G7136925,E8136974502,50
G7136925,A7934258160,82
G7136925,T4172830695,77
G7136925,B5106748329,69
G7136925,H4567210893,91
Y7682304,P8234106597,80
Y7682304,H9746513028,115
Y7682304,I9406853127,118
Y7682304,N2967508341,35
Y7682304,M5237109648,64
Y7682304,W3926874015,54
Y7682304,K9840123657,112
Y7682304,H7916348052,93
Y7682304,K0759248361,101
Y7682304,N0538294617,99
Y7682304,A2794508613,114
Y7682304,F1360849527,32
Y7682304,E7621543089,88
Y7682304,C7093518264,65
Y7682304,T8034267159,76
Y7682304,N2970546183,108
Y7682304,E8136974502,42
Y7682304,B2953870146,34
Y7682304,T4172830695,71
Y7682304,B5106748329,57
Y7682304,E7509462813,50
B8162743,P8234106597,95
B8162743,H9817320564,82
B8162743,N2967508341,106
B8162743,H6124098735,40
B8162743,W3926874015,76
B8162743,K9840123657,46
B8162743,H7916348052,69
B8162743,H9726408513,63
B8162743,K0759248361,32
B8162743,F1360849527,94
B8162743,U9653817420,112
B8162743,K8693520714,91
B8162743,M2674013598,71
B8162743,E7621543089,106
B8162743,Z4851390672,59
B8162743,R9831405672,82
B8162743,C7093518264,37
B8162743,T8034267159,44
B8162743,K8351972046,66
B8162743,E8136974502,80
B8162743,B2953870146,39
B8162743,X3520917486,58
B8162743,K0289461375,60
A2491863,A2794508613,67
A2491863,H6124098735,99
A2491863,E7621543089,102
A2491863,I5834091672,113
A2491863,N2970546183,83
A2491863,C7093518264,109
S2689347,H6124098735,95
O1423657,I9406853127,87
O1423657,H9817320564,45
O1423657,N2967508341,88
O1423657,K9840123657,119
O1423657,H7916348052,78
O1423657,H9726408513,47
O1423657,N0538294617,89
O1423657,U9653817420,74
O1423657,K8693520714,76
O1423657,I5834091672,69
O1423657,R9831405672,64
O1423657,C7093518264,119
O1423657,Y0427916583,76
O1423657,I4679185023,42
O1423657,K8351972046,115
O1423657,B2953870146,110
O1423657,A7934258160,43
O1423657,K0289461375,32
O1423657,B5106748329,64
G0153267,E7621543089,81
Y6842507,I9406853127,67
Y6842507,H9817320564,81
Y6842507,N2967508341,88
Y6842507,H6124098735,117
Y6842507,K9840123657,42
Y6842507,H9726408513,35
Y6842507,A2794508613,34
Y6842507,U9653817420,62
Y6842507,F1360849527,54
Y6842507,M2674013598,76
Y6842507,E7621543089,111
Y6842507,L1085729436,78
Y6842507,Z4851390672,114
Y6842507,H4175039826,58
Y6842507,I5834091672,75
Y6842507,C7093518264,103
Y6842507,U8209763145,103
Y6842507,T8034267159,55
Y6842507,E8136974502,72
Y6842507,B2953870146,101
Y6842507,A7934258160,106
Y6842507,K0289461375,118
Y6842507,H5021687943,86
Y6842507,E7509462813,99
H5846012,P8234106597,77
H5846012,I9406853127,35
H5846012,H9746513028,44
H5846012,N2967508341,54
H5846012,M5237109648,55
H5846012,H6124098735,31
H5846012,W3926874015,117
H5846012,H7916348052,114
H5846012,H9726408513,83
H5846012,K0759248361,71
H5846012,P2870594631,112
H5846012,A2794508613,97
H5846012,F1360849527,47
H5846012,U9653817420,78
H5846012,K8693520714,91
H5846012,M2674013598,69
H5846012,L1085729436,96
H5846012,Z4851390672,93
H5846012,I5834091672,89
H5846012,C7093518264,51
H5846012,Y0427916583,108
H5846012,I4679185023,33
H5846012,N2970546183,55
H5846012,B2953870146,47
H5846012,X3520917486,111
H5846012,A7934258160,72
H5846012,H5021687943,62
H5846012,B1706524389,73
H5846012,E7509462813,115
H5846012,H4567210893,112
A6728041,B2953870146,100
A6728041,M5237109648,57
A6728041,K0289461375,92
A6728041,W3926874015,36
A6728041,H9726408513,46
A6728041,K8693520714,76
A6728041,B1706524389,102
A6728041,H4175039826,82
A6728041,I5834091672,97
A6728041,K8351972046,74
A6728041,N2970546183,31
A6728041,P2870594631,83
A6728041,H4567210893,116
S0654972,P8234106597,112
S0654972,B2953870146,54
S0654972,X3520917486,33
S0654972,H9817320564,115
S0654972,M5237109648,73
S0654972,K0289461375,98
S0654972,W3926874015,58
S0654972,U9653817420,66
S0654972,M2674013598,32
S0654972,T8034267159,41
S0654972,K9840123657,50
S0654972,I5834091672,51
S0654972,C7093518264,82
S0654972,R9831405672,116
S0654972,H7916348052,92
S0654972,E7509462813,84
S0654972,H4567210893,78
D3814907,P8234106597,53
D3814907,I9406853127,52
D3814907,H9746513028,94
D3814907,H9817320564,115
D3814907,N2967508341,67
D3814907,M5237109648,68
D3814907,W3926874015,53
D3814907,K9840123657,63
D3814907,H7916348052,52
D3814907,H9726408513,105
D3814907,P2870594631,30
D3814907,N0538294617,63
D3814907,K0759248361,109
D3814907,A2794508613,82
D3814907,F1360849527,58
D3814907,U9653817420,85
D3814907,K8693520714,110
D3814907,M2674013598,74
D3814907,E7621543089,101
D3814907,L1085729436,55
D3814907,Z4851390672,90
D3814907,H4175039826,64
D3814907,I5834091672,103
D3814907,R9831405672,93
D3814907,C7093518264,96
D3814907,Y0427916583,69
D3814907,U8209763145,79
D3814907,I4679185023,104
D3814907,T8034267159,85
D3814907,N2970546183,41
D3814907,K8351972046,72
D3814907,E8136974502,89
D3814907,B2953870146,85
D3814907,X3520917486,90
D3814907,A7934258160,109
D3814907,K0289461375,95
D3814907,T4172830695,82
D3814907,H5021687943,57
D3814907,B1706524389,74
D3814907,B5106748329,99
D3814907,E7509462813,101
D3814907,H4567210893,81
W6375029,P8234106597,61
W6375029,H9746513028,91
W6375029,I9406853127,74
W6375029,H9817320564,51
W6375029,N2967508341,103
W6375029,H6124098735,46
W6375029,M5237109648,31
W6375029,W3926874015,56
W6375029,K9840123657,32
W6375029,H9726408513,41
W6375029,N0538294617,106
W6375029,K0759248361,34
W6375029,A2794508613,32
W6375029,U9653817420,33
W6375029,F1360849527,91
W6375029,K8693520714,42
W6375029,M2674013598,65
W6375029,L1085729436,85
W6375029,Z4851390672,107
W6375029,H4175039826,116
W6375029,I5834091672,47
W6375029,R9831405672,94
W6375029,C7093518264,50
W6375029,U8209763145,109
W6375029,I4679185023,35
W6375029,T8034267159,44
W6375029,N2970546183,49
W6375029,K8351972046,116
W6375029,E8136974502,75
W6375029,B2953870146,85
W6375029,X3520917486,70
W6375029,A7934258160,66
W6375029,K0289461375,66
W6375029,T4172830695,79
W6375029,H5021687943,110
W6375029,B1706524389,39
W6375029,E7509462813,119
M7903861,H9746513028,74
M7903861,I9406853127,117
M7903861,H9817320564,90
M7903861,W3926874015,51
M7903861,H7916348052,44
M7903861,K0759248361,105
M7903861,H9726408513,47
M7903861,N0538294617,100
M7903861,A2794508613,106
M7903861,U9653817420,38
M7903861,K8693520714,39
M7903861,M2674013598,94
M7903861,E7621543089,55
M7903861,Z4851390672,64
M7903861,I5834091672,62
M7903861,R9831405672,91
M7903861,C7093518264,94
M7903861,Y0427916583,87
M7903861,U8209763145,84
M7903861,I4679185023,42
M7903861,T8034267159,61
M7903861,K8351972046,37
M7903861,N2970546183,109
M7903861,E8136974502,33
M7903861,B2953870146,116
M7903861,X3520917486,63
M7903861,A7934258160,62
M7903861,K0289461375,49
M7903861,T4172830695,40
M7903861,H5021687943,67
M7903861,B5106748329,97
V5428796,P8234106597,56
V5428796,H9746513028,117
V5428796,H9817320564,91
V5428796,N2967508341,32
V5428796,H6124098735,96
V5428796,W3926874015,82
V5428796,K9840123657,47
V5428796,H7916348052,61
V5428796,K0759248361,90
V5428796,P2870594631,98
V5428796,H9726408513,68
V5428796,N0538294617,71
V5428796,F1360849527,47
V5428796,U9653817420,67
V5428796,K8693520714,97
V5428796,M2674013598,103
V5428796,Z4851390672,54
V5428796,H4175039826,110
V5428796,I5834091672,76
V5428796,R9831405672,37
V5428796,C7093518264,78
V5428796,U8209763145,62
V5428796,I4679185023,63
V5428796,T8034267159,64
V5428796,N2970546183,68
V5428796,K8351972046,102
V5428796,B2953870146,41
V5428796,X3520917486,98
V5428796,A7934258160,80
V5428796,K0289461375,82
V5428796,T4172830695,76
V5428796,H5021687943,32
V5428796,B5106748329,108
V5428796,E7509462813,43
V5428796,H4567210893,80
H3567842,E7621543089,91
H3567842,E8136974502,71
H3567842,K0759248361,97
E2357086,I9406853127,118
E2357086,A2794508613,94
E2357086,K0289461375,62
E2357086,U9653817420,99
E2357086,F1360849527,64
E2357086,K8693520714,70
E2357086,B5106748329,97
E2357086,B1706524389,35
E2357086,K8351972046,73
E2357086,R9831405672,36
E2357086,H4567210893,101
W0728439,P8234106597,57
W0728439,H9746513028,44
W0728439,H9817320564,101
W0728439,N2967508341,110
W0728439,H6124098735,62
W0728439,W3926874015,69
W0728439,K9840123657,98
W0728439,H7916348052,90
W0728439,P2870594631,40
W0728439,N0538294617,97
W0728439,H9726408513,57
W0728439,K0759248361,91
W0728439,U9653817420,65
W0728439,F1360849527,34
W0728439,K8693520714,83
W0728439,M2674013598,88
W0728439,E7621543089,42
W0728439,L1085729436,94
W0728439,Z4851390672,94
W0728439,H4175039826,33
W0728439,I5834091672,48
W0728439,R9831405672,45
W0728439,C7093518264,65
W0728439,Y0427916583,53
W0728439,N2970546183,52
W0728439,K8351972046,69
W0728439,E8136974502,119
W0728439,B2953870146,103
W0728439,X3520917486,84
W0728439,A7934258160,56
W0728439,K0289461375,41
W0728439,T4172830695,43
W0728439,H5021687943,44
W0728439,B1706524389,53
W0728439,B5106748329,31
W0728439,E7509462813,80
W0728439,H4567210893,69
O2413985,M5237109648,60
O2413985,L1085729436,85
O2413985,K9840123657,110
O2413985,R9831405672,32
O2413985,E8136974502,61
O8574102,B2953870146,83
O8574102,N2967508341,103
O8574102,A2794508613,72
O8574102,A7934258160,82
O8574102,K0289461375,74
O8574102,W3926874015,100
O8574102,K8693520714,50
O8574102,M2674013598,119
O8574102,T8034267159,73
O8574102,E7621543089,85
O8574102,L1085729436,117
O8574102,Z4851390672,42
O8574102,E7509462813,118
O8574102,P2870594631,74
O8574102,Y0427916583,105
L8237451,P8234106597,54
L8237451,I9406853127,56
L8237451,H9746513028,92
L8237451,H6124098735,58
L8237451,W3926874015,66
L8237451,K9840123657,42
L8237451,K0759248361,71
L8237451,P2870594631,37
L8237451,H9726408513,42
L8237451,U9653817420,43
L8237451,E7621543089,101
L8237451,H4175039826,64
L8237451,I5834091672,79
L8237451,R9831405672,90
L8237451,Y0427916583,39
L8237451,U8209763145,76
L8237451,T8034267159,82
L8237451,N2970546183,104
L8237451,K8351972046,52
L8237451,E8136974502,80
L8237451,A7934258160,45
L8237451,T4172830695,52
L8237451,H5021687943,59
L8237451,B5106748329,83
L8237451,H4567210893,49
L8591472,I9406853127,39
L8591472,H9817320564,114
L8591472,H6124098735,59
L8591472,M5237109648,80
L8591472,W3926874015,112
L8591472,K9840123657,92
L8591472,P2870594631,50
L8591472,F1360849527,95
L8591472,E7621543089,109
L8591472,Z4851390672,81
L8591472,H4175039826,47
L8591472,I5834091672,44
L8591472,R9831405672,36
L8591472,U8209763145,95
L8591472,I4679185023,119
L8591472,T8034267159,32
L8591472,N2970546183,114
L8591472,K8351972046,110
L8591472,E8136974502,67
L8591472,X3520917486,46
L8591472,A7934258160,95
L8591472,K0289461375,90
L8591472,T4172830695,49
L8591472,B5106748329,86
L8591472,E7509462813,45
L8591472,H4567210893,87
Z8504671,I9406853127,38
Z8504671,X3520917486,92
Z8504671,A2794508613,92
Z8504671,K8351972046,74
Z8504671,M5237109648,44
Z8504671,A7934258160,83
Z8504671,U9653817420,95
Z8504671,U8209763145,43
Z8504671,K8693520714,119
Z8504671,M2674013598,86
Z8504671,T8034267159,42
Z8504671,L1085729436,115
Z8504671,Z4851390672,106
Z8504671,B1706524389,113
Z8504671,I5834091672,89
Z8504671,N2970546183,96
Z8504671,C7093518264,90
Z8504671,E7509462813,53
D4276389,P8234106597,115
D4276389,I9406853127,58
D4276389,H9746513028,109
D4276389,H9817320564,91
D4276389,N2967508341,94
D4276389,H6124098735,43
D4276389,M5237109648,64
D4276389,W3926874015,92
D4276389,K9840123657,65
D4276389,H7916348052,86
D4276389,H9726408513,57
D4276389,K0759248361,90
D4276389,N0538294617,69
D4276389,P2870594631,113
D4276389,U9653817420,68
D4276389,K8693520714,117
D4276389,M2674013598,85
D4276389,E7621543089,102
D4276389,L1085729436,118
D4276389,Z4851390672,102
D4276389,H4175039826,94
D4276389,R9831405672,101
D4276389,Y0427916583,33
D4276389,U8209763145,54
D4276389,I4679185023,79
D4276389,K8351972046,102
D4276389,B2953870146,90
D4276389,X3520917486,37
D4276389,A7934258160,97
D4276389,K0289461375,96
D4276389,T4172830695,83
D4276389,B1706524389,78
D4276389,B5106748329,50
D4276389,E7509462813,44
F2465370,U9653817420,86
F2465370,W3926874015,65
