product_code,standard_size
W6751023849,1.0
U7068324519,2.4
H8904356712,1.0
B2374691058,1.7
G3074215986,1.7
C2543068179,2.0
Y3529407861,2.3
K8721403956,2.4
F7589641230,2.1
Y2730568149,1.6
T6520147983,1.7
G9312657084,2.2
K3602179854,1.6
M4089325176,2.1
O8109546273,1.0
Q9037514286,2.0
E2970158643,1.8
R0194587623,2.1
W7986540123,2.6
W3874569210,2.8
D1523098467,2.0
T3654027981,1.2
Q6718953024,1.0
W7310264985,1.5
M3598672104,1.7
Y4317286059,2.3
L4768510932,2.9
U8231765049,1.4
N6519308274,2.5
H9706852413,2.5
U2943715608,2.9
D5976820413,2.5
N4182530967,1.2
E8452031769,1.4
K8415362907,1.4
V5317092468,2.2
D2801594376,1.7
B6308421579,1.6
P1752038964,2.3
G8402137569,1.4
F0598123647,2.6
O2439607815,2.5
A7106924538,1.4
X5637048192,2.6
L9173684502,1.8
N3716592048,1.1
N2931485067,1.3
E6708149352,1.6
Z2869513407,1.5
D9670253418,2.5
U0658973124,2.3
M0856371942,1.3
E4682307915,1.9
E8176402395,2.6
K3214075896,2.7
R4806923571,1.6
S1349082765,1.3
X0674983251,3.0
W8542390716,1.1
F5273846091,1.6
H7312906584,2.0
G3769812045,1.5
D3195742086,2.0
W1856927043,2.1
J0348619725,2.1
M3052791648,1.5
T1278396450,1.0
S5918246073,2.0
D7630891452,1.4
V8214639705,2.0
V6409758213,2.1
