plant_code,product_code,volume
3816,A0124563897,87
3816,O6053784291,58
3816,I1492058763,154
3816,R7289651043,70
3816,P1308547962,124
3816,K9367401582,75
3816,N5346198072,74
3816,X8349705612,74
3816,R0635892174,61
3816,I0176398542,83
3816,A9403587621,127
3816,K0783125496,75
3816,A7318940526,70
3816,P7108253694,98
3816,A7026359481,120
3816,B1753806492,90
3816,F9078532614,84
3816,N7635419280,66
3816,K2153487960,98
3816,C8017569423,109
3816,U9248076153,156
3816,L3750489612,133
3816,U8327109564,109
3816,B1926730584,57
3816,C5741690238,181
3816,B4250789163,255
5204,A0124563897,87
5204,O6053784291,66
5204,I1492058763,70
5204,R7289651043,138
5204,P1308547962,123
5204,K9367401582,76
5204,N5346198072,134
5204,X8349705612,100
5204,R0635892174,125
5204,I0176398542,100
5204,A9403587621,77
5204,K0783125496,69
5204,A7318940526,95
5204,P7108253694,109
5204,A7026359481,121
5204,B1753806492,109
5204,F9078532614,113
5204,N7635419280,46
5204,K2153487960,89
5204,C8017569423,98
5204,U9248076153,178
5204,L3750489612,148
5204,U8327109564,109
5204,B1926730584,137
5204,C5741690238,1
