client_code,product_code,volume
E0968743,L1503824976,65
E0968743,U8035426791,83
E0968743,X0519342687,53
E0968743,Q2071486935,60
E0968743,U7468051923,64
E0968743,F1360879452,86
E0968743,V2489703651,38
E0968743,G2798135460,95
E0968743,F3275861904,90
E0968743,Z3485790216,110
E0968743,I8362105974,113
E0968743,A3290871546,91
E0968743,L2187536940,88
E0968743,F0918742653,49
E0968743,H5924860317,38
E0968743,N0632714859,50
E0968743,C1853076294,86
E0968743,F5628937140,58
E0968743,N7524068931,116
E0968743,Z8329517460,47
E0968743,Q9324065781,120
E0968743,R0967381452,57
E0968743,X9645812703,95
E0968743,Q3425796018,104
E0968743,H1439728065,111
E0968743,C7928163405,53
E0968743,A7532496108,38
E0968743,X8527063941,58
E0968743,Y6491857230,60
S2981076,C7194602538,75
S2981076,L1503824976,64
S2981076,U8035426791,70
S2981076,C7826349105,32
S2981076,Q2071486935,105
S2981076,K8073624591,45
S2981076,K5346807129,85
S2981076,O7684930521,107
S2981076,F1360879452,52
S2981076,X3906751842,70
S2981076,T5124087963,44
S2981076,S5234097186,91
S2981076,Z3485790216,52
S2981076,H7164982035,79
S2981076,A3290871546,75
S2981076,G4120893765,51
S2981076,F0918742653,34
S2981076,X7248095136,99
S2981076,Q3269071485,104
S2981076,F5628937140,115
S2981076,G0325481769,78
S2981076,G2863491750,116
S2981076,N7524068931,110
S2981076,H1439728065,63
S2981076,H5723861490,78
S2981076,S8356027149,77
S2981076,N9128356470,57
S2981076,U7468051923,63
S2981076,F6425309178,45
S2981076,M9164803572,66
S2981076,N8027195364,36
S2981076,X0918236754,115
S2981076,S6487529301,82
S2981076,Y7026451983,98
S2981076,R1458763209,31
S2981076,P7859634210,75
S2981076,H6847120359,39
S2981076,X3406271985,51
S2981076,V7463890251,35
S2981076,G0615489327,37
S2981076,Y8149573206,65
S2981076,O9673850241,107
S2981076,Z8329517460,79
S2981076,C7928163405,96
S2981076,A7532496108,48
S2981076,Q0328146957,116
S2981076,C3879614520,70
S2981076,H9318702564,103
S2981076,E4935267801,112
S2981076,G2798135460,32
S2981076,F3275861904,41
S2981076,I8362105974,76
S2981076,V1794623580,32
S2981076,I9750862341,31
S2981076,D0795683214,105
S2981076,A9514807326,98
S2981076,H5924860317,109
S2981076,C7093468521,69
S2981076,F5429017836,48
S2981076,G8629437015,107
S2981076,K3204581679,119
S2981076,X6194235708,58
S2981076,Q9324065781,54
S2981076,R0967381452,75
S2981076,X9645812703,44
S2981076,G9234816507,71
S2981076,J6073498251,75
S2981076,B3047658912,58
S2981076,V2745390186,56
S2981076,M0139654278,67
S2981076,Y6491857230,111
