product_code,standard_size
J9530148672,2.7
S9768042135,2.7
L4839250716,2.7
S1520789634,1.0
K8716450329,1.3
B0768942531,2.7
G5216387409,3.0
S7268403195,2.7
F0936845217,1.7
K0263845719,2.2
P8019452637,1.8
C1376209548,1.9
O4827650139,1.5
D1403286795,2.9
Y4087512963,1.2
G4536271908,2.5
G9826314075,2.8
G7401392865,2.7
B1765934208,1.3
T9685402317,1.6
S5397201846,1.9
J4157896230,2.0
C3270564981,2.4
J2631047985,1.4
U1698203547,1.8
Q2106485937,1.1
K5798014263,2.2
Y0923847156,2.6
R1364790825,2.4
G0326891457,1.8
S0489371526,1.2
Z8049172365,1.9
R0647928135,2.7
S9765403218,2.4
W8751062394,2.0
P3215804967,2.7
C1264093587,2.9
N4531920678,1.7
J4289067135,1.2
H2538460791,1.6
W8675093142,1.3
X0345298176,2.4
V6180574932,3.0
E2873964510,2.5
A0428316975,1.1
C3590172468,1.6
U2394657801,2.3
J2307168594,1.6
W8734520169,1.2
E2631490875,1.9
H0786249135,1.2
X9678051324,2.2
K2713869405,2.0
Q4705168293,2.9
U4026719538,1.8
D5072639841,2.4
N5769824031,1.6
R4925786103,2.7
X6031584279,2.3
M8259430761,2.8
U9412573086,1.6
B3706958421,1.4
J0973512486,1.8
C2943806517,1.8
L0978315462,1.5
E3745829016,2.3
G6195830247,1.1
G9516472308,1.6
