day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
1,2804,Z2476813,F2475318906,1,15.1,44.0
2,2804,M9710543,F2475318906,2,15.1,44.0
1,2804,V5486729,Z1054672398,3,15.1,31.0
2,2804,V5486729,Y8307492165,4,15.1,37.0
1,4257,O5829164,X8135970426,5,15.1,62.0
1,2804,M9710543,Z1054672398,6,15.1,18.0
2,2804,X0461592,Z1054672398,7,15.1,1.0
3,2804,M9710543,F2475318906,8,9.5,25.0
3,2804,P3429051,R5643270918,9,15.1,52.0
2,2804,P3429051,Z1054672398,10,15.1,4.0
3,2804,Z2476813,L3547608921,11,15.1,1.0
3,4257,Z2476813,W0149362758,12,9.5,30.0
3,2804,V5486729,L3547608921,13,15.1,77.0
1,2804,M9710543,L3547608921,14,15.1,76.0
2,2804,V5486729,D3145098627,15,9.5,49.0
2,2804,X0461592,R5643270918,16,9.5,46.0
2,4257,Z2476813,O8461092537,17,15.1,40.0
2,4257,X0461592,R8406917325,18,9.5,30.0
3,4257,X0461592,L4723598160,19,9.5,18.0
3,2804,V5486729,Y8307492165,20,9.5,14.0
3,4257,O5829164,X8135970426,21,9.5,14.0
3,4257,X0461592,K7069514832,22,9.5,9.0
3,2804,X0461592,D3145098627,23,9.5,53.0
1,2804,X0461592,F2475318906,24,9.5,27.0
2,2804,X0461592,R5643270918,25,9.5,50.0
3,4257,X0461592,E1678253904,26,15.1,71.0
3,4257,X0461592,O0873641592,27,15.1,35.0
1,2804,M9710543,Y8307492165,28,15.1,37.0
1,2804,M9710543,Y8307492165,29,9.5,29.0
2,4257,X0461592,W9712603548,30,15.1,54.0
1,4257,O5829164,U4173568290,31,9.5,29.0
2,4257,M9710543,X1895206347,32,15.1,37.0
1,4257,Z2476813,W0149362758,33,9.5,8.0
2,2804,M9710543,Z1054672398,34,9.5,30.0
3,4257,X0461592,H6912873054,35,15.1,19.0
2,4257,P3429051,I9380617452,36,15.1,8.0
1,4257,P3429051,A7836490125,37,9.5,23.0
2,4257,P3429051,K7912564803,38,15.1,62.0
3,4257,X0461592,I9380617452,39,15.1,32.0
3,4257,X0461592,I9380617452,40,9.5,24.0
1,4257,P3429051,O0873641592,41,9.5,26.0
1,4257,P3429051,E1678253904,42,9.5,38.0
2,4257,P3429051,W0149362758,43,15.1,43.0
2,4257,X0461592,A7836490125,44,15.1,31.0
2,4257,X0461592,A7836490125,45,15.1,31.0
1,4257,X0461592,U4173568290,46,9.5,31.0
3,4257,O5829164,O8461092537,47,15.1,8.0
2,4257,X0461592,P4130985267,48,15.1,40.0
3,4257,X0461592,L4723598160,49,15.1,71.0
3,4257,O5829164,T8431502697,50,9.5,48.0
3,4257,O5829164,H1054872396,51,15.1,7.0
2,4257,X0461592,W0149362758,52,9.5,36.0
3,4257,V5486729,U4173568290,53,15.1,44.0
3,4257,V5486729,P4130985267,54,15.1,40.0
3,4257,V5486729,W0149362758,55,15.1,44.0
2,4257,Z2476813,H1054872396,56,15.1,34.0
3,4257,V5486729,T8431502697,57,15.1,93.0
3,4257,V5486729,E1678253904,58,15.1,18.0
3,4257,V5486729,R8406917325,59,9.5,57.0
3,4257,X0461592,X8135970426,60,15.1,52.0
2,4257,X0461592,W9712603548,61,9.5,29.0
3,4257,X0461592,K7912564803,62,9.5,12.0
2,4257,Z2476813,H0125936478,63,9.5,5.0
2,4257,V5486729,X8135970426,64,15.1,55.0
3,2804,X0461592,R6904153278,65,15.1,17.0
3,4257,P3429051,A7836490125,66,15.1,31.0
3,4257,P3429051,A7836490125,67,15.1,31.0
2,4257,P3429051,L4723598160,68,15.1,71.0
2,4257,X0461592,X1895206347,69,15.1,37.0
3,4257,P3429051,E1678253904,70,15.1,71.0
2,4257,Z2476813,E1678253904,71,15.1,70.0
2,4257,P3429051,H1054872396,72,15.1,34.0
2,4257,Z2476813,U4173568290,73,15.1,44.0
3,4257,Z2476813,O8461092537,74,15.1,40.0
2,4257,X0461592,O0873641592,75,15.1,35.0
1,4257,X0461592,H1054872396,76,15.1,33.0
2,2804,P3429051,Y8307492165,77,9.5,29.0
3,4257,X0461592,W0149362758,78,9.5,8.0
1,4257,Z2476813,H1054872396,79,9.5,5.0
3,2804,X0461592,Y8307492165,80,9.5,3.0
1,4257,P3429051,Y7062593841,81,15.1,37.0
1,4257,P3429051,K9752410368,82,15.1,23.0
2,2804,P3429051,F2475318906,83,9.5,25.0
1,4257,O5829164,O8461092537,84,15.1,40.0
1,4257,O5829164,T8431502697,85,15.1,24.0
1,4257,M9710543,W0425361897,86,15.1,54.0
1,4257,M9710543,W0425361897,87,9.5,16.0
1,4257,M9710543,W9712603548,88,9.5,13.0
1,4257,M9710543,H6912873054,89,9.5,23.0
1,4257,M9710543,W0149362758,90,9.5,36.0
1,4257,M9710543,H0125936478,91,15.1,34.0
1,4257,V5486729,H1054872396,92,15.1,34.0
3,4257,V5486729,F6039815427,93,15.1,34.0
3,4257,V5486729,F6039815427,94,9.5,25.0
3,4257,V5486729,P4130985267,95,15.1,39.0
3,4257,V5486729,H6912873054,96,15.1,38.0
3,4257,V5486729,H6912873054,97,15.1,38.0
3,4257,V5486729,E1678253904,98,15.1,71.0
3,4257,V5486729,K7069514832,99,15.1,1.0
2,4257,V5486729,A7836490125,100,15.1,2.0
1,2804,V5486729,H0125936478,101,9.5,16.0
2,4257,V5486729,W9583147620,102,9.5,14.0
