day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,2804,M9710543,6,15.1,18.0,93,70,45.0
1,2804,M9710543,14,15.1,76.0,93,70,91.2
1,2804,M9710543,28,15.1,37.0,93,70,92.5
1,2804,M9710543,29,9.5,29.0,76,47,72.5
1,2804,M9710543,201,15.1,37.0,93,70,92.5
1,2804,M9710543,289,9.5,8.0,76,47,20.0
1,2804,V5486729,3,15.1,31.0,93,70,77.5
1,2804,V5486729,101,9.5,16.0,76,47,43.2
1,2804,V5486729,187,15.1,50.0,93,70,85.0
1,2804,X0461592,24,9.5,27.0,76,47,56.7
1,2804,Z2476813,1,15.1,44.0,93,70,92.4
1,4257,M9710543,86,15.1,54.0,93,70,91.8
1,4257,M9710543,87,9.5,16.0,76,47,27.2
1,4257,M9710543,88,9.5,13.0,76,47,22.099999999999998
1,4257,M9710543,89,9.5,23.0,76,47,55.199999999999996
1,4257,M9710543,90,9.5,36.0,76,47,75.60000000000001
1,4257,M9710543,91,15.1,34.0,93,70,91.80000000000001
1,4257,M9710543,165,15.1,38.0,93,70,79.8
1,4257,M9710543,247,15.1,54.0,93,70,91.8
1,4257,O5829164,5,15.1,62.0,93,70,93.0
1,4257,O5829164,31,9.5,29.0,76,47,60.900000000000006
1,4257,O5829164,84,15.1,40.0,93,70,92.0
1,4257,O5829164,85,15.1,24.0,93,70,24.0
1,4257,O5829164,149,15.1,34.0,93,70,91.80000000000001
1,4257,O5829164,159,15.1,84.0,93,70,92.4
1,4257,O5829164,160,9.5,33.0,76,47,75.89999999999999
1,4257,O5829164,162,15.1,32.0,93,70,92.8
1,4257,O5829164,164,15.1,44.0,93,70,92.4
1,4257,O5829164,217,9.5,9.0,76,47,24.3
1,4257,P3429051,37,9.5,23.0,76,47,69.0
1,4257,P3429051,41,9.5,26.0,76,47,67.60000000000001
1,4257,P3429051,42,9.5,38.0,76,47,49.4
1,4257,P3429051,81,15.1,37.0,93,70,92.5
1,4257,P3429051,82,15.1,23.0,93,70,39.1
1,4257,P3429051,283,15.1,29.0,93,70,78.30000000000001
1,4257,P3429051,288,9.5,11.0,76,47,14.3
1,4257,V5486729,92,15.1,34.0,93,70,91.80000000000001
1,4257,X0461592,46,9.5,31.0,76,47,65.10000000000001
1,4257,X0461592,76,15.1,33.0,93,70,89.10000000000001
1,4257,X0461592,140,15.1,37.0,93,70,92.5
1,4257,X0461592,143,9.5,36.0,76,47,43.199999999999996
1,4257,X0461592,284,9.5,23.0,76,47,57.5
1,4257,Z2476813,33,9.5,8.0,76,47,16.8
1,4257,Z2476813,79,9.5,5.0,76,47,13.5
1,4257,Z2476813,163,9.5,36.0,76,47,75.60000000000001
1,4257,Z2476813,275,15.1,32.0,93,70,92.8
2,2804,M9710543,2,15.1,44.0,93,70,92.4
2,2804,M9710543,34,9.5,30.0,76,47,75.0
2,2804,M9710543,262,9.5,38.0,76,47,45.6
2,2804,P3429051,10,15.1,4.0,93,70,10.0
2,2804,P3429051,77,9.5,29.0,76,47,72.5
2,2804,P3429051,83,9.5,25.0,76,47,52.5
2,2804,P3429051,200,15.1,37.0,93,70,92.5
2,2804,P3429051,223,15.1,44.0,93,70,92.4
2,2804,P3429051,224,15.1,44.0,93,70,92.4
2,2804,P3429051,241,9.5,57.0,76,47,68.39999999999999
2,2804,V5486729,4,15.1,37.0,93,70,92.5
2,2804,V5486729,15,9.5,49.0,76,47,53.900000000000006
2,2804,V5486729,107,15.1,68.0,93,70,81.6
2,2804,V5486729,155,9.5,11.0,76,47,13.2
2,2804,V5486729,173,15.1,37.0,93,70,92.5
2,2804,V5486729,264,15.1,37.0,93,70,92.5
2,2804,V5486729,276,15.1,32.0,93,70,80.0
2,2804,X0461592,7,15.1,1.0,93,70,2.5
2,2804,X0461592,16,9.5,46.0,76,47,69.0
2,2804,X0461592,25,9.5,50.0,76,47,75.0
2,2804,X0461592,139,15.1,37.0,93,70,92.5
2,2804,X0461592,172,15.1,75.0,93,70,90.0
2,2804,X0461592,263,15.1,37.0,93,70,92.5
2,2804,Z2476813,188,9.5,48.0,76,47,52.800000000000004
2,2804,Z2476813,259,9.5,39.0,76,47,46.8
2,4257,M9710543,32,15.1,37.0,93,70,92.5
2,4257,M9710543,115,9.5,24.0,76,47,60.0
2,4257,M9710543,123,15.1,32.0,93,70,92.8
2,4257,M9710543,124,9.5,19.0,76,47,55.1
2,4257,M9710543,153,9.5,25.0,76,47,62.5
