day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,1992,C8163974,1,7.4,40.0,85,52,60.0
1,1992,C8163974,8,7.4,36.0,85,52,72.0
1,1992,J0396487,2,15.0,79.0,119,80,118.5
1,1992,J0396487,6,7.4,37.0,85,52,74.0
1,1992,J0396487,272,7.4,26.0,85,52,57.2
1,1992,O1742850,95,6.1,23.0,52,35,50.6
1,1992,P3094517,12,7.4,19.0,85,52,28.5
1,1992,P5934102,5,7.4,40.0,85,52,80.0
1,1992,P5934102,13,15.0,54.0,119,80,118.80000000000001
1,4676,C0317654,274,15.0,66.0,119,80,118.8
1,4676,C0317654,451,15.0,47.0,119,80,117.5
1,4676,C0317654,452,15.0,16.0,119,80,40.0
1,4676,C0317654,477,15.0,49.0,119,80,98.0
1,4676,C0317654,487,7.4,43.0,85,52,77.4
1,4676,C1054638,160,15.0,67.0,119,80,113.89999999999999
1,4676,C1054638,161,15.0,42.0,119,80,117.6
1,4676,C2453108,44,7.4,29.0,85,52,81.19999999999999
1,4676,C8163974,530,6.1,10.0,52,35,25.0
1,4676,C8163974,535,6.1,6.0,52,35,15.0
1,4676,D2347810,97,15.0,45.0,119,80,117.0
1,4676,D2347810,98,7.4,32.0,85,52,83.2
1,4676,D2347810,99,6.1,18.0,52,35,46.800000000000004
1,4676,D2347810,100,15.0,42.0,119,80,117.6
1,4676,D2347810,104,15.0,12.0,119,80,20.4
1,4676,D2347810,517,7.4,25.0,85,52,70.0
1,4676,D8617492,16,15.0,47.0,119,80,117.5
1,4676,D8617492,141,15.0,36.0,119,80,100.8
1,4676,D8617492,528,6.1,18.0,52,35,30.599999999999998
1,4676,G3041968,26,15.0,33.0,119,80,95.7
1,4676,G3041968,505,6.1,34.0,52,35,37.400000000000006
1,4676,H3902571,22,7.4,34.0,85,52,57.8
1,4676,H3902571,24,15.0,47.0,119,80,117.5
1,4676,H3902571,31,15.0,42.0,119,80,117.6
1,4676,H3902571,48,6.1,2.0,52,35,5.0
1,4676,H3902571,93,6.1,26.0,52,35,46.800000000000004
1,4676,H3902571,178,7.4,22.0,85,52,55.0
1,4676,H3902571,271,6.1,6.0,52,35,16.799999999999997
1,4676,H3902571,480,15.0,47.0,119,80,117.5
1,4676,I9014368,33,7.4,30.0,85,52,75.0
1,4676,I9014368,384,7.4,30.0,85,52,54.0
1,4676,I9014368,524,7.4,20.0,85,52,56.0
1,4676,J0396487,25,15.0,25.0,119,80,32.5
1,4676,J0396487,34,15.0,41.0,119,80,102.5
1,4676,J0396487,35,6.1,20.0,52,35,50.0
1,4676,J0396487,40,7.4,72.0,85,52,79.2
1,4676,J0396487,293,15.0,66.0,119,80,118.8
1,4676,L3759460,292,15.0,70.0,119,80,119.0
1,4676,N3260481,176,15.0,31.0,119,80,86.8
1,4676,O1742850,92,15.0,59.0,119,80,118.0
1,4676,O1742850,155,6.1,19.0,52,35,47.5
1,4676,O7143086,101,15.0,42.0,119,80,117.6
1,4676,O7143086,102,7.4,30.0,85,52,84.0
1,4676,P3094517,17,15.0,59.0,119,80,118.0
1,4676,P3094517,18,15.0,57.0,119,80,114.0
1,4676,P3094517,19,15.0,40.0,119,80,100.0
1,4676,P3094517,20,15.0,16.0,119,80,32.0
1,4676,P3094517,108,15.0,95.0,119,80,104.50000000000001
1,4676,P3094517,177,7.4,25.0,85,52,60.0
1,4676,P3094517,510,7.4,31.0,85,52,77.5
1,4676,P5934102,21,7.4,32.0,85,52,80.0
1,4676,P5934102,23,15.0,66.0,119,80,118.8
1,4676,P5934102,287,7.4,60.0,85,52,78.0
1,4676,P5934102,297,6.1,13.0,52,35,36.4
1,4676,P5934102,299,15.0,2.0,119,80,5.8
1,4676,P5934102,523,6.1,20.0,52,35,34.0
1,4676,P5934102,527,6.1,18.0,52,35,45.0
1,4676,Q1746352,49,15.0,49.0,119,80,117.6
1,4676,Q1746352,96,7.4,43.0,85,52,77.4
1,4676,Q1746352,103,7.4,30.0,85,52,84.0
1,4676,Q1746352,143,7.4,35.0,85,52,70.0
1,4676,U2416879,50,6.1,21.0,52,35,50.4
1,4676,U2416879,51,6.1,12.0,52,35,30.0
1,4676,U2416879,52,7.4,30.0,85,52,75.0
1,4676,U2416879,53,15.0,42.0,119,80,117.6
1,4676,U2416879,54,6.1,18.0,52,35,50.4
1,4676,U2416879,55,15.0,42.0,119,80,117.6
1,4676,U2416879,56,15.0,91.0,119,80,118.3
1,4676,U2416879,57,15.0,66.0,119,80,118.8
1,4676,U2416879,58,15.0,34.0,119,80,98.6
1,4676,U2416879,59,7.4,38.0,85,52,64.6
1,4676,U2416879,60,15.0,8.0,119,80,22.4
1,4676,U2416879,150,7.4,31.0,85,52,77.5
1,4676,U2416879,167,15.0,42.0,119,80,117.6
1,4676,U2416879,168,6.1,14.0,52,35,39.199999999999996
1,4676,U2416879,499,6.1,38.0,52,35,49.4
1,4676,U2416879,500,7.4,38.0,85,52,68.4
1,4676,U2416879,506,7.4,34.0,85,52,85.0
1,4676,X6912754,74,15.0,82.0,119,80,90.2
1,4676,X6912754,115,15.0,47.0,119,80,117.5
1,4676,X6912754,116,15.0,40.0,119,80,100.0
2,1992,C2453108,9,6.1,32.0,52,35,48.0
2,1992,C2453108,15,6.1,9.0,52,35,19.8
2,1992,C8163974,10,6.1,22.0,52,35,48.400000000000006
2,1992,C8163974,169,15.0,54.0,119,80,118.80000000000001
2,1992,D8617492,529,6.1,11.0,52,35,24.200000000000003
2,1992,I9014368,170,7.4,53.0,85,52,79.5
2,1992,J0396487,387,6.1,27.0,52,35,40.5
2,1992,N3260481,365,15.0,43.0,119,80,94.60000000000001
2,1992,N3260481,485,7.4,44.0,85,52,66.0
2,1992,O1742850,3,15.0,54.0,119,80,118.80000000000001
2,1992,P3094517,302,15.0,54.0,119,80,118.80000000000001
2,1992,P5934102,489,15.0,42.0,119,80,92.4
2,1992,Q1746352,4,15.0,67.0,119,80,100.5
2,1992,Q1746352,11,6.1,15.0,52,35,30.0
2,1992,U2416879,388,7.4,24.0,85,52,52.800000000000004
2,1992,U2416879,470,15.0,54.0,119,80,118.80000000000001
2,4676,C0317654,194,15.0,91.0,119,80,118.3
2,4676,C0317654,277,15.0,47.0,119,80,117.5
2,4676,C0317654,283,15.0,36.0,119,80,90.0
2,4676,C0317654,306,15.0,91.0,119,80,118.3
2,4676,C0317654,396,6.1,11.0,52,35,19.8
2,4676,C1054638,409,15.0,47.0,119,80,117.5
2,4676,C1054638,410,15.0,47.0,119,80,117.5
2,4676,C1054638,411,15.0,24.0,119,80,60.0
2,4676,C2453108,151,7.4,31.0,85,52,62.0
2,4676,C2453108,154,7.4,22.0,85,52,63.8
2,4676,C2453108,183,15.0,42.0,119,80,117.6
2,4676,C2453108,216,6.1,47.0,52,35,51.7
2,4676,C2453108,224,15.0,41.0,119,80,118.89999999999999
2,4676,C2453108,225,7.4,40.0,85,52,72.0
2,4676,C2453108,232,6.1,23.0,52,35,43.699999999999996
2,4676,C2453108,244,15.0,47.0,119,80,117.5
2,4676,C2453108,245,15.0,45.0,119,80,112.5
2,4676,C2453108,262,15.0,42.0,119,80,117.6
2,4676,C2453108,331,15.0,66.0,119,80,118.8
2,4676,C2453108,370,15.0,42.0,119,80,117.6
2,4676,C2453108,407,15.0,99.0,119,80,118.8
2,4676,C2453108,408,15.0,20.0,119,80,24.0
2,4676,C2453108,432,15.0,79.0,119,80,118.5
2,4676,C2453108,464,15.0,59.0,119,80,118.0
2,4676,C2453108,467,15.0,56.0,119,80,112.0
