plant_code,product_code,produce_date,volume
6295,R8469257310,1,2
6295,R8469257310,2,2
6295,R8469257310,3,2
6295,E9316750284,1,2
6295,E9316750284,2,2
6295,E9316750284,3,2
6295,S6798105234,1,2
6295,S6798105234,2,2
6295,S6798105234,3,2
6295,A4936721805,1,2
6295,A4936721805,2,2
6295,A4936721805,3,2
6295,C6715043928,1,2
6295,C6715043928,2,2
6295,C6715043928,3,2
6295,Q9530462781,1,2
6295,Q9530462781,2,2
6295,Q9530462781,3,2
6295,F2684391570,1,2
6295,F2684391570,2,2
6295,F2684391570,3,2
6295,Q5904761382,1,2
6295,Q5904761382,2,2
6295,Q5904761382,3,2
6295,N4867053192,1,2
6295,N4867053192,2,2
6295,N4867053192,3,2
6295,J6145807392,1,2
6295,J6145807392,2,2
6295,J6145807392,3,2
6295,P9314628075,1,2
6295,P9314628075,2,2
6295,P9314628075,3,2
6295,R8962137504,1,2
6295,R8962137504,2,2
6295,R8962137504,3,2
6295,O2198703546,1,2
6295,O2198703546,2,2
6295,O2198703546,3,2
6295,N4310586792,1,2
6295,N4310586792,2,2
6295,N4310586792,3,2
6295,J0184762395,1,2
6295,J0184762395,2,2
6295,J0184762395,3,2
6295,C4896503712,1,2
6295,C4896503712,2,2
6295,C4896503712,3,2
6295,K5283976014,1,2
6295,K5283976014,2,2
6295,K5283976014,3,2
6295,C9340871256,1,2
6295,C9340871256,2,2
6295,C9340871256,3,2
6295,M1763908524,1,2
6295,M1763908524,2,2
6295,M1763908524,3,2
6295,D5932687104,1,2
6295,D5932687104,2,2
6295,D5932687104,3,2
6295,K2487130596,1,2
6295,K2487130596,2,2
6295,K2487130596,3,2
6295,Z2786145309,1,2
6295,Z2786145309,2,2
6295,Z2786145309,3,2
6295,K9615702483,1,2
6295,K9615702483,2,2
6295,K9615702483,3,2
6295,V5037194628,1,2
6295,V5037194628,2,2
6295,V5037194628,3,2
6295,J0713956842,1,2
6295,J0713956842,2,2
6295,J0713956842,3,2
6295,W2346159780,1,2
6295,W2346159780,2,2
6295,W2346159780,3,2
6295,I7954203618,1,2
6295,I7954203618,2,2
6295,I7954203618,3,2
6295,B0694531782,1,2
6295,B0694531782,2,2
6295,B0694531782,3,2
6295,K4579231068,1,2
6295,K4579231068,2,2
6295,K4579231068,3,2
6295,L2081937456,1,2
6295,L2081937456,2,2
6295,L2081937456,3,2
6295,H0762495183,1,2
6295,H0762495183,2,2
6295,H0762495183,3,2
6295,W0435276819,1,2
6295,W0435276819,2,2
6295,W0435276819,3,2
6295,I7913280546,1,2
6295,I7913280546,2,2
6295,I7913280546,3,2
6295,A4537268910,1,2
6295,A4537268910,2,2
6295,A4537268910,3,2
6295,M4205398176,1,2
6295,M4205398176,2,2
6295,M4205398176,3,2
6295,U7142950386,1,2
6295,U7142950386,2,2
6295,U7142950386,3,2
6295,U2695783410,1,2
6295,U2695783410,2,2
6295,U2695783410,3,2
6295,O2384609715,1,2
6295,O2384609715,2,2
6295,O2384609715,3,2
6295,J7619035428,1,2
6295,J7619035428,2,2
6295,J7619035428,3,2
6295,N8610234975,1,2
6295,N8610234975,2,2
6295,N8610234975,3,2
6295,N1876325904,1,2
6295,N1876325904,2,2
6295,N1876325904,3,2
6295,R2495716308,1,2
6295,R2495716308,2,2
6295,R2495716308,3,2
6295,S4796513208,1,2
6295,S4796513208,2,2
6295,S4796513208,3,2
6295,N6781023594,1,2
6295,N6781023594,2,2
6295,N6781023594,3,2
6295,X4916807523,1,2
6295,X4916807523,2,2
6295,X4916807523,3,2
6295,D8534917620,1,2
6295,D8534917620,2,2
