day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,1616,J4970165,176,15.2,11.0,167,86,22.0
1,1616,Q5721930,63,16.1,75.0,173,123,172.5
1,1616,Q5721930,84,16.1,59.0,173,123,171.1
1,1616,Q5721930,85,15.2,1.0,167,86,2.9
1,1616,Q5721930,86,16.1,19.0,173,123,43.699999999999996
1,1616,Q5721930,158,15.2,10.0,167,86,20.0
1,5476,I3485920,79,15.2,39.0,167,86,105.30000000000001
1,5476,I3485920,157,15.2,11.0,167,86,15.399999999999999
1,5476,J4970165,1,15.2,56.0,167,86,162.4
1,5476,J4970165,4,16.1,25.0,173,123,70.0
1,5476,J4970165,87,15.2,96.0,167,86,144.0
1,5476,J4970165,88,16.1,61.0,173,123,170.79999999999998
1,5476,Q5721930,2,15.2,32.0,167,86,96.0
1,5476,Z8913462,24,16.1,69.0,173,123,172.5
1,5476,Z8913462,50,15.2,56.0,167,86,112.0
1,5476,Z8913462,130,15.2,62.0,167,86,124.0
1,5476,Z8913462,173,15.2,30.0,167,86,69.0
1,5476,Z8913462,178,15.2,2.0,167,86,3.0
1,8993,I3485920,5,16.1,33.0,173,123,42.9
1,8993,I3485920,8,16.1,38.0,173,123,53.199999999999996
1,8993,J4970165,67,16.1,17.0,173,123,45.900000000000006
1,8993,J4970165,78,15.2,107.0,167,86,139.1
1,8993,J4970165,155,15.2,44.0,167,86,61.599999999999994
1,8993,Q5721930,145,15.2,15.0,167,86,25.5
1,8993,Q5721930,154,15.2,57.0,167,86,108.3
1,8993,Z8913462,52,15.2,40.0,167,86,88.0
2,1616,I3485920,141,15.2,31.0,167,86,89.89999999999999
2,1616,J4970165,167,15.2,60.0,167,86,66.0
2,1616,J4970165,168,16.1,59.0,173,123,171.1
2,1616,Q5721930,61,15.2,69.0,167,86,151.8
2,1616,Q5721930,62,16.1,40.0,173,123,44.0
2,5476,I3485920,7,15.2,68.0,167,86,102.0
2,5476,I3485920,19,15.2,53.0,167,86,121.89999999999999
2,5476,I3485920,58,16.1,61.0,173,123,170.79999999999998
2,5476,I3485920,59,16.1,21.0,173,123,58.8
2,5476,I3485920,174,15.2,28.0,167,86,70.0
2,5476,J4970165,10,16.1,86.0,173,123,172.0
2,5476,J4970165,20,15.2,32.0,167,86,89.6
2,5476,J4970165,47,15.2,52.0,167,86,130.0
2,5476,J4970165,81,15.2,49.0,167,86,93.1
2,5476,J4970165,83,15.2,12.0,167,86,31.200000000000003
2,5476,Q5721930,15,16.1,86.0,173,123,172.0
2,5476,Q5721930,29,15.2,59.0,167,86,153.4
2,5476,Q5721930,109,15.2,31.0,167,86,86.8
2,5476,Q5721930,136,15.2,39.0,167,86,109.19999999999999
2,5476,Q5721930,139,15.2,31.0,167,86,77.5
2,5476,Q5721930,146,15.2,13.0,167,86,29.9
2,5476,Q5721930,148,15.2,1.0,167,86,2.0
2,5476,Q5721930,172,15.2,31.0,167,86,77.5
2,5476,U2316840,170,15.2,45.0,167,86,125.99999999999999
2,5476,Z8913462,23,15.2,50.0,167,86,95.0
2,5476,Z8913462,55,15.2,6.0,167,86,16.799999999999997
2,5476,Z8913462,138,15.2,36.0,167,86,108.0
2,5476,Z8913462,151,15.2,88.0,167,86,132.0
2,5476,Z8913462,152,15.2,67.0,167,86,154.1
2,8993,I3485920,6,16.1,40.0,173,123,52.0
2,8993,I3485920,17,15.2,76.0,167,86,144.4
2,8993,I3485920,21,15.2,18.0,167,86,25.2
2,8993,I3485920,48,15.2,85.0,167,86,127.5
2,8993,I3485920,73,15.2,61.0,167,86,164.70000000000002
2,8993,I3485920,76,15.2,38.0,167,86,60.800000000000004
2,8993,I3485920,82,15.2,35.0,167,86,94.5
2,8993,I3485920,140,15.2,31.0,167,86,43.4
2,8993,I3485920,153,16.1,61.0,173,123,170.79999999999998
2,8993,J4970165,40,16.1,59.0,173,123,171.1
2,8993,J4970165,43,15.2,47.0,167,86,89.3
2,8993,J4970165,45,15.2,42.0,167,86,88.2
2,8993,J4970165,113,15.2,115.0,167,86,138.0
2,8993,J4970165,129,15.2,65.0,167,86,110.5
2,8993,J4970165,133,15.2,44.0,167,86,92.4
2,8993,J4970165,156,15.2,30.0,167,86,75.0
