day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,7755,N5876310,D8324607159,1,15.8,10.0,1.0,129,86,10.0
1,7755,N5876310,E9438561702,1,15.8,11.0,1.5,129,86,16.5
1,7755,N5876310,Y5126430897,1,15.8,10.0,1.4,129,86,14.0
1,7755,N5876310,A6317842095,1,15.8,13.0,1.3,129,86,16.900000000000002
1,7755,N5876310,Y4592368107,1,15.8,19.0,1.0,129,86,19.0
1,7755,N5876310,I7346120958,1,15.8,10.0,1.4,129,86,14.0
1,7755,N5876310,Z4205369817,1,15.8,10.0,1.3,129,86,13.0
1,7755,N5876310,B3517840926,1,15.8,18.0,1.4,129,86,25.2
1,4879,O3254918,D8324607159,2,15.8,14.0,1.0,129,86,14.0
1,4879,O3254918,A6317842095,2,15.8,10.0,1.3,129,86,13.0
1,4879,O3254918,Y4592368107,2,15.8,20.0,1.0,129,86,20.0
1,4879,O3254918,I7346120958,2,15.8,4.0,1.4,129,86,5.6
1,4879,O3254918,O3645018792,2,15.8,24.0,1.3,129,86,31.200000000000003
1,4879,O3254918,B3517840926,2,15.8,6.0,1.4,129,86,8.399999999999999
1,4879,O3254918,Z8120794356,2,15.8,13.0,1.3,129,86,16.900000000000002
1,4879,O3254918,W6102953478,2,15.8,13.0,1.4,129,86,18.2
1,7755,C6214083,D8324607159,3,7.7,16.0,1.0,89,52,16.0
1,7755,C6214083,I7346120958,3,7.7,16.0,1.4,89,52,22.4
1,7755,C6214083,B3517840926,3,7.7,12.0,1.4,89,52,16.799999999999997
1,7755,C6214083,Y5126430897,3,7.7,9.0,1.4,89,52,12.6
1,7755,C6214083,Z4205369817,3,7.7,15.0,1.3,89,52,19.5
1,4879,S2514087,D8324607159,4,15.8,6.0,1.0,129,86,6.0
1,4879,S2514087,E9438561702,4,15.8,2.0,1.5,129,86,3.0
1,4879,S2514087,A6317842095,4,15.8,14.0,1.3,129,86,18.2
1,4879,S2514087,Y4592368107,4,15.8,19.0,1.0,129,86,19.0
1,4879,S2514087,I7346120958,4,15.8,1.0,1.4,129,86,1.4
1,4879,S2514087,O3645018792,4,15.8,16.0,1.3,129,86,20.8
1,4879,S2514087,Z4205369817,4,15.8,21.0,1.3,129,86,27.3
1,4879,S2514087,B3517840926,4,15.8,13.0,1.4,129,86,18.2
1,4879,S2514087,Z8120794356,4,15.8,11.0,1.3,129,86,14.3
1,4879,G4239075,D8324607159,5,15.8,15.0,1.0,129,86,15.0
1,4879,G4239075,A6317842095,5,15.8,15.0,1.3,129,86,19.5
1,4879,G4239075,I7346120958,5,15.8,18.0,1.4,129,86,25.2
1,4879,G4239075,O3645018792,5,15.8,4.0,1.3,129,86,5.2
1,4879,G4239075,Z4205369817,5,15.8,7.0,1.3,129,86,9.1
1,4879,G4239075,B3517840926,5,15.8,19.0,1.4,129,86,26.6
1,4879,G4239075,Z8120794356,5,15.8,9.0,1.3,129,86,11.7
1,4879,G4239075,W6102953478,5,15.8,8.0,1.4,129,86,11.2
1,4879,G4239075,Z8603791452,5,15.8,3.0,1.8,129,86,5.4
1,4879,R9210468,D8324607159,6,15.8,14.0,1.0,129,86,14.0
1,4879,R9210468,E9438561702,6,15.8,19.0,1.5,129,86,28.5
1,4879,R9210468,Y4592368107,6,15.8,7.0,1.0,129,86,7.0
1,4879,R9210468,O3645018792,6,15.8,20.0,1.3,129,86,26.0
1,4879,R9210468,Z4205369817,6,15.8,13.0,1.3,129,86,16.900000000000002
1,4879,R9210468,Z8120794356,6,15.8,8.0,1.3,129,86,10.4
