plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
4879,2,O3254918,1,15.8,4.0,129,86,4.0
4879,4,R9210468,1,6.5,16.0,61,46,16.0
4879,6,S2514087,1,7.7,12.0,89,52,12.0
7755,1,N5876310,1,15.8,10.0,129,86,10.0
7755,3,N5876310,1,6.5,7.0,61,46,7.0
7755,5,C6214083,1,7.7,15.0,89,52,15.0
7755,7,R9210468,1,15.8,10.0,129,86,10.0
4879,2,O3254918,1,15.8,10.0,129,86,13.0
4879,4,R9210468,1,6.5,15.0,61,46,15.0
4879,6,S2514087,1,7.7,7.0,89,52,9.1
7755,1,N5876310,1,15.8,11.0,129,86,16.5
7755,3,N5876310,1,6.5,6.0,61,46,7.800000000000001
7755,5,C6214083,1,7.7,15.0,89,52,21.0
7755,7,R9210468,1,15.8,11.0,129,86,16.5
4879,2,O3254918,1,15.8,12.0,129,86,12.0
4879,4,R9210468,1,6.5,11.0,61,46,14.3
4879,6,S2514087,1,7.7,16.0,89,52,16.0
7755,1,N5876310,1,15.8,10.0,129,86,14.0
7755,3,N5876310,1,6.5,18.0,61,46,18.0
7755,5,C6214083,1,7.7,10.0,89,52,14.0
7755,7,R9210468,1,15.8,5.0,129,86,7.0
4879,2,O3254918,1,15.8,18.0,129,86,25.2
4879,4,R9210468,1,6.5,12.0,61,46,15.6
4879,6,S2514087,1,7.7,20.0,89,52,26.0
7755,1,N5876310,1,15.8,13.0,129,86,16.900000000000002
7755,3,N5876310,1,6.5,12.0,61,46,15.6
7755,5,C6214083,1,7.7,13.0,89,52,18.2
7755,7,R9210468,1,15.8,7.0,129,86,7.0
4879,2,O3254918,1,15.8,5.0,129,86,6.5
4879,4,L9703486,2,15.8,17.0,129,86,17.0
4879,6,S2514087,1,7.7,9.0,89,52,11.7
7755,1,N5876310,1,15.8,19.0,129,86,19.0
7755,3,N5876310,1,6.5,9.0,61,46,12.6
7755,5,C6214083,1,7.7,16.0,89,52,20.8
7755,7,R9210468,1,15.8,18.0,129,86,23.4
4879,2,O3254918,1,15.8,16.0,129,86,22.4
4879,3,N5876310,2,15.8,9.0,129,86,9.0
4879,4,L9703486,2,15.8,14.0,129,86,18.2
4879,5,S2514087,2,16.6,14.0,131,96,14.0
4879,6,S2514087,1,7.7,1.0,89,52,1.4
7755,1,N5876310,1,15.8,10.0,129,86,14.0
7755,7,R9210468,1,15.8,11.0,129,86,15.4
4879,2,O3254918,1,15.8,22.0,129,86,28.6
4879,3,N5876310,2,15.8,15.0,129,86,22.5
4879,4,L9703486,2,15.8,6.0,129,86,8.399999999999999
4879,5,S2514087,2,16.6,9.0,131,96,13.5
4879,6,S2514087,1,7.7,9.0,89,52,11.7
7755,1,N5876310,1,15.8,10.0,129,86,13.0
7755,7,R9210468,1,15.8,13.0,129,86,23.4
4879,2,O3254918,1,15.8,9.0,129,86,12.6
4879,3,N5876310,2,15.8,6.0,129,86,7.800000000000001
4879,4,L9703486,2,15.8,23.0,129,86,29.9
4879,5,S2514087,2,16.6,15.0,131,96,19.5
4879,6,N5876310,2,15.8,19.0,129,86,19.0
7755,1,N5876310,1,15.8,18.0,129,86,25.2
7755,7,R9210468,1,15.8,14.0,129,86,25.2
4879,1,O3254918,2,15.8,14.0,129,86,14.0
4879,2,O3254918,1,15.8,2.0,129,86,3.6
4879,3,N5876310,2,15.8,14.0,129,86,14.0
4879,4,L9703486,2,15.8,11.0,129,86,14.3
4879,5,S2514087,2,16.6,9.0,131,96,9.0
4879,6,N5876310,2,15.8,8.0,129,86,10.4
7755,7,G4239075,2,6.5,8.0,61,46,8.0
4879,1,O3254918,2,15.8,10.0,129,86,13.0
4879,2,S2514087,2,16.6,14.0,131,96,14.0
4879,3,N5876310,2,15.8,8.0,129,86,11.2
4879,4,L9703486,2,15.8,14.0,129,86,18.2
4879,5,S2514087,2,16.6,16.0,131,96,22.4
4879,6,N5876310,2,15.8,16.0,129,86,16.0
7755,7,G4239075,2,6.5,5.0,61,46,6.5
4879,1,O3254918,2,15.8,20.0,129,86,20.0
4879,2,S2514087,2,16.6,11.0,131,96,16.5
4879,3,N5876310,2,15.8,12.0,129,86,15.6
4879,4,L9703486,2,15.8,16.0,129,86,22.4
4879,5,S2514087,2,16.6,7.0,131,96,9.1
4879,6,N5876310,2,15.8,1.0,129,86,1.4
7755,7,G4239075,2,6.5,14.0,61,46,18.2
