plant_code,product_code,day,volume
7755,T6702938514,7,-0.0
4879,X6730214859,7,3.0
4879,M7241093856,7,0.0
7755,A6317842095,7,0.0
7755,S0625987341,7,0.0
4879,W6102953478,7,0.0
4879,F1279056384,7,0.0
4879,F2897105643,7,0.0
7755,L7014562398,7,0.0
7755,I7346120958,7,4.0
7755,T7031658492,7,19.0
4879,M1297634580,7,3.0
4879,T6702938514,7,0.0
7755,B3517840926,7,0.0
7755,X4938210675,7,0.0
4879,B1658740329,7,18.0
7755,E7816530492,7,0.0
4879,E7816530492,7,0.0
4879,Z8603791452,7,0.0
4879,D4671920583,7,-0.0
4879,A6317842095,7,0.0
7755,N4620391875,7,-0.0
4879,L7014562398,7,0.0
4879,E9438561702,7,0.0
7755,F5643870912,7,-0.0
7755,S7051293846,7,0.0
4879,Z8120794356,7,-0.0
7755,D8324607159,7,0.0
7755,B9408326157,7,0.0
4879,I7346120958,7,0.0
4879,Z4205369817,7,0.0
4879,Y3712450986,7,0.0
7755,J6251937048,7,0.0
4879,O3645018792,7,0.0
7755,Y5126430897,7,0.0
7755,Y4592368107,7,-0.0
7755,W6102953478,7,0.0
4879,S0625987341,7,0.0
4879,T7031658492,7,0.0
7755,F2897105643,7,-0.0
4879,B9408326157,7,0.0
4879,H9385702146,7,0.0
4879,X4938210675,7,0.0
4879,B3517840926,7,0.0
4879,M9108357246,7,0.0
4879,I6394170285,7,-0.0
4879,N4620391875,7,0.0
7755,Z8603791452,7,6.0
4879,F5643870912,7,0.0
4879,J9563847012,7,0.0
7755,B1658740329,7,10.0
4879,S7051293846,7,5.0
7755,E9438561702,7,0.0
7755,H9385702146,7,4.0
4879,D8324607159,7,0.0
4879,Y4592368107,7,0.0
7755,G0714983652,7,-0.0
7755,D4671920583,7,-0.0
7755,Z4205369817,7,0.0
7755,C9613720584,7,21.0
7755,M1297634580,7,0.0
4879,J6251937048,7,0.0
4879,C9613720584,7,-0.0
