client_code,product_code,day,volume
N5876310,O3645018792,7,0
G4239075,O3645018792,7,1
L9703486,I6394170285,7,3
N5876310,S7051293846,7,0
G4239075,G0714983652,7,0
L9703486,Y5126430897,7,0
O3254918,O3645018792,7,8
N5876310,B9408326157,7,7
O3254918,F2897105643,7,7
L9703486,X4938210675,7,0
C6214083,X4938210675,7,3
S2514087,B9408326157,7,4
L9703486,E9438561702,7,3
N5876310,F2897105643,7,0
S2514087,Y3712450986,7,11
R9210468,X4938210675,7,0
N5876310,E9438561702,7,1
G4239075,Y5126430897,7,11
N5876310,S0625987341,7,0
O3254918,M1297634580,7,0
O3254918,B1658740329,7,0
G4239075,I6394170285,7,8
S2514087,J9563847012,7,1
O3254918,Y3712450986,7,1
S2514087,T6702938514,7,2
L9703486,Z8603791452,7,0
G4239075,X4938210675,7,0
N5876310,X4938210675,7,0
L9703486,N4620391875,7,0
C6214083,I7346120958,7,0
S2514087,Y4592368107,7,12
N5876310,Y5126430897,7,0
C6214083,F2897105643,7,8
S2514087,F2897105643,7,7
G4239075,Y3712450986,7,1
S2514087,H9385702146,7,2
G4239075,C9613720584,7,11
N5876310,Z8120794356,7,0
L9703486,A6317842095,7,6
C6214083,T7031658492,7,0
G4239075,I7346120958,7,0
R9210468,J9563847012,7,4
N5876310,J9563847012,7,0
R9210468,B1658740329,7,0
R9210468,D4671920583,7,3
S2514087,D8324607159,7,18
G4239075,M9108357246,7,0
R9210468,M7241093856,7,0
N5876310,E7816530492,7,1
C6214083,Y3712450986,7,0
S2514087,G0714983652,7,0
L9703486,I7346120958,7,0
G4239075,T7031658492,7,0
R9210468,D8324607159,7,10
G4239075,M7241093856,7,0
C6214083,Z8603791452,7,7
L9703486,W6102953478,7,0
N5876310,D8324607159,7,0
S2514087,S7051293846,7,1
O3254918,Y4592368107,7,9
O3254918,W6102953478,7,0
L9703486,B1658740329,7,0
S2514087,I7346120958,7,4
C6214083,S7051293846,7,0
N5876310,L7014562398,7,4
O3254918,Z8603791452,7,0
N5876310,F1279056384,7,6
R9210468,S0625987341,7,0
S2514087,D4671920583,7,7
L9703486,X6730214859,7,0
N5876310,M1297634580,7,0
N5876310,T7031658492,7,1
S2514087,J6251937048,7,0
R9210468,Y5126430897,7,10
S2514087,X6730214859,7,0
C6214083,M9108357246,7,10
O3254918,L7014562398,7,0
N5876310,X6730214859,7,0
L9703486,Y3712450986,7,0
S2514087,Z8120794356,7,2
G4239075,D8324607159,7,8
O3254918,M7241093856,7,0
G4239075,M1297634580,7,0
G4239075,H9385702146,7,0
C6214083,M7241093856,7,0
N5876310,Y4592368107,7,0
R9210468,Z4205369817,7,0
N5876310,Z4205369817,7,9
C6214083,F5643870912,7,5
S2514087,N4620391875,7,10
C6214083,B3517840926,7,5
N5876310,M9108357246,7,0
R9210468,F5643870912,7,2
L9703486,B3517840926,7,7
S2514087,T7031658492,7,0
N5876310,G0714983652,7,0
S2514087,Z4205369817,7,0
S2514087,Z8603791452,7,0
L9703486,O3645018792,7,12
C6214083,J6251937048,7,0
O3254918,B3517840926,7,2
S2514087,F5643870912,7,1
S2514087,M7241093856,7,0
O3254918,Y5126430897,7,0
N5876310,N4620391875,7,0
N5876310,B3517840926,7,11
C6214083,S0625987341,7,0
L9703486,S7051293846,7,8
S2514087,A6317842095,7,0
G4239075,W6102953478,7,1
N5876310,Z8603791452,7,0
L9703486,D8324607159,7,0
S2514087,L7014562398,7,0
S2514087,E7816530492,7,6
O3254918,C9613720584,7,0
O3254918,J9563847012,7,3
G4239075,A6317842095,7,10
G4239075,J6251937048,7,0
C6214083,M1297634580,7,0
S2514087,I6394170285,7,0
C6214083,Y5126430897,7,0
O3254918,X4938210675,7,3
S2514087,F1279056384,7,0
N5876310,T6702938514,7,3
S2514087,O3645018792,7,0
G4239075,L7014562398,7,7
R9210468,S7051293846,7,3
R9210468,E7816530492,7,0
S2514087,S0625987341,7,0
R9210468,O3645018792,7,0
G4239075,T6702938514,7,15
L9703486,H9385702146,7,0
R9210468,E9438561702,7,0
R9210468,L7014562398,7,0
C6214083,Z4205369817,7,0
R9210468,Y4592368107,7,0
G4239075,B3517840926,7,21
S2514087,B3517840926,7,2
R9210468,B9408326157,7,0
S2514087,M1297634580,7,0
O3254918,S7051293846,7,0
S2514087,Y5126430897,7,0
L9703486,L7014562398,7,0
O3254918,I6394170285,7,0
N5876310,D4671920583,7,0
R9210468,X6730214859,7,0
R9210468,M1297634580,7,0
C6214083,H9385702146,7,0
R9210468,H9385702146,7,0
N5876310,Y3712450986,7,0
L9703486,G0714983652,7,6
G4239075,Z4205369817,7,0
G4239075,F5643870912,7,0
R9210468,M9108357246,7,0
N5876310,A6317842095,7,1
L9703486,E7816530492,7,0
G4239075,F1279056384,7,2
O3254918,S0625987341,7,0
L9703486,Z4205369817,7,0
G4239075,Z8120794356,7,0
S2514087,C9613720584,7,0
G4239075,S0625987341,7,0
C6214083,D8324607159,7,0
L9703486,Z8120794356,7,1
L9703486,M1297634580,7,0
L9703486,M9108357246,7,0
G4239075,N4620391875,7,0
R9210468,G0714983652,7,0
O3254918,T7031658492,7,2
G4239075,E7816530492,7,0
S2514087,M9108357246,7,0
O3254918,D8324607159,7,15
O3254918,A6317842095,7,4
G4239075,Z8603791452,7,0
O3254918,G0714983652,7,6
N5876310,B1658740329,7,3
O3254918,D4671920583,7,0
N5876310,H9385702146,7,0
C6214083,L7014562398,7,0
R9210468,Z8603791452,7,12
C6214083,I6394170285,7,1
O3254918,E7816530492,7,0
O3254918,Z8120794356,7,1
N5876310,F5643870912,7,0
O3254918,M9108357246,7,9
O3254918,H9385702146,7,0
C6214083,X6730214859,7,0
G4239075,B1658740329,7,0
L9703486,T7031658492,7,0
N5876310,I7346120958,7,0
O3254918,I7346120958,7,0
R9210468,W6102953478,7,11
G4239075,X6730214859,7,0
C6214083,O3645018792,7,1
G4239075,D4671920583,7,0
N5876310,J6251937048,7,7
S2514087,E9438561702,7,0
G4239075,S7051293846,7,0
R9210468,T7031658492,7,0
C6214083,E7816530492,7,0
N5876310,M7241093856,7,0
R9210468,F1279056384,7,2
L9703486,F1279056384,7,0
R9210468,N4620391875,7,6
R9210468,Y3712450986,7,0
L9703486,S0625987341,7,0
R9210468,Z8120794356,7,0
