plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
2079,1,Y4356178,1,8.1,5.0,91,50,9.5
2079,3,Y4356178,1,8.1,4.0,91,50,6.0
2079,6,R2549701,1,19.8,4.0,122,70,6.0
2079,7,Y4356178,1,19.8,12.0,122,70,18.0
7513,5,M6207851,1,8.1,14.0,91,50,21.0
7813,2,Y4356178,1,8.1,3.0,91,50,4.5
7813,4,M6207851,1,19.8,6.0,122,70,9.0
2079,1,Y4356178,1,8.1,7.0,91,50,11.2
2079,3,Y4356178,1,8.1,10.0,91,50,13.0
2079,6,R2549701,1,19.8,3.0,122,70,5.1
2079,7,Y4356178,1,19.8,10.0,122,70,13.0
7513,5,M6207851,1,8.1,4.0,91,50,6.4
7813,2,Y4356178,1,8.1,8.0,91,50,15.2
7813,4,M6207851,1,19.8,7.0,122,70,13.3
2079,1,Y4356178,1,8.1,2.0,91,50,3.6
2079,3,Y4356178,1,8.1,10.0,91,50,16.0
2079,6,R2549701,1,19.8,9.0,122,70,14.4
2079,7,Y4356178,1,19.8,9.0,122,70,14.4
7513,5,M6207851,1,8.1,5.0,91,50,6.5
7813,2,Y4356178,1,8.1,12.0,91,50,21.6
7813,4,M6207851,1,19.8,6.0,122,70,10.2
2079,1,Y4356178,1,8.1,7.0,91,50,8.4
2079,3,Y4356178,1,8.1,5.0,91,50,6.5
2079,6,R2549701,1,19.8,12.0,122,70,15.6
2079,7,Y4356178,1,19.8,5.0,122,70,9.0
7513,5,M6207851,1,8.1,9.0,91,50,11.7
7813,2,Y4356178,1,8.1,10.0,91,50,13.0
7813,4,M6207851,1,19.8,9.0,122,70,14.4
2079,1,Y4356178,1,8.1,16.0,91,50,33.6
2079,3,Y4356178,1,8.1,19.0,91,50,22.8
2079,6,R2549701,1,19.8,9.0,122,70,14.4
2079,7,Y4356178,1,19.8,7.0,122,70,9.1
7513,5,M6207851,1,8.1,9.0,91,50,12.6
7813,2,Y4356178,1,8.1,8.0,91,50,10.4
7813,4,M6207851,1,19.8,2.0,122,70,3.6
2079,1,Y4356178,1,8.1,13.0,91,50,24.7
2079,3,Y4356178,1,8.1,11.0,91,50,15.4
2079,6,R2549701,1,19.8,6.0,122,70,7.800000000000001
2079,7,Y4356178,1,19.8,18.0,122,70,21.6
7513,5,M6207851,1,8.1,3.0,91,50,3.9
7813,2,Y4356178,1,8.1,8.0,91,50,12.8
7813,4,M6207851,1,19.8,8.0,122,70,10.4
2079,1,R2549701,2,19.8,9.0,122,70,19.8
2079,3,Y4356178,1,8.1,1.0,91,50,1.3
2079,6,R2549701,1,19.8,15.0,122,70,18.0
2079,7,Y4356178,1,19.8,14.0,122,70,19.6
7513,5,M6207851,1,8.1,16.0,91,50,25.6
7813,2,Y4356178,1,8.1,10.0,91,50,12.0
7813,4,M6207851,1,19.8,6.0,122,70,7.800000000000001
2079,1,R2549701,2,19.8,5.0,122,70,10.5
2079,3,Y4356178,1,8.1,4.0,91,50,6.4
2079,6,R2549701,1,19.8,5.0,122,70,7.0
2079,7,Y4356178,1,19.8,11.0,122,70,14.3
7513,5,M6207851,1,8.1,2.0,91,50,2.4
7813,2,Y4356178,2,19.8,8.0,122,70,22.4
7813,4,M6207851,1,19.8,14.0,122,70,26.6
2079,1,R2549701,2,19.8,18.0,122,70,41.4
2079,3,Y4356178,1,8.1,2.0,91,50,2.4
2079,5,Y4356178,2,19.8,7.0,122,70,10.5
2079,6,R2549701,1,19.8,7.0,122,70,9.1
2079,7,Y4356178,1,19.8,1.0,122,70,1.6
7813,2,Y4356178,2,19.8,2.0,122,70,5.2
7813,4,M6207851,1,19.8,5.0,122,70,11.5
2079,1,R2549701,2,19.8,10.0,122,70,23.0
2079,5,Y4356178,2,19.8,6.0,122,70,7.800000000000001
2079,6,R2549701,1,19.8,5.0,122,70,8.0
2079,7,Y4356178,1,19.8,1.0,122,70,1.2
7513,3,M6207851,2,19.8,19.0,122,70,28.5
7813,2,Y4356178,2,19.8,7.0,122,70,20.3
7813,4,M6207851,1,19.8,7.0,122,70,11.2
2079,1,R2549701,2,19.8,10.0,122,70,25.0
2079,5,Y4356178,2,19.8,13.0,122,70,20.8
2079,6,R2549701,1,19.8,13.0,122,70,15.6
2079,7,Y4356178,2,8.1,16.0,91,50,35.2
7513,3,M6207851,2,19.8,4.0,122,70,6.8
7813,2,Y4356178,2,19.8,2.0,122,70,5.4
7813,4,M6207851,1,19.8,2.0,122,70,2.4
2079,1,R2549701,2,19.8,1.0,122,70,2.3
2079,5,Y4356178,2,19.8,6.0,122,70,10.8
2079,7,Y4356178,2,8.1,15.0,91,50,31.5
7513,3,M6207851,2,19.8,12.0,122,70,19.200000000000003
7813,2,Y4356178,2,19.8,4.0,122,70,10.8
7813,4,M6207851,2,19.8,12.0,122,70,31.200000000000003
7813,6,M6207851,2,8.1,2.0,91,50,3.0
2079,5,Y4356178,2,19.8,5.0,122,70,6.5
2079,7,Y4356178,2,8.1,1.0,91,50,2.3
7513,3,M6207851,2,19.8,9.0,122,70,11.7
7813,1,Y4356178,3,8.1,1.0,91,50,2.6
7813,2,Y4356178,2,19.8,3.0,122,70,7.5
7813,4,M6207851,2,19.8,1.0,122,70,1.8
7813,6,M6207851,2,8.1,16.0,91,50,27.2
2079,5,Y4356178,2,19.8,4.0,122,70,4.8
2079,7,Y4356178,2,8.1,10.0,91,50,21.0
7513,3,M6207851,2,19.8,12.0,122,70,19.200000000000003
7813,1,Y4356178,3,8.1,11.0,91,50,27.5
7813,2,Y4356178,2,19.8,10.0,122,70,25.0
7813,4,M6207851,2,19.8,19.0,122,70,43.7
7813,6,M6207851,2,8.1,3.0,91,50,4.800000000000001
2079,5,Y4356178,2,19.8,17.0,122,70,23.8
7513,3,M6207851,2,19.8,1.0,122,70,1.3
7513,7,Y4356178,3,8.1,15.0,91,50,40.5
7813,1,Y4356178,3,8.1,24.0,91,50,60.0
7813,2,Y4356178,2,19.8,6.0,122,70,13.8
7813,4,M6207851,2,19.8,15.0,122,70,37.5
7813,6,M6207851,2,8.1,9.0,91,50,16.2
2079,5,Y4356178,2,19.8,8.0,122,70,10.4
7513,1,M6207851,4,19.8,15.0,122,70,33.0
7513,3,M6207851,2,19.8,2.0,122,70,2.8
7513,7,Y4356178,3,8.1,6.0,91,50,15.0
7813,2,Y4356178,2,19.8,4.0,122,70,10.8
7813,4,M6207851,2,19.8,1.0,122,70,2.3
