plant_code,product_code,day,volume
2079,M3054962178,7,0.0
2079,Y7563894012,7,0.0
7813,C0851694723,7,0.0
7513,M3054962178,7,11.0
7513,M1986074253,7,2.0
7513,R3642951087,7,0.0
7813,P0389671425,7,8.0
7813,L3589264017,7,0.0
7813,E8213957640,7,0.0
7513,P0389671425,7,0.0
2079,U4689715230,7,0.0
7513,E2934861507,7,0.0
7813,M3054962178,7,0.0
7513,Z7231096548,7,14.0
2079,M1986074253,7,0.0
2079,S1059847632,7,0.0
7513,K6794530218,7,2.0
2079,T5426803971,7,0.0
7813,N6437920851,7,0.0
7513,G1490753268,7,0.0
2079,C6298410357,7,0.0
2079,C0851694723,7,0.0
7513,I8714052963,7,0.0
2079,H1690743582,7,0.0
2079,O3587921064,7,0.0
7513,N5473201869,7,1.0
7513,A5094712863,7,1.0
2079,A8632054917,7,6.0
7513,G5980314726,7,0.0
2079,K8329754016,7,0.0
7513,T5426803971,7,6.0
7513,A6095743182,7,12.0
2079,P0389671425,7,0.0
7513,L3589264017,7,0.0
7813,I7632418950,7,0.0
2079,K6794530218,7,0.0
7513,I7632418950,7,18.0
7813,A5094712863,7,0.0
7813,K6794530218,7,1.0
7813,G5980314726,7,0.0
7813,T5426803971,7,0.0
7813,A8632054917,7,0.0
7513,P0143687592,7,0.0
7813,R3642951087,7,0.0
7813,M1986074253,7,0.0
7513,C0851694723,7,10.0
2079,L3589264017,7,0.0
7813,U4689715230,7,10.0
2079,P0143687592,7,0.0
2079,E2934861507,7,0.0
7513,N6437920851,7,12.0
7513,B3270184965,7,0.0
2079,A5094712863,7,0.0
7813,H1690743582,7,0.0
7513,A8632054917,7,11.0
7813,X7256198034,7,0.0
2079,D4812597630,7,0.0
7813,Y7563894012,7,0.0
7513,U4689715230,7,2.0
7513,K8329754016,7,8.0
2079,D8392470516,7,3.0
2079,I8714052963,7,0.0
2079,R3642951087,7,3.0
2079,G5980314726,7,0.0
2079,L2197865304,7,2.0
7513,N1697250438,7,0.0
7813,N1697250438,7,0.0
7513,E8213957640,7,0.0
2079,N5473201869,7,0.0
7513,S1059847632,7,3.0
2079,Z7231096548,7,0.0
7513,C6298410357,7,0.0
2079,B3270184965,7,0.0
2079,E8213957640,7,0.0
2079,N6437920851,7,0.0
7813,L2197865304,7,0.0
7513,O3587921064,7,0.0
7813,O3587921064,7,0.0
2079,N1697250438,7,0.0
7513,D4812597630,7,0.0
7513,Y7563894012,7,0.0
7513,X7256198034,7,0.0
7513,L2197865304,7,0.0
2079,I7632418950,7,0.0
2079,G1490753268,7,0.0
7813,I8714052963,7,0.0
7513,H1690743582,7,7.0
2079,A6095743182,7,0.0
7813,E2934861507,7,0.0
2079,X7256198034,7,1.0
