day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
1,2079,Y4356178,A5094712863,1,8.1,5.0
1,2079,Y4356178,N5473201869,1,8.1,7.0
1,2079,Y4356178,L3589264017,1,8.1,2.0
1,2079,Y4356178,D8392470516,1,8.1,7.0
1,2079,Y4356178,P0143687592,1,8.1,16.0
1,2079,Y4356178,P0389671425,1,8.1,13.0
1,2079,R2549701,G1490753268,2,19.8,9.0
1,2079,R2549701,D4812597630,2,19.8,5.0
1,2079,R2549701,A6095743182,2,19.8,18.0
1,2079,R2549701,B3270184965,2,19.8,10.0
1,2079,R2549701,L2197865304,2,19.8,10.0
1,2079,R2549701,M3054962178,2,19.8,1.0
1,7813,Y4356178,E8213957640,3,8.1,1.0
1,7813,Y4356178,L2197865304,3,8.1,11.0
1,7813,Y4356178,I8714052963,3,8.1,24.0
1,7513,M6207851,G1490753268,4,19.8,15.0
1,7513,M6207851,D4812597630,4,19.8,2.0
1,7513,M6207851,A6095743182,4,19.8,17.0
1,7513,M6207851,P0143687592,4,19.8,15.0
1,7513,M6207851,M3054962178,4,19.8,6.0
1,2079,R2549701,X7256198034,5,8.1,1.0
1,2079,R2549701,K8329754016,5,8.1,13.0
1,2079,R2549701,C0851694723,5,8.1,24.0
1,7813,M6207851,I8714052963,6,8.1,11.0
1,7813,M6207851,N1697250438,6,8.1,23.0
1,7813,R2549701,Y7563894012,7,8.1,10.0
1,7813,R2549701,G5980314726,7,8.1,21.0
1,7513,Y4356178,E8213957640,8,19.8,27.0
1,7513,Y4356178,N1697250438,8,19.8,19.0
1,2079,M6207851,A8632054917,9,8.1,2.0
1,2079,M6207851,Y7563894012,9,8.1,14.0
1,2079,M6207851,G5980314726,9,8.1,9.0
1,2079,M6207851,I8714052963,9,8.1,1.0
1,2079,M6207851,C6298410357,9,8.1,6.0
1,2079,R2549701,A5094712863,10,8.1,1.0
1,2079,R2549701,M1986074253,10,8.1,15.0
1,2079,R2549701,T5426803971,10,8.1,3.0
1,2079,R2549701,B3270184965,10,8.1,10.0
1,2079,R2549701,Z7231096548,10,8.1,3.0
1,2079,R2549701,I8714052963,10,8.1,9.0
1,2079,R2549701,M3054962178,10,8.1,3.0
1,7813,Y4356178,A8632054917,11,8.1,13.0
1,7813,Y4356178,H1690743582,11,8.1,6.0
1,7813,Y4356178,O3587921064,11,8.1,24.0
1,2079,M6207851,A5094712863,12,19.8,8.0
1,2079,M6207851,E8213957640,12,19.8,1.0
1,2079,M6207851,M1986074253,12,19.8,19.0
1,2079,M6207851,B3270184965,12,19.8,8.0
1,2079,M6207851,N5473201869,12,19.8,9.0
1,2079,M6207851,D8392470516,12,19.8,12.0
1,2079,M6207851,Z7231096548,12,19.8,19.0
1,7513,Y4356178,E2934861507,13,19.8,16.0
1,7513,Y4356178,A6095743182,13,19.8,1.0
1,7513,Y4356178,S1059847632,13,19.8,21.0
1,7513,Y4356178,K8329754016,13,19.8,6.0
1,7513,Y4356178,T5426803971,13,19.8,9.0
1,7513,Y4356178,C6298410357,13,19.8,9.0
1,7513,Y4356178,P0143687592,13,19.8,2.0
1,7813,Y4356178,Y7563894012,14,19.8,16.0
1,7813,Y4356178,L2197865304,14,19.8,13.0
1,7813,Y4356178,U4689715230,14,19.8,18.0
1,7813,Y4356178,O3587921064,14,19.8,1.0
1,7513,Y4356178,G1490753268,15,8.1,14.0
1,7513,Y4356178,D4812597630,15,8.1,11.0
1,7513,Y4356178,A6095743182,15,8.1,14.0
1,7513,Y4356178,U4689715230,15,8.1,2.0
1,7513,M6207851,E2934861507,16,19.8,8.0
1,7513,M6207851,A8632054917,16,19.8,6.0
1,7513,M6207851,I7632418950,16,19.8,19.0
1,7513,M6207851,C0851694723,16,19.8,16.0
1,7513,M6207851,P0143687592,16,19.8,15.0
1,7813,M6207851,A8632054917,17,8.1,11.0
1,7813,M6207851,X7256198034,17,8.1,8.0
1,7813,M6207851,U4689715230,17,8.1,6.0
1,7813,M6207851,K6794530218,17,8.1,25.0
1,7813,Y4356178,G5980314726,18,19.8,16.0
1,7813,Y4356178,H1690743582,18,19.8,10.0
1,7813,Y4356178,I7632418950,18,19.8,21.0
1,7813,Y4356178,U4689715230,18,19.8,9.0
1,7813,M6207851,A8632054917,19,19.8,15.0
1,7813,M6207851,L3589264017,19,19.8,11.0
1,7813,M6207851,M3054962178,19,19.8,13.0
1,7813,M6207851,N6437920851,19,19.8,25.0
1,7513,R2549701,E2934861507,20,8.1,12.0
1,7513,R2549701,G1490753268,20,8.1,1.0
1,7513,R2549701,A6095743182,20,8.1,12.0
