product_code,standard_size
F2719460583,1.1
O2893546017,2.6
R0427513968,2.5
U6385017294,2.1
Q8574061932,2.8
S2693108547,1.6
V5239780416,1.9
G2185960743,2.4
R9160425873,2.7
X7160258394,2.5
X5361047289,2.7
W3192748560,1.2
U3468750291,2.2
L6824015397,2.3
E6035497281,1.1
V4830297165,2.4
C3802756194,2.9
B1659823047,2.9
O7054319862,2.4
Q7193648250,2.9
U7695234801,2.4
U7206143589,2.0
C8153024967,2.1
C4958326170,1.2
R9617523408,2.4
T5896072413,2.4
D2964831075,2.5
A9613285407,1.6
Q4259683107,1.4
T4095278316,2.6
Y9834712650,2.8
N7845631029,2.7
Q0758321964,1.8
E6052398174,2.5
H3056871249,2.3
H1986324570,2.6
O6143790285,2.8
S9234176805,2.4
E3675098214,3.0
F0479618325,1.9
H5381947026,1.5
U5946231078,2.6
P2479806531,1.5
