day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
2,8248,A6415329,R9183605724,1,9.6,52.0,1.6,84,48,83.2
2,8248,A6415329,R9183605724,2,9.6,52.0,1.6,84,48,83.2
2,8248,A6415329,R9183605724,3,9.6,15.0,1.6,84,48,24.0
1,8248,T1748369,R9183605724,4,9.6,52.0,1.6,84,48,83.2
1,8248,T1748369,R9183605724,5,9.6,52.0,1.6,84,48,83.2
1,8248,T1748369,R9183605724,6,9.6,15.0,1.6,84,48,24.0
3,8248,E3890175,R9183605724,7,9.6,52.0,1.6,84,48,83.2
3,8248,E3890175,R9183605724,8,9.6,52.0,1.6,84,48,83.2
3,8248,E3890175,R9183605724,9,9.6,3.0,1.6,84,48,4.800000000000001
3,8248,N2153986,O7146592083,10,9.6,44.0,1.9,84,48,83.6
3,8248,N2153986,O7146592083,11,9.6,44.0,1.9,84,48,83.6
3,8248,N2153986,O7146592083,12,9.6,26.0,1.9,84,48,49.4
2,8248,E3890175,W8275493016,13,9.6,64.0,1.3,84,48,83.2
2,8248,E3890175,W8275493016,14,9.6,55.0,1.3,84,48,71.5
3,8248,P6958320,W8275493016,15,9.6,64.0,1.3,84,48,83.2
3,8248,P6958320,W8275493016,16,9.6,50.0,1.3,84,48,65.0
2,8248,D4189230,R8376405219,17,9.6,28.0,2.9,84,48,81.2
2,8248,D4189230,R8376405219,18,9.6,28.0,2.9,84,48,81.2
2,8248,D4189230,R8376405219,19,9.6,28.0,2.9,84,48,81.2
2,8248,D4189230,R8376405219,20,9.6,28.0,2.9,84,48,81.2
2,8248,D4189230,R8376405219,21,9.6,7.0,2.9,84,48,20.3
3,8248,K9814275,R8376405219,22,9.6,28.0,2.9,84,48,81.2
3,8248,K9814275,R8376405219,23,9.6,28.0,2.9,84,48,81.2
3,8248,K9814275,R8376405219,24,9.6,28.0,2.9,84,48,81.2
3,8248,K9814275,R8376405219,25,9.6,28.0,2.9,84,48,81.2
3,8248,K9814275,R8376405219,26,9.6,5.0,2.9,84,48,14.5
3,8248,A6415329,T2510738946,27,9.6,70.0,1.2,84,48,84.0
3,8248,A6415329,T2510738946,28,9.6,44.0,1.2,84,48,52.8
1,8248,S0416398,O7146592083,29,9.6,44.0,1.9,84,48,83.6
