day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,8248,A2836901,121,9.6,44.0,84,48,83.6
1,8248,A2836901,122,9.6,44.0,84,48,83.6
1,8248,A2836901,123,9.6,10.0,84,48,19.0
1,8248,A2836901,126,9.6,52.0,84,48,83.2
1,8248,A2836901,127,9.6,46.0,84,48,73.60000000000001
1,8248,A2836901,440,9.6,31.0,84,48,83.7
1,8248,A2836901,441,9.6,31.0,84,48,83.7
1,8248,A2836901,442,9.6,31.0,84,48,83.7
1,8248,A2836901,443,9.6,4.0,84,48,10.8
1,8248,A2836901,528,9.6,44.0,84,48,83.6
1,8248,A2836901,529,9.6,19.0,84,48,36.1
1,8248,A2836901,634,9.6,76.0,84,48,83.60000000000001
1,8248,A2836901,635,9.6,1.0,84,48,1.1
1,8248,A2836901,691,9.6,42.0,84,48,84.0
1,8248,A2836901,692,9.6,41.0,84,48,82.0
1,8248,A2836901,985,9.6,28.0,84,48,81.2
1,8248,A2836901,986,9.6,28.0,84,48,81.2
1,8248,A2836901,987,9.6,6.0,84,48,17.4
1,8248,A6415329,293,9.6,52.0,84,48,83.2
1,8248,A6415329,294,9.6,40.0,84,48,64.0
1,8248,A6415329,530,9.6,33.0,84,48,82.5
1,8248,A6415329,531,9.6,33.0,84,48,82.5
1,8248,A6415329,532,9.6,27.0,84,48,67.5
1,8248,A6415329,885,9.6,46.0,84,48,82.8
1,8248,A6415329,886,9.6,33.0,84,48,59.4
1,8248,A6415329,918,9.6,30.0,84,48,84.0
1,8248,A6415329,919,9.6,30.0,84,48,84.0
1,8248,A6415329,920,9.6,6.0,84,48,16.799999999999997
1,8248,A6415329,981,9.6,32.0,84,48,83.2
1,8248,A6415329,982,9.6,14.0,84,48,36.4
1,8248,B1273849,94,9.6,64.0,84,48,83.2
1,8248,B1273849,95,9.6,53.0,84,48,68.9
1,8248,B1273849,203,9.6,32.0,84,48,83.2
1,8248,B1273849,204,9.6,32.0,84,48,83.2
1,8248,B1273849,205,9.6,27.0,84,48,70.2
1,8248,B1273849,282,9.6,28.0,84,48,81.2
1,8248,B1273849,283,9.6,28.0,84,48,81.2
1,8248,B1273849,284,9.6,28.0,84,48,81.2
1,8248,B1273849,285,9.6,28.0,84,48,81.2
1,8248,B1273849,286,9.6,6.0,84,48,17.4
1,8248,B1273849,411,9.6,42.0,84,48,84.0
1,8248,B1273849,412,9.6,42.0,84,48,84.0
1,8248,B1273849,413,9.6,18.0,84,48,36.0
1,8248,B1273849,685,9.6,36.0,84,48,82.8
1,8248,B1273849,686,9.6,36.0,84,48,82.8
1,8248,B1273849,687,9.6,14.0,84,48,32.199999999999996
1,8248,B1273849,936,9.6,28.0,84,48,81.2
1,8248,B1273849,937,9.6,28.0,84,48,81.2
1,8248,B1273849,938,9.6,19.0,84,48,55.1
1,8248,B1273849,979,9.6,28.0,84,48,81.2
1,8248,B1273849,980,9.6,15.0,84,48,43.5
1,8248,C4609581,1152,9.6,28.0,84,48,81.2
1,8248,C4609581,1153,9.6,5.0,84,48,14.5
1,8248,D3074691,96,9.6,64.0,84,48,83.2
1,8248,D3074691,97,9.6,53.0,84,48,68.9
1,8248,D3074691,758,9.6,28.0,84,48,81.2
1,8248,D3074691,759,9.6,28.0,84,48,81.2
1,8248,D3074691,760,9.6,28.0,84,48,81.2
1,8248,D3074691,761,9.6,10.0,84,48,29.0
1,8248,D4189230,229,9.6,31.0,84,48,83.7
1,8248,D4189230,230,9.6,31.0,84,48,83.7
1,8248,D4189230,231,9.6,31.0,84,48,83.7
1,8248,D4189230,232,9.6,14.0,84,48,37.800000000000004
1,8248,D4189230,233,9.6,56.0,84,48,84.0
1,8248,D4189230,234,9.6,49.0,84,48,73.5
1,8248,D4189230,272,9.6,64.0,84,48,83.2
1,8248,D4189230,273,9.6,34.0,84,48,44.2
1,8248,D4189230,636,9.6,28.0,84,48,81.2
1,8248,D4189230,637,9.6,28.0,84,48,81.2
1,8248,D4189230,638,9.6,28.0,84,48,81.2
1,8248,D4189230,639,9.6,9.0,84,48,26.099999999999998
1,8248,D4189230,828,9.6,30.0,84,48,84.0
1,8248,D4189230,829,9.6,30.0,84,48,84.0
1,8248,D4189230,830,9.6,15.0,84,48,42.0
1,8248,E3720981,278,9.6,28.0,84,48,81.2
1,8248,E3720981,279,9.6,28.0,84,48,81.2
1,8248,E3720981,280,9.6,28.0,84,48,81.2
1,8248,E3720981,281,9.6,22.0,84,48,63.8
1,8248,E3720981,563,9.6,56.0,84,48,84.0
1,8248,E3720981,564,9.6,29.0,84,48,43.5
1,8248,E3720981,957,9.6,46.0,84,48,82.8
1,8248,E3720981,958,9.6,25.0,84,48,45.0
1,8248,E3890175,52,9.6,44.0,84,48,83.6
1,8248,E3890175,53,9.6,44.0,84,48,83.6
1,8248,E3890175,54,9.6,27.0,84,48,51.3
1,8248,E3890175,308,9.6,32.0,84,48,83.2
1,8248,E3890175,309,9.6,32.0,84,48,83.2
1,8248,E3890175,310,9.6,32.0,84,48,83.2
1,8248,E3890175,311,9.6,16.0,84,48,41.6
1,8248,E3890175,346,9.6,31.0,84,48,83.7
1,8248,E3890175,347,9.6,31.0,84,48,83.7
1,8248,E3890175,348,9.6,31.0,84,48,83.7
1,8248,E3890175,349,9.6,7.0,84,48,18.900000000000002
1,8248,E3890175,366,9.6,31.0,84,48,83.7
1,8248,E3890175,367,9.6,31.0,84,48,83.7
1,8248,E3890175,368,9.6,31.0,84,48,83.7
1,8248,E3890175,369,9.6,9.0,84,48,24.3
1,8248,E3890175,548,9.6,60.0,84,48,84.0
