plant_code,product_code,volume
2799,X6908541723,81
2799,S1390465827,186
2799,Z0938154762,174
2799,F3562801497,147
2799,K2361504798,73
2799,Q5913280647,120
2799,D2593710684,155
2799,Z2560378419,201
2799,R8196432507,179
2799,P3452960871,215
2799,O2169750483,168
2799,F9731508624,102
2799,V2461059783,200
2799,Z3102457986,65
2799,A4072369815,182
2799,O5627014938,70
2799,X5436028719,219
2799,U8956210437,221
2799,H3025697841,182
2799,F9362581470,124
2799,Y7254806139,101
2799,G8517204639,181
2799,Z6824379501,127
2799,L4160578932,208
2799,L2637540189,173
2799,R7692835104,222
2799,A2157930648,94
2799,P5910672384,213
2799,K8506217394,92
2799,Q9156287304,236
2799,Z3180475296,142
2799,K0845697123,204
2799,X4235089671,84
2799,G1392806754,168
2799,W4075328691,131
2799,W5697401382,163
2799,U0195647328,165
2799,R0637158942,168
2799,L3578629401,116
2799,K2094687153,178
2799,B9218457306,92
2799,Y3824601957,145
2799,D5391028647,134
2799,O4308796512,195
2799,W3567802149,139
2799,W7013825964,140
2799,L0953642871,193
2799,D6894207135,96
2799,G5019628374,99
2799,P0593481267,124
2799,D2389045761,135
2799,O8406519327,95
2799,E5238149607,177
2799,W6830974251,136
2799,B5206937418,122
2799,B4782153096,98
2799,N7608941235,133
2799,Z4819573062,124
2799,Q9823645701,245
2799,T9062785341,108
2799,I4512367098,128
2799,A6401823957,124
2799,Z6495132807,118
2799,V1842960573,160
2799,R6137082594,152
2799,V8167432509,185
2799,I6459028713,128
2799,Y5092743168,98
2799,B8524610793,202
2799,Y0159428763,170
2799,U0326758941,131
2799,F4591786230,144
2799,O4173029856,171
2799,I9612047358,126
2799,A9712504836,162
2799,G1857064392,132
2799,H5491368072,184
2799,K4653087921,129
2799,I4351627089,210
2799,T7504963182,199
2799,U0837649125,109
2799,P0132987546,86
2799,I9871346025,228
2799,K3154706829,92
2799,M9106837452,174
2799,L9750184362,215
2799,B7405293816,136
7194,X6908541723,162
7194,S1390465827,130
7194,Z0938154762,229
7194,F3562801497,229
7194,K2361504798,172
7194,Q5913280647,141
7194,D2593710684,68
7194,Z2560378419,124
7194,R8196432507,103
7194,P3452960871,98
7194,O2169750483,170
7194,F9731508624,201
7194,V2461059783,169
7194,Z3102457986,140
7194,A4072369815,201
7194,O5627014938,141
7194,X5436028719,123
7194,U8956210437,211
7194,H3025697841,134
7194,F9362581470,154
7194,Y7254806139,92
7194,G8517204639,179
7194,Z6824379501,190
7194,L4160578932,209
7194,L2637540189,73
7194,R7692835104,195
7194,A2157930648,232
7194,P5910672384,87
7194,K8506217394,148
7194,Q9156287304,151
7194,Z3180475296,96
7194,K0845697123,196
7194,X4235089671,162
7194,G1392806754,131
7194,W4075328691,86
7194,W5697401382,125
7194,U0195647328,229
7194,R0637158942,141
7194,L3578629401,88
7194,K2094687153,89
7194,B9218457306,96
7194,Y3824601957,172
7194,D5391028647,106
7194,O4308796512,151
7194,W3567802149,176
7194,W7013825964,128
7194,L0953642871,79
7194,D6894207135,145
7194,G5019628374,95
7194,P0593481267,157
7194,D2389045761,172
7194,O8406519327,188
7194,E5238149607,166
7194,W6830974251,204
7194,B5206937418,60
7194,B4782153096,140
7194,N7608941235,208
7194,Z4819573062,76
7194,Q9823645701,121
7194,T9062785341,164
7194,I4512367098,142
7194,A6401823957,109
7194,Z6495132807,185
7194,V1842960573,168
7194,R6137082594,142
7194,V8167432509,68
7194,I6459028713,213
7194,Y5092743168,218
7194,B8524610793,123
7194,Y0159428763,114
7194,U0326758941,140
7194,F4591786230,127
7194,O4173029856,117
7194,I9612047358,76
7194,A9712504836,100
7194,G1857064392,203
7194,H5491368072,138
7194,K4653087921,206
7194,I4351627089,105
7194,T7504963182,219
7194,U0837649125,105
7194,P0132987546,111
7194,I9871346025,202
7194,K3154706829,214
7194,M9106837452,123
7194,L9750184362,241
7194,B7405293816,123
3985,X6908541723,79
3985,S1390465827,121
3985,Z0938154762,141
3985,F3562801497,152
3985,K2361504798,114
3985,Q5913280647,232
3985,D2593710684,129
3985,Z2560378419,152
3985,R8196432507,149
3985,P3452960871,210
3985,O2169750483,132
3985,F9731508624,238
3985,V2461059783,197
3985,Z3102457986,106
3985,A4072369815,141
3985,O5627014938,130
3985,X5436028719,203
3985,U8956210437,219
3985,H3025697841,209
3985,F9362581470,96
3985,Y7254806139,149
3985,G8517204639,161
3985,Z6824379501,200
3985,L4160578932,145
3985,L2637540189,88
3985,R7692835104,127
3985,A2157930648,189
3985,P5910672384,117
3985,K8506217394,190
3985,Q9156287304,122
3985,Z3180475296,201
3985,K0845697123,229
3985,X4235089671,202
3985,G1392806754,182
3985,W4075328691,170
3985,W5697401382,100
3985,U0195647328,98
3985,R0637158942,145
3985,L3578629401,131
3985,K2094687153,121
3985,B9218457306,132
3985,Y3824601957,145
3985,D5391028647,165
3985,O4308796512,196
3985,W3567802149,219
3985,W7013825964,94
3985,L0953642871,189
3985,D6894207135,160
3985,G5019628374,181
3985,P0593481267,140
3985,D2389045761,168
3985,O8406519327,100
3985,E5238149607,133
3985,W6830974251,90
3985,B5206937418,62
3985,B4782153096,92
3985,N7608941235,197
3985,Z4819573062,183
3985,Q9823645701,212
3985,T9062785341,142
3985,I4512367098,122
3985,A6401823957,186
3985,Z6495132807,205
3985,V1842960573,187
3985,R6137082594,94
3985,V8167432509,75
3985,I6459028713,148
3985,Y5092743168,115
3985,B8524610793,115
3985,Y0159428763,89
3985,U0326758941,155
3985,F4591786230,173
3985,O4173029856,198
3985,I9612047358,142
3985,A9712504836,166
3985,G1857064392,225
3985,H5491368072,148
3985,K4653087921,181
3985,I4351627089,109
3985,T7504963182,204
3985,U0837649125,125
3985,P0132987546,216
3985,I9871346025,106
3985,K3154706829,208
3985,M9106837452,171
3985,L9750184362,107
3985,B7405293816,124
5606,X6908541723,105
5606,S1390465827,200
5606,Z0938154762,154
5606,F3562801497,81
5606,K2361504798,79
5606,Q5913280647,195
5606,D2593710684,182
5606,Z2560378419,151
5606,R8196432507,104
5606,P3452960871,85
5606,O2169750483,198
5606,F9731508624,229
5606,V2461059783,119
5606,Z3102457986,111
5606,A4072369815,97
5606,O5627014938,116
5606,X5436028719,238
5606,U8956210437,218
5606,H3025697841,106
5606,F9362581470,194
5606,Y7254806139,97
5606,G8517204639,150
5606,Z6824379501,108
5606,L4160578932,196
5606,L2637540189,148
5606,R7692835104,107
5606,A2157930648,206
5606,P5910672384,97
5606,K8506217394,113
5606,Q9156287304,104
5606,Z3180475296,117
5606,K0845697123,207
5606,X4235089671,152
5606,G1392806754,135
5606,W4075328691,183
5606,W5697401382,213
5606,U0195647328,169
5606,R0637158942,221
5606,L3578629401,91
5606,K2094687153,136
5606,B9218457306,116
5606,Y3824601957,108
5606,D5391028647,190
5606,O4308796512,99
5606,W3567802149,225
5606,W7013825964,143
5606,L0953642871,125
5606,D6894207135,158
5606,G5019628374,74
5606,P0593481267,93
5606,D2389045761,89
5606,O8406519327,164
5606,E5238149607,150
5606,W6830974251,155
5606,B5206937418,94
5606,B4782153096,86
5606,N7608941235,101
5606,Z4819573062,178
5606,Q9823645701,84
5606,T9062785341,190
5606,I4512367098,187
5606,A6401823957,102
5606,Z6495132807,83
5606,V1842960573,218
5606,R6137082594,195
5606,V8167432509,194
5606,I6459028713,136
5606,Y5092743168,187
5606,B8524610793,143
