product_code,standard_size
X6908541723,1.8
S1390465827,2.0
Z0938154762,1.7
F3562801497,1.1
K2361504798,1.7
Q5913280647,1.3
D2593710684,2.0
Z2560378419,1.0
R8196432507,2.4
P3452960871,2.0
O2169750483,1.4
F9731508624,2.4
V2461059783,1.0
Z3102457986,1.6
A4072369815,2.0
O5627014938,1.9
X5436028719,1.0
U8956210437,2.4
H3025697841,1.4
F9362581470,1.6
Y7254806139,1.9
G8517204639,2.2
Z6824379501,1.6
L4160578932,2.4
L2637540189,2.2
R7692835104,2.7
A2157930648,1.4
P5910672384,1.6
K8506217394,2.2
Q9156287304,1.9
Z3180475296,2.9
K0845697123,2.3
X4235089671,2.4
G1392806754,1.0
W4075328691,2.5
W5697401382,2.5
U0195647328,1.0
R0637158942,2.0
L3578629401,2.8
K2094687153,2.3
B9218457306,1.8
Y3824601957,2.6
D5391028647,2.4
O4308796512,3.0
W3567802149,2.6
W7013825964,2.1
L0953642871,2.9
D6894207135,1.2
G5019628374,2.3
P0593481267,2.5
D2389045761,2.7
O8406519327,1.5
E5238149607,1.8
W6830974251,1.8
B5206937418,1.8
B4782153096,1.9
N7608941235,1.3
Z4819573062,1.5
Q9823645701,1.3
T9062785341,2.9
I4512367098,2.2
A6401823957,1.6
Z6495132807,1.2
V1842960573,1.8
R6137082594,2.4
V8167432509,1.4
I6459028713,2.5
Y5092743168,3.0
B8524610793,1.7
Y0159428763,2.8
U0326758941,2.0
F4591786230,2.2
O4173029856,1.1
I9612047358,1.8
A9712504836,1.6
G1857064392,1.8
H5491368072,2.1
K4653087921,2.5
I4351627089,2.5
T7504963182,2.4
U0837649125,1.3
P0132987546,2.5
I9871346025,1.7
K3154706829,2.1
M9106837452,3.0
L9750184362,2.7
B7405293816,2.8
