day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
1,7000,S6930478,H0258493671,1,13.1,23.0
1,7000,S6930478,C0876935421,1,13.1,21.0
1,7000,S6930478,C9735216804,1,13.1,16.0
1,7000,S6930478,S5314928067,1,13.1,2.0
1,7000,S6930478,U9847026135,1,13.1,19.0
1,8019,X5287163,C9735216804,2,7.5,9.0
1,8019,X5287163,C0876935421,2,7.5,9.0
1,8019,X5287163,F6520879413,2,7.5,24.0
1,8019,X5287163,B0549872613,2,7.5,7.0
1,8019,X5287163,X7183056924,2,7.5,16.0
1,7000,Q6847123,D7906548321,3,13.1,15.0
1,7000,Q6847123,C9735216804,3,13.1,11.0
1,7000,Q6847123,U5486371209,3,13.1,6.0
1,7000,Q6847123,C0876935421,3,13.1,14.0
1,7000,Q6847123,S5314928067,3,13.1,20.0
1,7000,Q6847123,F6520879413,3,13.1,9.0
1,7000,Q6847123,B0549872613,3,13.1,10.0
1,7000,Q6847123,X7183056924,3,13.1,16.0
1,1847,K0876149,S5314928067,4,13.1,6.0
1,1847,K0876149,C0876935421,4,13.1,6.0
1,1847,K0876149,B0549872613,4,13.1,14.0
1,1847,K0876149,C9735216804,4,13.1,23.0
1,1847,K0876149,F6520879413,4,13.1,10.0
1,1847,K0876149,U5486371209,4,13.1,15.0
1,1847,K0876149,D7906548321,4,13.1,11.0
1,1847,K0876149,X7183056924,4,13.1,16.0
1,1847,Y6128734,C0876935421,5,13.1,13.0
1,1847,Y6128734,V0673915482,5,13.1,11.0
1,1847,Y6128734,B0549872613,5,13.1,10.0
1,1847,Y6128734,S5314928067,5,13.1,5.0
1,1847,Y6128734,C9735216804,5,13.1,7.0
1,1847,Y6128734,F6520879413,5,13.1,18.0
1,1847,Y6128734,U9847026135,5,13.1,4.0
1,1847,Y6128734,D7906548321,5,13.1,14.0
1,1847,Y6128734,X7183056924,5,13.1,20.0
1,1847,M8254701,B0549872613,6,7.5,22.0
1,1847,M8254701,C9735216804,6,7.5,22.0
1,1847,M8254701,U5486371209,6,7.5,2.0
1,1847,M8254701,X7183056924,6,7.5,14.0
1,7000,Q6847123,O4601795283,7,13.1,18.0
1,7000,Q6847123,O0812639547,7,13.1,4.0
1,7000,Q6847123,H0258493671,7,13.1,25.0
1,7000,Q6847123,V0673915482,7,13.1,16.0
1,7000,Q6847123,U9847026135,7,13.1,6.0
1,8019,X5287163,O4601795283,8,13.1,28.0
1,8019,X5287163,U5486371209,8,13.1,1.0
1,8019,X5287163,O4901857623,8,13.1,1.0
1,8019,X5287163,H0258493671,8,13.1,17.0
1,8019,X5287163,V0673915482,8,13.1,17.0
1,8019,X5287163,U9847026135,8,13.1,6.0
1,7000,C6410728,B1830529674,9,13.1,9.0
1,7000,C6410728,K9051276843,9,13.1,12.0
1,7000,C6410728,P1384706529,9,13.1,17.0
1,7000,C6410728,O4901857623,9,13.1,17.0
1,8019,Y6128734,H8321506947,10,13.1,11.0
1,8019,Y6128734,B1830529674,10,13.1,7.0
1,8019,Y6128734,F6520879413,10,13.1,1.0
1,8019,Y6128734,O4901857623,10,13.1,18.0
1,8019,Y6128734,O0812639547,10,13.1,22.0
1,8019,K0876149,H0258493671,11,13.1,17.0
1,8019,K0876149,P1384706529,11,13.1,11.0
1,8019,K0876149,K9051276843,11,13.1,20.0
1,8019,K0876149,U9847026135,11,13.1,12.0
1,7000,C6410728,A2801497356,12,13.1,9.0
1,7000,C6410728,A0753921684,12,13.1,11.0
1,7000,C6410728,Y9207518643,12,13.1,11.0
1,7000,C6410728,U9847026135,12,13.1,10.0
1,7000,C6410728,H9365407281,12,13.1,9.0
1,7000,K0876149,H9365407281,13,13.1,4.0
1,7000,K0876149,A0753921684,13,13.1,12.0
1,7000,K0876149,Y9207518643,13,13.1,10.0
