plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1847,4,K8325067,1,13.1,10.0,129,95,17.0
7000,1,S6930478,1,13.1,23.0,129,95,43.7
7000,2,K8325067,1,7.5,13.0,75,47,15.6
7000,5,Y6128734,1,13.1,12.0,129,95,22.8
7000,6,M8254701,1,13.1,10.0,129,95,19.0
8019,3,X5287163,1,13.1,3.0,129,95,3.9
8019,7,Q6847123,1,7.5,22.0,75,47,28.6
1847,4,K8325067,1,13.1,15.0,129,95,18.0
7000,1,S6930478,1,13.1,21.0,129,95,27.3
7000,2,K8325067,1,7.5,15.0,75,47,19.5
7000,5,Y6128734,1,13.1,7.0,129,95,9.1
7000,6,M8254701,1,13.1,4.0,129,95,9.2
8019,3,X5287163,1,13.1,5.0,129,95,8.0
8019,7,Q6847123,1,7.5,15.0,75,47,19.5
1847,4,K8325067,1,13.1,12.0,129,95,25.200000000000003
7000,1,S6930478,1,13.1,16.0,129,95,20.8
7000,2,K8325067,1,7.5,19.0,75,47,28.5
7000,5,Y6128734,1,13.1,13.0,129,95,22.1
7000,6,M8254701,1,13.1,6.0,129,95,10.2
8019,3,X5287163,1,13.1,10.0,129,95,13.0
8019,7,Q6847123,1,7.5,10.0,75,47,10.0
1847,4,K8325067,1,13.1,11.0,129,95,14.3
7000,1,S6930478,1,13.1,2.0,129,95,3.0
7000,2,K8325067,1,7.5,9.0,75,47,10.8
7000,5,Y6128734,1,13.1,18.0,129,95,21.6
7000,6,M8254701,1,13.1,12.0,129,95,14.4
8019,3,X5287163,1,13.1,12.0,129,95,18.0
8019,7,Q6847123,1,7.5,10.0,75,47,12.0
1847,4,K8325067,1,13.1,11.0,129,95,16.5
7000,1,S6930478,1,13.1,19.0,129,95,34.2
7000,2,Y6128734,2,13.1,16.0,129,95,20.8
7000,5,Y6128734,1,13.1,6.0,129,95,9.0
7000,6,M8254701,1,13.1,4.0,129,95,9.6
8019,3,X5287163,1,13.1,16.0,129,95,27.2
8019,7,Q6847123,1,7.5,4.0,75,47,4.8
1847,4,K8325067,1,13.1,7.0,129,95,12.6
7000,2,Y6128734,2,13.1,8.0,129,95,13.6
7000,5,Y6128734,1,13.1,12.0,129,95,15.6
7000,6,M8254701,1,13.1,9.0,129,95,11.7
7000,7,M8254701,2,7.5,26.0,75,47,31.2
