plant_code,product_code,day,volume
8019,B0549872613,7,0.0
1847,C0876935421,7,0.0
7000,B0549872613,7,0.0
1847,C9735216804,7,0.0
1847,D7906548321,7,0.0
8019,U5486371209,7,-0.0
8019,X7183056924,7,0.0
8019,O0812639547,7,0.0
8019,U9847026135,7,0.0
1847,Y9207518643,7,0.0
7000,C0876935421,7,0.0
1847,H8321506947,7,-0.0
8019,K9051276843,7,0.0
8019,H0258493671,7,0.0
1847,F6520879413,7,0.0
7000,S5314928067,7,0.0
7000,H0258493671,7,0.0
8019,H9365407281,7,5.0
8019,A0753921684,7,0.0
8019,Y9207518643,7,0.0
8019,H8321506947,7,0.0
8019,C0876935421,7,0.0
7000,A0753921684,7,0.0
1847,V0673915482,7,0.0
1847,U5486371209,7,0.0
7000,B1830529674,7,-0.0
1847,U9847026135,7,0.0
7000,U9847026135,7,0.0
7000,P1384706529,7,0.0
8019,A2801497356,7,0.0
1847,B0549872613,7,-0.0
8019,V0673915482,7,0.0
8019,F6520879413,7,0.0
8019,S5314928067,7,0.0
7000,Y9207518643,7,-0.0
7000,K9051276843,7,0.0
8019,O4901857623,7,0.0
1847,O0812639547,7,0.0
1847,A2801497356,7,0.0
1847,O4160358972,7,0.0
7000,O4160358972,7,0.0
7000,V0673915482,7,-0.0
7000,F6520879413,7,-0.0
7000,X7183056924,7,0.0
1847,A0753921684,7,-0.0
8019,B1830529674,7,-0.0
8019,O4160358972,7,0.0
1847,O4901857623,7,0.0
1847,P1384706529,7,0.0
7000,H9365407281,7,0.0
7000,O4901857623,7,2.0
1847,O4601795283,7,0.0
7000,H8321506947,7,-0.0
8019,O4601795283,7,0.0
1847,X7183056924,7,0.0
8019,C9735216804,7,0.0
7000,O0812639547,7,0.0
7000,D7906548321,7,0.0
1847,H9365407281,7,7.0
1847,B1830529674,7,-0.0
7000,C9735216804,7,0.0
1847,S5314928067,7,0.0
8019,P1384706529,7,-0.0
1847,K9051276843,7,-0.0
7000,A2801497356,7,0.0
1847,H0258493671,7,0.0
7000,O4601795283,7,0.0
7000,U5486371209,7,0.0
