client_code,product_code,day,volume
M8254701,C9735216804,7,12
Q6847123,D7906548321,7,18
Q6847123,O4601795283,7,1
S6930478,A0753921684,7,0
X5287163,H0258493671,7,4
K0876149,B1830529674,7,2
K8325067,H9365407281,7,2
K8325067,V0673915482,7,0
K8325067,A0753921684,7,0
D3984571,Y9207518643,7,0
C6410728,U9847026135,7,0
Q6847123,H8321506947,7,0
K0876149,D7906548321,7,0
K0876149,H0258493671,7,0
K0876149,U9847026135,7,9
K0876149,Y9207518643,7,0
K8325067,S5314928067,7,6
S6930478,O4901857623,7,3
S6930478,H0258493671,7,5
Q6847123,A2801497356,7,3
D3984571,A0753921684,7,0
X5287163,H9365407281,7,0
D3984571,S5314928067,7,0
Q6847123,X7183056924,7,0
Q6847123,U5486371209,7,12
K0876149,A0753921684,7,5
K8325067,X7183056924,7,2
K0876149,B0549872613,7,1
Y6128734,H0258493671,7,4
D3984571,U9847026135,7,3
X5287163,C0876935421,7,8
X5287163,A2801497356,7,1
M8254701,V0673915482,7,7
S6930478,U9847026135,7,1
K0876149,H9365407281,7,0
Q6847123,A0753921684,7,0
Y6128734,O4160358972,7,4
S6930478,H8321506947,7,8
D3984571,O4901857623,7,0
Y6128734,H8321506947,7,0
M8254701,U5486371209,7,1
X5287163,O0812639547,7,0
C6410728,K9051276843,7,5
K8325067,A2801497356,7,3
Q6847123,F6520879413,7,9
S6930478,C0876935421,7,0
X5287163,D7906548321,7,0
C6410728,A0753921684,7,7
D3984571,D7906548321,7,1
Y6128734,B1830529674,7,0
D3984571,K9051276843,7,3
D3984571,B1830529674,7,0
K0876149,X7183056924,7,0
S6930478,P1384706529,7,0
D3984571,H0258493671,7,13
K8325067,O0812639547,7,2
C6410728,S5314928067,7,1
K8325067,B0549872613,7,2
Q6847123,O4901857623,7,8
Y6128734,O4901857623,7,5
X5287163,B0549872613,7,10
C6410728,B1830529674,7,0
X5287163,H8321506947,7,0
M8254701,Y9207518643,7,1
X5287163,C9735216804,7,0
D3984571,F6520879413,7,0
Y6128734,V0673915482,7,7
Y6128734,U9847026135,7,0
S6930478,O4601795283,7,0
C6410728,B0549872613,7,13
Q6847123,C9735216804,7,8
Q6847123,P1384706529,7,0
M8254701,K9051276843,7,1
K8325067,K9051276843,7,1
M8254701,B0549872613,7,13
Q6847123,B0549872613,7,20
X5287163,P1384706529,7,1
K0876149,C9735216804,7,0
C6410728,D7906548321,7,0
Y6128734,F6520879413,7,0
M8254701,X7183056924,7,4
C6410728,A2801497356,7,0
X5287163,X7183056924,7,0
X5287163,A0753921684,7,0
S6930478,A2801497356,7,2
X5287163,O4601795283,7,8
Q6847123,U9847026135,7,2
K0876149,C0876935421,7,1
Q6847123,V0673915482,7,0
K8325067,H8321506947,7,16
K8325067,U9847026135,7,0
K0876149,S5314928067,7,6
Q6847123,B1830529674,7,0
Q6847123,O0812639547,7,6
M8254701,A0753921684,7,0
Y6128734,C0876935421,7,4
D3984571,V0673915482,7,0
C6410728,F6520879413,7,16
Q6847123,K9051276843,7,0
M8254701,H8321506947,7,4
S6930478,Y9207518643,7,0
Q6847123,Y9207518643,7,1
Y6128734,S5314928067,7,10
C6410728,Y9207518643,7,0
Q6847123,S5314928067,7,0
C6410728,V0673915482,7,9
S6930478,S5314928067,7,8
Y6128734,A0753921684,7,9
M8254701,U9847026135,7,0
X5287163,V0673915482,7,9
Y6128734,D7906548321,7,0
M8254701,H0258493671,7,0
Y6128734,C9735216804,7,14
C6410728,O4901857623,7,5
Y6128734,O0812639547,7,2
X5287163,O4901857623,7,5
Q6847123,O4160358972,7,0
Y6128734,K9051276843,7,2
X5287163,B1830529674,7,0
Y6128734,A2801497356,7,0
Q6847123,C0876935421,7,2
X5287163,F6520879413,7,20
X5287163,Y9207518643,7,10
S6930478,O4160358972,7,0
X5287163,S5314928067,7,0
K8325067,Y9207518643,7,0
D3984571,B0549872613,7,14
Q6847123,H0258493671,7,4
K8325067,P1384706529,7,3
X5287163,U9847026135,7,0
Y6128734,B0549872613,7,0
C6410728,P1384706529,7,0
K0876149,P1384706529,7,9
K0876149,K9051276843,7,8
K0876149,U5486371209,7,2
K0876149,O4160358972,7,3
K8325067,O4901857623,7,0
X5287163,K9051276843,7,1
D3984571,P1384706529,7,4
K0876149,F6520879413,7,0
S6930478,C9735216804,7,0
M8254701,P1384706529,7,0
S6930478,O0812639547,7,4
D3984571,H8321506947,7,0
M8254701,H9365407281,7,0
C6410728,H9365407281,7,0
C6410728,C9735216804,7,0
K8325067,C9735216804,7,0
Y6128734,X7183056924,7,2
X5287163,O4160358972,7,2
X5287163,U5486371209,7,0
