product_code,standard_size
T5178936420,1.5
E2631789540,1.4
C1294853076,1.7
W4781503269,3.0
F1807394256,2.7
P6128057943,1.3
P2316045978,2.3
N0716538249,1.6
X6801435792,1.8
Q7029564831,1.5
Y9574802136,2.4
F6175038249,1.2
Q6132504789,2.9
A1863079425,1.5
J6795210483,2.2
R5296038417,1.2
T7423581690,1.2
B9630712845,1.2
N2910376845,2.9
X7586049213,1.8
M7642190385,2.0
H4709158263,1.5
R6012847935,1.7
P4518709236,1.6
A9061243578,1.9
W7506832149,1.5
W1793642580,2.2
S3268901745,1.6
H8924670531,2.8
X5893176240,2.4
U2341769508,1.5
B4169752803,1.1
N1780635249,2.7
E6781940532,1.1
C1726509834,1.3
Q1230745698,2.7
L5461298307,2.4
M8761594320,1.0
W6097458132,2.0
C9542810763,2.4
D9021387645,1.6
N9124380765,1.9
F7961458230,2.9
K3478502691,2.0
T5729810643,1.7
