plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
2097,1,B8165920,1,16.2,4.0,181,103,6.8
2097,2,J9175082,1,16.1,9.0,178,96,11.7
2097,4,B8165920,1,16.1,1.0,178,96,1.7
4108,5,J9175082,1,16.4,5.0,189,124,7.0
4108,7,Q3084752,1,16.1,8.0,178,96,11.2
4904,3,Q3084752,1,16.1,3.0,178,96,5.1
4904,6,Q3084752,1,16.1,5.0,178,96,8.5
2097,1,B8165920,1,16.2,11.0,181,103,14.3
2097,2,J9175082,1,16.1,4.0,178,96,4.8
2097,4,B8165920,1,16.1,5.0,178,96,6.5
4108,5,J9175082,1,16.4,10.0,189,124,13.0
4108,7,Q3084752,1,16.1,5.0,178,96,8.5
4904,3,Q3084752,1,16.1,4.0,178,96,5.2
4904,6,Q3084752,1,16.1,10.0,178,96,13.0
2097,1,B8165920,1,16.2,9.0,181,103,10.8
2097,2,J9175082,1,16.1,4.0,178,96,7.6
2097,4,B8165920,1,16.1,10.0,178,96,12.0
4108,5,J9175082,1,16.4,8.0,189,124,9.6
4108,7,Q3084752,1,16.1,3.0,178,96,3.9
4904,3,Q3084752,1,16.1,3.0,178,96,3.6
4904,6,Q3084752,1,16.1,3.0,178,96,3.6
2097,1,B8165920,1,16.2,10.0,181,103,16.0
2097,2,J9175082,1,16.1,12.0,178,96,19.200000000000003
2097,4,B8165920,1,16.1,10.0,178,96,16.0
4108,5,J9175082,1,16.4,8.0,189,124,15.2
4108,7,Q3084752,1,16.1,3.0,178,96,3.6
4904,3,Q3084752,1,16.1,5.0,178,96,8.0
4904,6,Q3084752,1,16.1,9.0,178,96,17.099999999999998
2097,1,B8165920,1,16.2,17.0,181,103,28.9
2097,2,J9175082,1,16.1,3.0,178,96,5.699999999999999
2097,4,B8165920,1,16.1,6.0,178,96,10.2
4108,5,J9175082,1,16.4,2.0,189,124,3.2
4108,7,Q3084752,1,16.1,6.0,178,96,11.4
4904,3,Q3084752,1,16.1,8.0,178,96,18.4
4904,6,Q3084752,1,16.1,3.0,178,96,4.800000000000001
2097,1,B8165920,1,16.2,13.0,181,103,22.1
2097,2,J9175082,1,16.1,15.0,178,96,25.5
2097,4,B8165920,1,16.1,9.0,178,96,17.099999999999998
4108,5,J9175082,1,16.4,9.0,189,124,17.099999999999998
4108,7,Q3084752,1,16.1,5.0,178,96,8.0
4904,3,Q3084752,1,16.1,7.0,178,96,13.3
4904,6,Q3084752,1,16.1,2.0,178,96,3.4
2097,1,B8165920,1,16.2,18.0,181,103,21.6
2097,2,J9175082,1,16.1,5.0,178,96,9.5
2097,4,B8165920,1,16.1,5.0,178,96,8.5
4108,5,J9175082,1,16.4,13.0,189,124,22.1
4108,7,Q3084752,1,16.1,7.0,178,96,11.9
