plant_code,product_code,day,volume
4904,V0364182795,7,0.0
7617,Q5341926870,7,0.0
4108,Q5341926870,7,0.0
7617,X4853071926,7,0.0
4108,C5321604879,7,0.0
4108,G6821735049,7,11.0
7617,Z7284693105,7,0.0
4108,O0319786254,7,0.0
2097,V0364182795,7,0.0
4108,Z7284693105,7,0.0
7617,E7903186425,7,0.0
4904,Q4896751203,7,0.0
4904,E7903186425,7,0.0
4904,T8530169472,7,5.0
4108,E7903186425,7,0.0
4108,T8253916074,7,0.0
7617,S1834065279,7,0.0
2097,V8572409631,7,5.0
2097,D6723840591,7,0.0
7617,F4710235698,7,0.0
4108,V1473560928,7,0.0
7617,G6821735049,7,0.0
4108,P5249170683,7,0.0
2097,Z8409327165,7,1.0
4904,V1473560928,7,0.0
2097,V6321750498,7,0.0
4904,Z8409327165,7,0.0
4108,O0837961542,7,0.0
4108,F2916785043,7,0.0
4904,Y4167039258,7,0.0
2097,Y4167039258,7,0.0
4108,S7406251389,7,0.0
7617,T8530169472,7,0.0
4904,A1058937264,7,0.0
4904,V8572409631,7,8.0
4108,K1329760485,7,0.0
4904,O3271590864,7,3.0
4904,S8056179234,7,0.0
4108,T8530169472,7,0.0
4108,S8056179234,7,0.0
4108,A0679542138,7,0.0
7617,N9821754630,7,0.0
7617,Z8409327165,7,0.0
4904,O0319786254,7,0.0
4904,F4710235698,7,14.0
4904,K1329760485,7,2.0
2097,B6987125043,7,0.0
4904,A9540783261,7,1.0
2097,H8624370951,7,0.0
7617,J4985327106,7,0.0
2097,A9540783261,7,0.0
2097,Z7284693105,7,0.0
4108,Q8739624015,7,0.0
4108,Y4167039258,7,0.0
7617,S8056179234,7,0.0
4904,B6987125043,7,8.0
2097,E7903186425,7,0.0
4108,A1058937264,7,0.0
7617,V0364182795,7,0.0
4904,H8624370951,7,1.0
2097,T8530169472,7,0.0
7617,H8624370951,7,0.0
7617,Q4896751203,7,0.0
2097,H9475213860,7,0.0
4108,V0364182795,7,0.0
4904,F2916785043,7,0.0
4904,J7891506234,7,0.0
2097,S8056179234,7,7.0
7617,O3271590864,7,0.0
7617,Q5736280941,7,0.0
4108,H9475213860,7,0.0
2097,Y3950748216,7,0.0
2097,Q5736280941,7,1.0
4904,V6321750498,7,0.0
2097,P8651032497,7,0.0
2097,A1058937264,7,0.0
7617,T4576201398,7,0.0
4904,D6723840591,7,10.0
7617,D6723840591,7,0.0
7617,Y4167039258,7,0.0
4108,D6723840591,7,0.0
2097,T8253916074,7,0.0
4904,T4576201398,7,0.0
7617,J7891506234,7,0.0
4904,S1834065279,7,0.0
4108,F4710235698,7,0.0
4108,J7891506234,7,0.0
4108,Z8409327165,7,0.0
7617,T8253916074,7,0.0
7617,O0837961542,7,0.0
7617,V6321750498,7,0.0
4108,Y3950748216,7,0.0
4108,J4985327106,7,0.0
7617,V8572409631,7,0.0
4108,V8572409631,7,0.0
4904,Q5341926870,7,10.0
4904,Q8739624015,7,0.0
4904,Y3950748216,7,4.0
4108,S1834065279,7,0.0
4108,V6321750498,7,0.0
2097,C5321604879,7,30.0
4904,X4853071926,7,7.0
4108,A9540783261,7,7.0
4108,H8624370951,7,0.0
2097,O0319786254,7,0.0
4904,G6821735049,7,0.0
2097,F2916785043,7,0.0
4904,Q5736280941,7,7.0
4108,N9821754630,7,0.0
2097,P5249170683,7,17.0
2097,Q8739624015,7,0.0
7617,O0319786254,7,0.0
7617,B6987125043,7,0.0
4904,O0837961542,7,0.0
4108,B6987125043,7,0.0
7617,A9540783261,7,0.0
4904,C5321604879,7,12.0
2097,Q4896751203,7,2.0
7617,Q8739624015,7,0.0
2097,V1473560928,7,0.0
4108,X4853071926,7,0.0
2097,O0837961542,7,0.0
4904,H9475213860,7,0.0
4904,S7406251389,7,0.0
2097,G6821735049,7,8.0
7617,V1473560928,7,0.0
7617,P5249170683,7,0.0
2097,S1834065279,7,0.0
4904,T8253916074,7,7.0
4904,P8651032497,7,0.0
2097,O3271590864,7,5.0
2097,Q5341926870,7,0.0
4904,J4985327106,7,0.0
4108,P8651032497,7,0.0
4904,P5249170683,7,3.0
2097,S7406251389,7,0.0
2097,K1329760485,7,0.0
4108,O3271590864,7,0.0
4904,Z7284693105,7,0.0
2097,A0679542138,7,0.0
7617,Y3950748216,7,0.0
2097,F4710235698,7,14.0
4904,A0679542138,7,10.0
7617,K1329760485,7,0.0
4108,Q5736280941,7,0.0
2097,X4853071926,7,0.0
