client_code,product_code,day,volume
Q3084752,T4576201398,7,7
Q3084752,C5321604879,7,7
B8165920,Y3950748216,7,4
J9175082,Q5736280941,7,1
J9175082,B6987125043,7,8
B8165920,V6321750498,7,5
Q3084752,A0679542138,7,0
J9175082,T4576201398,7,2
B8165920,Z7284693105,7,1
B8165920,G6821735049,7,0
B8165920,S7406251389,7,6
B8165920,V0364182795,7,11
B8165920,S8056179234,7,3
B8165920,H9475213860,7,20
Q3084752,Q5736280941,7,2
Q3084752,S8056179234,7,0
Q3084752,Q8739624015,7,0
J9175082,X4853071926,7,17
J9175082,H9475213860,7,8
J9175082,S8056179234,7,0
B8165920,O0837961542,7,18
B8165920,J7891506234,7,4
Q3084752,A9540783261,7,2
B8165920,E7903186425,7,21
Q3084752,Z7284693105,7,2
B8165920,F2916785043,7,1
B8165920,V1473560928,7,3
J9175082,A1058937264,7,3
J9175082,A0679542138,7,6
J9175082,O0837961542,7,8
Q3084752,T8530169472,7,0
B8165920,P8651032497,7,2
Q3084752,S7406251389,7,3
B8165920,P5249170683,7,5
Q3084752,N9821754630,7,24
Q3084752,J7891506234,7,10
Q3084752,Y3950748216,7,1
J9175082,J4985327106,7,8
Q3084752,V8572409631,7,1
B8165920,Q4896751203,7,3
B8165920,Y4167039258,7,7
J9175082,K1329760485,7,1
B8165920,V8572409631,7,13
B8165920,K1329760485,7,23
J9175082,N9821754630,7,32
J9175082,P8651032497,7,2
J9175082,S7406251389,7,11
J9175082,V6321750498,7,2
J9175082,Y4167039258,7,21
B8165920,T8253916074,7,24
B8165920,O0319786254,7,14
J9175082,Z8409327165,7,3
Q3084752,T8253916074,7,20
Q3084752,B6987125043,7,9
J9175082,D6723840591,7,6
J9175082,E7903186425,7,9
Q3084752,X4853071926,7,1
J9175082,Z7284693105,7,8
B8165920,T4576201398,7,1
Q3084752,J4985327106,7,11
J9175082,H8624370951,7,2
Q3084752,Z8409327165,7,7
Q3084752,V0364182795,7,2
J9175082,T8253916074,7,15
Q3084752,H9475213860,7,8
J9175082,Q8739624015,7,3
J9175082,V0364182795,7,22
B8165920,S1834065279,7,1
Q3084752,P8651032497,7,1
B8165920,F4710235698,7,8
J9175082,V1473560928,7,3
J9175082,O0319786254,7,22
Q3084752,F4710235698,7,0
Q3084752,G6821735049,7,1
Q3084752,V6321750498,7,7
Q3084752,K1329760485,7,1
J9175082,F2916785043,7,14
Q3084752,A1058937264,7,0
B8165920,Q5341926870,7,21
B8165920,B6987125043,7,17
Q3084752,Q5341926870,7,0
B8165920,D6723840591,7,14
B8165920,C5321604879,7,22
J9175082,C5321604879,7,11
Q3084752,O0837961542,7,5
B8165920,X4853071926,7,31
B8165920,A1058937264,7,6
Q3084752,F2916785043,7,4
Q3084752,E7903186425,7,1
Q3084752,D6723840591,7,7
J9175082,Q4896751203,7,8
B8165920,O3271590864,7,0
Q3084752,V1473560928,7,6
B8165920,N9821754630,7,35
Q3084752,P5249170683,7,0
J9175082,S1834065279,7,3
J9175082,Q5341926870,7,13
Q3084752,O0319786254,7,14
J9175082,T8530169472,7,17
B8165920,J4985327106,7,0
