plant_code,product_code,volume
1963,L0384512769,8
1963,S8354962107,15
1963,K1052398746,13
1963,K2468935017,16
1963,F8350196274,30
1963,C4629708531,24
1963,P2346950781,23
1963,G1084259637,24
1963,C6532849170,18
1963,U7369215840,28
1963,F0975482631,18
1963,G5721084396,21
1963,Q7045961382,12
1963,B8460531792,17
1963,I4231956807,20
1963,L8307514269,12
1963,K8679405213,23
1963,R8236145709,23
1963,W9364128570,17
1963,A2937546108,23
1963,X0524173986,10
1963,J6259107438,18
1963,Z7962408153,18
1963,T0527968134,30
1963,E2798053146,6
1963,N1976032845,21
1963,H2140597368,8
1963,U6794082351,20
1963,Y2895471603,35
1963,P2890547316,27
1963,E4136729580,15
6103,L0384512769,6
6103,S8354962107,25
6103,K1052398746,12
6103,K2468935017,15
6103,F8350196274,15
6103,C4629708531,13
6103,P2346950781,20
6103,G1084259637,24
6103,C6532849170,28
6103,U7369215840,29
6103,F0975482631,17
6103,G5721084396,18
6103,Q7045961382,14
6103,B8460531792,11
6103,I4231956807,14
6103,L8307514269,12
6103,K8679405213,25
6103,R8236145709,25
6103,W9364128570,12
6103,A2937546108,20
6103,X0524173986,18
6103,J6259107438,10
6103,Z7962408153,11
6103,T0527968134,12
6103,E2798053146,6
6103,N1976032845,19
6103,H2140597368,14
6103,U6794082351,19
6103,Y2895471603,26
6103,P2890547316,27
6103,E4136729580,15
4423,L0384512769,10
4423,S8354962107,11
4423,K1052398746,30
4423,K2468935017,15
4423,F8350196274,23
4423,C4629708531,30
4423,P2346950781,31
4423,G1084259637,21
4423,C6532849170,18
4423,U7369215840,10
4423,F0975482631,15
4423,G5721084396,16
4423,Q7045961382,8
4423,B8460531792,13
4423,I4231956807,27
4423,L8307514269,17
4423,K8679405213,17
4423,R8236145709,30
4423,W9364128570,25
4423,A2937546108,27
4423,X0524173986,22
4423,J6259107438,10
4423,Z7962408153,11
4423,T0527968134,21
4423,E2798053146,13
4423,N1976032845,23
4423,H2140597368,6
4423,U6794082351,32
4423,Y2895471603,34
4423,P2890547316,17
4423,E4136729580,15
