plant_code,product_code,volume
5426,M2608419357,79
5426,X7260935841,68
5426,U9384751620,103
5426,N5671039824,99
5426,Z6480371259,72
5426,G1947652308,41
5426,Z1854069237,91
5426,B7051643829,136
5426,R7926814350,63
5426,F1638527904,64
5426,I5760418239,112
5426,K2386094175,154
5426,B4802635719,54
5426,K0926573814,78
5426,E4810695273,121
5426,U6027349815,86
5426,X0967853421,96
5426,T3890516742,63
5426,O8479150632,117
5426,G3284096571,119
5426,W4928635701,93
5426,U5231840796,67
5426,C0492658317,52
5426,C8192375640,53
5426,M6037491825,84
5426,H4250798136,69
5426,T0753681249,118
5426,J8913572064,75
5426,U9086732514,81
5426,V7863201945,119
5426,T1835462709,142
5426,G7534092861,105
5426,N5714829063,123
5426,S9130564827,106
5426,M4619728053,74
5426,W7946512380,50
5426,H1237049856,65
5426,S5824903716,83
1236,M2608419357,79
1236,X7260935841,51
1236,U9384751620,84
1236,N5671039824,147
1236,Z6480371259,64
1236,G1947652308,43
1236,Z1854069237,100
1236,B7051643829,108
1236,R7926814350,80
1236,F1638527904,103
1236,I5760418239,136
1236,K2386094175,54
1236,B4802635719,49
1236,K0926573814,48
1236,E4810695273,102
1236,U6027349815,100
1236,X0967853421,37
1236,T3890516742,93
1236,O8479150632,137
1236,G3284096571,90
1236,W4928635701,50
1236,U5231840796,68
1236,C0492658317,67
1236,C8192375640,59
1236,M6037491825,78
1236,H4250798136,105
1236,T0753681249,58
1236,J8913572064,59
1236,U9086732514,106
1236,V7863201945,182
1236,T1835462709,163
1236,G7534092861,98
1236,N5714829063,84
1236,S9130564827,133
1236,M4619728053,85
1236,W7946512380,102
1236,H1237049856,154
1236,S5824903716,51
