product_code,standard_size
G1240579638,2.2
O8126457930,2.8
X5493027816,2.2
E0416523789,1.7
V8217436509,1.9
I9634825701,2.2
Z3619854702,1.0
F8146502793,1.6
K4863107592,2.4
B0539612748,2.8
S5012379486,1.3
R8450617932,2.1
E7106592384,2.0
I6972835401,2.7
T5640783912,2.3
Y1905284637,1.4
R1930854267,2.8
J8920537416,1.6
V9602371584,2.4
B4981563702,1.3
A2349705186,2.9
F7325906418,1.8
E7506928413,2.1
R7048265193,2.5
P9410756283,2.8
E0237684915,2.0
Q5307829164,1.4
L7459820613,1.0
Q3086795124,1.1
F1746593280,2.1
C7319520486,1.2
T0627913485,1.0
L5246839017,2.2
T9854762130,2.9
F3086724159,1.3
E2461395087,1.4
T0329486175,1.7
V1753208946,1.0
S4875392160,2.3
J5134209678,3.0
O3948176502,2.5
F3109746528,2.1
Q7412036985,3.0
U7936142508,1.3
P7459086231,1.1
L4965132078,1.7
J7259018436,1.1
L3189062745,2.2
Q6378254109,2.4
E8390215674,2.6
G9723418650,1.4
B0481725963,1.1
U7964018532,2.4
G5283049761,2.3
S6421870539,2.7
P8206473591,1.5
C8592107364,2.5
H3014685972,1.6
K5084916732,2.8
R0796158243,1.8
C0432917856,1.3
Q2071684395,1.2
T5216894730,1.3
V1420758369,1.9
P3629810547,1.9
Q6870351924,1.7
C4730985216,2.3
R9841065237,2.1
F4283190756,2.8
O9873061245,3.0
J0741583629,2.0
E9234075681,1.4
H4623891570,2.6
B8216350479,1.2
