day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,9586,A1360894,S8571320694,1,6.2,20.0,2.5,51,36,50.0
3,9586,I3126490,C0895147236,2,13.6,30.0,2.8,94,68,84.0
3,9586,H1427538,A7305496821,3,13.6,58.0,1.6,94,68,92.80000000000001
3,9586,H1427538,F8032165479,4,13.6,3.0,1.7,94,68,5.1
3,9586,H1427538,J7082143965,5,13.6,39.0,2.4,94,68,93.6
3,9586,H1427538,X5894273061,6,13.6,34.0,2.7,94,68,91.80000000000001
3,9586,H1427538,Z6371094258,7,13.6,31.0,1.9,94,68,58.9
3,9586,H1427538,Y3984756021,8,6.2,24.0,2.1,51,36,50.400000000000006
2,9586,K0597163,G9267510483,9,6.2,2.0,2.5,51,36,5.0
2,9586,A7984125,F8032165479,10,13.6,55.0,1.7,94,68,93.5
3,9586,H1427538,S8571320694,11,13.6,37.0,2.5,94,68,92.5
2,9586,K0597163,X5631780249,12,6.2,31.0,1.6,51,36,49.6
3,9586,A1360894,G6529374018,13,13.6,31.0,3.0,94,68,93.0
3,9586,A1360894,F8032165479,14,6.2,30.0,1.7,51,36,51.0
2,9586,A7984125,G6529374018,15,13.6,31.0,3.0,94,68,93.0
2,6678,A7984125,F7543109826,16,13.6,31.0,2.6,94,68,80.60000000000001
3,9586,H1427538,A7305496821,17,6.2,31.0,1.6,51,36,49.6
2,6678,A7984125,G9761240385,18,13.6,80.0,1.1,94,68,88.0
2,6678,I3126490,A8052471936,19,13.6,49.0,1.9,94,68,93.1
2,6678,I3126490,S8561079342,20,13.6,39.0,2.4,94,68,93.6
2,9586,K0597163,G9267510483,21,6.2,20.0,2.5,51,36,50.0
2,6678,H1427538,G9761240385,22,13.6,85.0,1.1,94,68,93.50000000000001
3,6678,A7984125,A8052471936,23,13.6,17.0,1.9,94,68,32.3
2,9586,H1427538,L7319205684,24,13.6,49.0,1.9,94,68,93.1
2,9586,I3126490,N6093145782,25,13.6,87.0,1.0,94,68,87.0
3,6678,K0597163,S8561079342,26,13.6,39.0,2.4,94,68,93.6
3,6678,K0597163,S8561079342,27,13.6,6.0,2.4,94,68,14.399999999999999
3,9586,A7984125,C0895147236,28,13.6,33.0,2.8,94,68,92.39999999999999
2,9586,H1427538,X5631780249,29,13.6,58.0,1.6,94,68,92.80000000000001
2,9586,H1427538,X5631780249,30,13.6,19.0,1.6,94,68,30.400000000000002
3,9586,K0597163,G9267510483,31,13.6,37.0,2.5,94,68,92.5
2,9586,A1360894,G9267510483,32,13.6,37.0,2.5,94,68,92.5
3,6678,A7984125,R0695827413,33,13.6,42.0,2.2,94,68,92.4
2,9586,A7984125,Z6371094258,34,13.6,49.0,1.9,94,68,93.1
3,6678,I3126490,F7543109826,35,6.2,18.0,2.6,51,36,46.800000000000004
3,9586,A7984125,G6529374018,36,6.2,17.0,3.0,51,36,51.0
2,6678,A1360894,Y6719523480,37,13.6,48.0,1.5,94,68,72.0
2,9586,A7984125,J7082143965,38,13.6,3.0,2.4,94,68,7.199999999999999
3,9586,A7984125,X5631780249,39,13.6,38.0,1.6,94,68,60.800000000000004
3,6678,A7984125,Y6719523480,40,13.6,37.0,1.5,94,68,55.5
2,9586,H1427538,C0895147236,41,13.6,33.0,2.8,94,68,92.39999999999999
1,6678,A1360894,G9761240385,42,6.2,32.0,1.1,51,36,35.2
3,9586,I3126490,G9267510483,43,13.6,22.0,2.5,94,68,55.0
2,9586,K0597163,X5631780249,44,6.2,21.0,1.6,51,36,33.6
2,9586,H1427538,L7319205684,45,13.6,49.0,1.9,94,68,93.1
3,6678,K0597163,F7543109826,46,13.6,25.0,2.6,94,68,65.0
3,6678,H1427538,S8561079342,47,13.6,39.0,2.4,94,68,93.6
3,6678,H1427538,S8561079342,48,13.6,39.0,2.4,94,68,93.6
3,6678,K0597163,Y6719523480,49,13.6,62.0,1.5,94,68,93.0
3,9586,A7984125,G6529374018,50,13.6,31.0,3.0,94,68,93.0
3,9586,A7984125,G6529374018,51,13.6,31.0,3.0,94,68,93.0
3,9586,A7984125,F8032165479,52,13.6,5.0,1.7,94,68,8.5
2,6678,I3126490,A8052471936,53,13.6,49.0,1.9,94,68,93.1
3,9586,A7984125,C0895147236,54,13.6,33.0,2.8,94,68,92.39999999999999
3,9586,H1427538,Y3984756021,55,13.6,44.0,2.1,94,68,92.4
3,6678,H1427538,R0695827413,56,13.6,40.0,2.2,94,68,88.0
2,6678,K0597163,S8561079342,57,13.6,39.0,2.4,94,68,93.6
3,9586,A7984125,J7082143965,58,13.6,39.0,2.4,94,68,93.6
2,9586,H1427538,J7082143965,59,13.6,39.0,2.4,94,68,93.6
3,9586,A1360894,G9267510483,60,13.6,37.0,2.5,94,68,92.5
2,9586,I3126490,G9267510483,61,13.6,37.0,2.5,94,68,92.5
1,9586,I3126490,L7319205684,62,13.6,36.0,1.9,94,68,68.39999999999999
3,6678,I3126490,S8561079342,63,13.6,32.0,2.4,94,68,76.8
1,6678,H1427538,G9761240385,64,6.2,31.0,1.1,51,36,34.1
2,6678,A7984125,R0695827413,65,13.6,30.0,2.2,94,68,66.0
3,9586,A1360894,J7082143965,66,13.6,28.0,2.4,94,68,67.2
2,9586,A1360894,A7305496821,67,6.2,22.0,1.6,51,36,35.2
3,9586,K0597163,R7531846290,68,6.2,21.0,1.6,51,36,33.6
2,9586,H1427538,S8571320694,69,6.2,20.0,2.5,51,36,50.0
3,9586,A1360894,S8571320694,70,6.2,18.0,2.5,51,36,45.0
2,6678,A1360894,R0695827413,71,6.2,15.0,2.2,51,36,33.0
2,9586,A7984125,Z6371094258,72,6.2,12.0,1.9,51,36,22.799999999999997
2,9586,H1427538,X5894273061,73,6.2,6.0,2.7,51,36,16.200000000000003
2,9586,A1360894,X5894273061,74,6.2,6.0,2.7,51,36,16.200000000000003
3,9586,A7984125,F8032165479,75,13.6,55.0,1.7,94,68,93.5
3,6678,A7984125,A8052471936,76,13.6,49.0,1.9,94,68,93.1
3,9586,A1360894,S8571320694,77,13.6,37.0,2.5,94,68,92.5
2,6678,A7984125,F7543109826,78,13.6,36.0,2.6,94,68,93.60000000000001
2,6678,I3126490,A8052471936,79,6.2,15.0,1.9,51,36,28.5
2,9586,A7984125,C0895147236,80,6.2,12.0,2.8,51,36,33.599999999999994
2,6678,H1427538,F7543109826,81,6.2,6.0,2.6,51,36,15.600000000000001
2,9586,H1427538,J7082143965,82,6.2,4.0,2.4,51,36,9.6
1,9586,H1427538,L7319205684,83,6.2,2.0,1.9,51,36,3.8
1,9586,H1427538,N6093145782,84,13.6,82.0,1.0,94,68,82.0
3,9586,A7984125,R7531846290,85,13.6,58.0,1.6,94,68,92.80000000000001
3,9586,A7984125,R7531846290,86,13.6,33.0,1.6,94,68,52.800000000000004
2,9586,H1427538,F8032165479,87,13.6,55.0,1.7,94,68,93.5
3,9586,K0597163,R7531846290,88,13.6,58.0,1.6,94,68,92.80000000000001
2,9586,K0597163,X5631780249,89,13.6,58.0,1.6,94,68,92.80000000000001
3,6678,K0597163,Y6719523480,90,13.6,47.0,1.5,94,68,70.5
3,6678,A7984125,A8052471936,91,13.6,49.0,1.9,94,68,93.1
3,9586,K0597163,G9267510483,92,13.6,37.0,2.5,94,68,92.5
3,9586,A1360894,G9267510483,93,13.6,37.0,2.5,94,68,92.5
2,6678,A7984125,F7543109826,94,13.6,36.0,2.6,94,68,93.60000000000001
1,9586,I3126490,Z6371094258,95,13.6,6.0,1.9,94,68,11.399999999999999
1,9586,A1360894,X5894273061,96,13.6,34.0,2.7,94,68,91.80000000000001
1,9586,A1360894,X5894273061,97,6.2,18.0,2.7,51,36,48.6
1,6678,H1427538,F7543109826,98,13.6,36.0,2.6,94,68,93.60000000000001
1,6678,I3126490,F7543109826,99,13.6,36.0,2.6,94,68,93.60000000000001
1,6678,I3126490,F7543109826,100,6.2,19.0,2.6,51,36,49.4
1,6678,A1360894,R0695827413,101,13.6,42.0,2.2,94,68,92.4
1,9586,A1360894,Y3984756021,102,13.6,44.0,2.1,94,68,92.4
1,9586,A1360894,Y3984756021,103,6.2,24.0,2.1,51,36,50.400000000000006
1,6678,I3126490,R0695827413,104,13.6,42.0,2.2,94,68,92.4
1,6678,H1427538,S8561079342,105,13.6,34.0,2.4,94,68,81.6
1,6678,K0597163,G9761240385,106,13.6,62.0,1.1,94,68,68.2
2,9586,I3126490,G6529374018,107,13.6,31.0,3.0,94,68,93.0
2,9586,I3126490,G6529374018,108,13.6,29.0,3.0,94,68,87.0
2,9586,I3126490,Z6371094258,109,13.6,49.0,1.9,94,68,93.1
2,9586,K0597163,C0895147236,110,13.6,33.0,2.8,94,68,92.39999999999999
2,9586,K0597163,C0895147236,111,6.2,14.0,2.8,51,36,39.199999999999996
1,9586,I3126490,X5631780249,112,13.6,40.0,1.6,94,68,64.0
3,6678,I3126490,R0695827413,113,13.6,40.0,2.2,94,68,88.0
2,6678,K0597163,F7543109826,114,13.6,36.0,2.6,94,68,93.60000000000001
3,6678,K0597163,R0695827413,115,13.6,30.0,2.2,94,68,66.0
1,9586,A1360894,N6093145782,116,13.6,61.0,1.0,94,68,61.0
1,9586,A1360894,A7305496821,117,13.6,58.0,1.6,94,68,92.80000000000001
1,9586,A1360894,F8032165479,118,13.6,55.0,1.7,94,68,93.5
1,9586,A1360894,F8032165479,119,6.2,22.0,1.7,51,36,37.4
1,9586,A1360894,J7082143965,120,13.6,39.0,2.4,94,68,93.6
1,9586,A1360894,G6529374018,121,13.6,28.0,3.0,94,68,84.0
1,9586,A1360894,Y3984756021,122,13.6,30.0,2.1,94,68,63.0
1,9586,A1360894,X5894273061,123,6.2,16.0,2.7,51,36,43.2
1,9586,A1360894,G9267510483,124,13.6,4.0,2.5,94,68,10.0
