product_code,standard_size
I7405263891,2.4
V6745231098,2.2
M4309287156,2.4
D4280597613,2.9
S6578240319,1.1
K9203857146,1.8
T4210653978,3.0
B5719864230,2.5
I7541896320,2.5
X5370428916,1.2
T4023596718,1.4
D7365214089,1.1
L9036241758,1.4
Y7106852943,1.3
Q7563820194,2.4
B0856194372,2.7
R1357924680,2.5
P5391740628,2.5
V2893461507,1.4
D4351296870,1.6
V1427693508,1.7
P3725604189,2.2
Y3640871295,2.1
F8572694310,1.5
I9547613280,1.9
V6598723410,2.8
S5637829410,1.4
H2895160374,1.6
Q1934780265,2.3
Z9541786320,2.7
F3017286945,1.6
W6728901543,1.5
E7536892401,2.8
T9376421508,1.6
X1057462398,2.4
O9315402876,1.9
F3269501487,2.4
M2095136748,2.5
R9056413872,2.1
I2581693740,1.1
N8396015472,1.9
V2615983047,3.0
H1207385964,1.4
M6349285170,2.0
C1896234075,1.0
O6185923704,1.8
B8132079546,2.4
B5829061347,2.1
M3210548679,2.8
G5628074913,1.8
U9560283417,2.9
U0543862791,2.3
F3675829014,2.7
N1235769048,1.5
B3890451627,1.6
R1652798034,2.5
J8935201647,1.7
X9174802365,1.6
B1037946825,2.9
J5807642139,2.9
E0123874695,2.0
B5382704196,1.8
T6480321975,1.9
E2340815976,2.5
P6081249735,1.3
H1098234576,1.1
V7694502813,1.1
T2051783649,2.5
U8904562317,1.9
Z3867025491,1.1
D3294071865,2.9
N2687931450,1.6
P4731265980,2.5
E5320496871,1.1
E5967314028,2.9
G4721905863,1.8
F9547316802,2.8
T4175306289,2.3
F2051398467,1.5
