day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,2714,A5980712,32,14.9,45.0,95,61,94.5
1,2714,K3605249,29,14.9,36.0,95,61,93.60000000000001
1,2714,Q3210678,27,14.9,33.0,95,61,85.8
1,5482,B8165793,81,4.6,17.0,49,34,39.099999999999994
1,5482,J3017964,43,4.6,14.0,49,34,37.800000000000004
1,7910,A5980712,31,4.6,19.0,49,34,28.5
1,7910,A5980712,55,4.6,18.0,49,34,35.8
1,7910,A5980712,56,4.6,18.0,49,34,46.800000000000004
1,7910,A5980712,74,14.9,35.0,95,61,94.5
1,7910,B8165793,2,14.9,35.0,95,61,94.5
1,7910,B8165793,3,14.9,35.0,95,61,94.5
1,7910,B8165793,42,14.9,18.0,95,61,27.0
1,7910,B8165793,78,14.9,45.0,95,61,94.5
1,7910,K3605249,26,4.6,6.0,49,34,15.600000000000001
1,7910,Q3210678,12,14.9,35.0,95,61,94.5
2,2714,A5980712,33,4.6,22.0,49,34,46.2
2,2714,B8165793,48,4.6,21.0,49,34,44.1
2,2714,B8165793,59,4.6,11.0,49,34,28.6
2,2714,B8165793,83,4.6,18.0,49,34,46.800000000000004
2,2714,B8165793,94,4.6,9.0,49,34,18.900000000000002
2,2714,K3605249,30,14.9,19.0,95,61,49.4
2,5482,B8165793,20,14.9,39.0,95,61,93.6
2,5482,B8165793,21,14.9,39.0,95,61,93.6
2,5482,B8165793,22,14.9,8.0,95,61,19.2
2,5482,B8165793,63,14.9,38.0,95,61,83.60000000000001
2,5482,B8165793,66,4.6,10.0,49,34,23.0
2,5482,B8165793,71,14.9,35.0,95,61,94.5
2,5482,B8165793,72,14.9,35.0,95,61,94.5
2,5482,J3017964,18,14.9,35.0,95,61,94.5
2,5482,J3017964,69,14.9,43.0,95,61,94.60000000000001
2,5482,J3017964,70,14.9,43.0,95,61,94.60000000000001
2,5482,K3605249,85,4.6,18.0,49,34,48.6
2,5482,Q3210678,90,14.9,35.0,95,61,94.5
2,5482,Q3210678,91,14.9,3.0,95,61,8.100000000000001
2,7910,A5980712,1,14.9,63.0,95,61,94.5
2,7910,A5980712,11,14.9,35.0,95,61,91.0
2,7910,A5980712,28,4.6,18.0,49,34,46.800000000000004
2,7910,A5980712,38,4.6,12.0,49,34,32.400000000000006
2,7910,A5980712,49,4.6,32.0,49,34,48.0
2,7910,A5980712,50,4.6,32.0,49,34,48.0
2,7910,A5980712,51,4.6,18.0,49,34,35.8
2,7910,A5980712,52,4.6,18.0,49,34,35.8
2,7910,A5980712,53,4.6,18.0,49,34,46.800000000000004
2,7910,A5980712,54,4.6,10.0,49,34,26.0
