product_code,standard_size
K5786341902,1.5
C5196308274,2.9
L1574283069,2.3
P6403187529,2.4
H8690571342,1.2
I4862350917,2.3
G6825901473,1.2
K7826539401,2.3
Z6324510897,1.3
U8719435206,1.3
X6745821309,1.2
V3912785460,1.8
F2519037648,2.6
W9425168703,2.1
L9251764380,2.1
C0586471329,1.9
J2986013745,1.7
S3279865410,2.9
L7035829146,3.0
Q8063924571,1.7
W8493620517,1.4
F9251463708,2.7
N1872359406,2.0
J2518437690,1.7
P8592671043,2.9
K6918052374,2.4
C4281369705,2.7
O8457320691,1.1
Z2864053791,2.7
P7381905264,1.4
Z0458176293,1.7
Z7603854129,2.0
E8425173069,2.0
O3850462179,1.8
Z2345067819,1.2
T0382176459,2.1
K1987365042,1.7
O4973806251,1.9
F2610439587,2.1
J2917083564,1.4
H8269074153,2.3
H3546918270,1.9
N6738059124,1.6
W8076951243,1.6
F3506249817,2.2
H3629458710,1.7
D3125706849,1.8
V6903817245,2.5
