day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,8350,B7936480,R8920561473,1,19.4,107.0,1.5,164,122,160.5
1,8350,B7936480,G8170239465,2,10.5,32.0,2.3,114,73,73.6
1,8350,A8245103,T6512084739,3,20.0,18.0,2.6,171,97,46.800000000000004
1,8350,A8245103,Q0943721685,4,20.0,16.0,2.7,171,97,43.2
1,8350,B0418635,P3254180976,5,10.5,61.0,1.3,114,73,79.3
1,8350,B0418635,I0719836245,6,20.0,57.0,3.0,171,97,171.0
1,8350,X5264819,X8069137452,7,20.0,84.0,1.4,171,97,117.6
1,8350,X5264819,N6084519327,8,20.0,53.0,2.3,171,97,121.89999999999999
1,8350,D5716392,N0416237958,9,20.0,17.0,1.9,171,97,32.3
1,8350,X5264819,W2738149560,10,20.0,24.0,2.5,171,97,60.0
1,8350,G1658740,B2168734590,11,20.0,85.0,2.0,171,97,170.0
1,8350,D5716392,M0891342567,12,20.0,56.0,2.8,171,97,156.79999999999998
1,8350,A8245103,P3254180976,13,10.5,35.0,1.3,114,73,45.5
1,8350,J4625307,M0891342567,14,10.5,16.0,2.8,114,73,44.8
1,8350,D5716392,M0891342567,15,20.0,61.0,2.8,171,97,170.79999999999998
1,8350,A8245103,I0719836245,16,20.0,19.0,3.0,171,97,57.0
3,6246,X5264819,K1658397402,17,20.0,90.0,1.9,171,97,171.0
3,6246,X5264819,K1658397402,18,20.0,25.0,1.9,171,97,47.5
3,6246,B7936480,N0416237958,19,20.0,24.0,1.9,171,97,45.599999999999994
2,6246,J4625307,B4629370581,20,20.0,63.0,2.7,171,97,170.10000000000002
2,6246,J4625307,B4629370581,21,20.0,51.0,2.7,171,97,137.70000000000002
3,6246,B7936480,T8354069172,22,20.0,111.0,1.5,171,97,166.5
3,6246,G1658740,X8069137452,23,19.4,110.0,1.4,164,122,154.0
3,6246,A8245103,V5082694713,24,20.0,74.0,2.3,171,97,170.2
3,6246,G1658740,P2675041938,25,10.5,109.0,1.0,114,73,109.0
