plant_code,product_code,day,volume
6109,X8753024961,1,168.0
6109,X8753024961,2,162.0
6109,X8753024961,3,127.0
6109,B1264975038,1,0.0
6109,B1264975038,2,0.0
6109,B1264975038,3,0.0
6109,H9648735201,1,440.0
6109,H9648735201,2,424.0
6109,H9648735201,3,346.0
6109,P4389502716,1,0.0
6109,P4389502716,2,0.0
6109,P4389502716,3,0.0
6109,K2065834791,1,0.0
6109,K2065834791,2,0.0
6109,K2065834791,3,0.0
6109,C6302547891,1,512.0
6109,C6302547891,2,484.0
6109,C6302547891,3,368.0
6109,M1045238967,1,443.0
6109,M1045238967,2,425.0
6109,M1045238967,3,318.0
6109,Q9712586304,1,0.0
6109,Q9712586304,2,0.0
6109,Q9712586304,3,0.0
6109,L1374859620,1,516.0
6109,L1374859620,2,537.0
6109,L1374859620,3,438.0
6109,W0138579462,1,294.0
6109,W0138579462,2,180.0
6109,W0138579462,3,32.0
6109,R3428165907,1,0.0
6109,R3428165907,2,0.0
6109,R3428165907,3,0.0
6109,T3984125076,1,0.0
6109,T3984125076,2,0.0
6109,T3984125076,3,0.0
6109,L6534198207,1,485.0
6109,L6534198207,2,464.0
6109,L6534198207,3,334.0
6109,N3594706812,1,0.0
6109,N3594706812,2,0.0
6109,N3594706812,3,0.0
6109,U6920781354,1,0.0
6109,U6920781354,2,0.0
6109,U6920781354,3,0.0
6109,Q0745236891,1,0.0
6109,Q0745236891,2,0.0
6109,Q0745236891,3,0.0
6109,F1792834056,1,0.0
6109,F1792834056,2,0.0
6109,F1792834056,3,0.0
6109,B0528193476,1,411.0
6109,B0528193476,2,403.0
6109,B0528193476,3,345.0
6109,H1786052394,1,374.0
6109,H1786052394,2,329.0
6109,H1786052394,3,337.0
6109,U9521463078,1,0.0
6109,U9521463078,2,0.0
6109,U9521463078,3,0.0
6109,E8629504713,1,0.0
6109,E8629504713,2,0.0
6109,E8629504713,3,0.0
6109,C0725489613,1,0.0
6109,C0725489613,2,0.0
6109,C0725489613,3,0.0
6109,G8761593024,1,210.0
6109,G8761593024,2,155.0
6109,G8761593024,3,63.0
6109,F6780523941,1,397.0
6109,F6780523941,2,380.0
6109,F6780523941,3,293.0
6109,B9572163408,1,384.0
6109,B9572163408,2,347.0
6109,B9572163408,3,241.0
6109,V3095476812,1,225.0
6109,V3095476812,2,175.0
6109,V3095476812,3,149.0
6109,Y7365091482,1,0.0
6109,Y7365091482,2,0.0
6109,Y7365091482,3,0.0
6109,N5013684279,1,0.0
6109,N5013684279,2,0.0
6109,N5013684279,3,0.0
6109,U5143208769,1,0.0
6109,U5143208769,2,0.0
6109,U5143208769,3,0.0
6109,M2678415039,1,230.0
6109,M2678415039,2,256.0
6109,M2678415039,3,221.0
6109,T3852906714,1,132.0
6109,T3852906714,2,132.0
6109,T3852906714,3,132.0
6109,C2761049538,1,330.0
6109,C2761049538,2,335.0
