day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
2,7936,I7650298,U5143208769,1,8.8,80.0,1.2,97,72,96.0
2,7936,I2807314,E8629504713,2,8.8,33.0,2.9,97,72,95.7
2,7936,U4761950,E8629504713,3,8.8,33.0,2.9,97,72,95.7
2,7936,U4761950,N5013684279,4,5.8,17.0,2.7,64,40,45.900000000000006
2,7936,U4761950,T3852906714,5,8.8,32.0,3.0,97,72,96.0
2,7936,H8172350,N3594706812,6,8.8,55.0,1.5,97,72,82.5
2,6109,J6290517,G8761593024,7,5.8,42.0,1.3,64,40,54.6
2,6109,J6290517,L1374859620,8,8.8,46.0,2.1,97,72,96.60000000000001
2,6109,J6290517,C1649352807,9,8.8,44.0,2.2,97,72,96.80000000000001
2,6109,J6290517,C1649352807,10,8.8,12.0,2.2,97,72,26.400000000000002
2,6109,J6290517,H9648735201,11,8.8,57.0,1.7,97,72,96.89999999999999
2,6109,L7581362,V3095476812,12,8.8,47.0,1.7,97,72,79.89999999999999
2,6109,I3519068,F9276830145,13,8.8,41.0,2.1,97,72,86.10000000000001
2,7936,L7581362,N5013684279,14,8.8,35.0,2.7,97,72,94.5
2,6109,U4761950,L6534198207,15,8.8,34.0,2.8,97,72,95.19999999999999
2,6109,R4396702,X8753024961,16,8.8,34.0,2.8,97,72,95.19999999999999
2,6109,U4761950,B9572163408,17,8.8,35.0,2.7,97,72,94.5
2,6109,O2463517,W0138579462,18,8.8,44.0,2.2,97,72,96.80000000000001
2,6109,O2463517,W0138579462,19,8.8,36.0,2.2,97,72,79.2
2,6109,O2463517,L6534198207,20,5.8,18.0,2.8,64,40,50.4
2,6109,H8172350,B0528193476,21,8.8,59.0,1.2,97,72,70.8
2,6109,L7581362,M1045238967,22,5.8,53.0,1.2,64,40,63.599999999999994
2,6109,U4761950,F9276830145,23,8.8,45.0,2.1,97,72,94.5
3,6109,H8172350,F3081456297,24,8.8,35.0,2.7,97,72,94.5
2,6109,I7650298,C1649352807,25,8.8,44.0,2.2,97,72,96.80000000000001
3,6109,R4396702,W0138579462,26,8.8,44.0,2.2,97,72,96.80000000000001
2,6109,L7581362,F6780523941,27,8.8,33.0,2.9,97,72,95.7
3,6109,R4396702,L6534198207,28,8.8,34.0,2.8,97,72,95.19999999999999
3,6109,R4396702,L6534198207,29,8.8,34.0,2.8,97,72,95.19999999999999
3,6109,X3620948,L6534198207,30,8.8,34.0,2.8,97,72,95.19999999999999
