plant_code,product_code,produce_date,volume
6003,C8269547103,1,2
6003,C8269547103,2,2
6003,C8269547103,3,2
6003,G1678425903,1,2
6003,G1678425903,2,2
6003,G1678425903,3,2
6003,V4518230769,1,2
6003,V4518230769,2,2
6003,V4518230769,3,2
6003,H7546903128,1,2
6003,H7546903128,2,2
6003,H7546903128,3,2
6003,S1043825976,1,2
6003,S1043825976,2,2
6003,S1043825976,3,2
6003,M7639412580,1,2
6003,M7639412580,2,2
6003,M7639412580,3,2
6003,A7940652183,1,2
6003,A7940652183,2,2
6003,A7940652183,3,2
6003,U3168954702,1,2
6003,U3168954702,2,2
6003,U3168954702,3,2
6003,E4615390872,1,2
6003,E4615390872,2,2
6003,E4615390872,3,2
6003,F1604932578,1,2
6003,F1604932578,2,2
6003,F1604932578,3,2
6003,L4986352701,1,2
6003,L4986352701,2,2
6003,L4986352701,3,2
6003,A3721045869,1,2
6003,A3721045869,2,2
6003,A3721045869,3,2
6003,Z3607148952,1,2
6003,Z3607148952,2,2
6003,Z3607148952,3,2
6003,H4823015976,1,2
6003,H4823015976,2,2
6003,H4823015976,3,2
6003,A1390526847,1,2
6003,A1390526847,2,2
6003,A1390526847,3,2
6003,D7962504813,1,2
6003,D7962504813,2,2
6003,D7962504813,3,2
6003,B8467192053,1,2
6003,B8467192053,2,2
6003,B8467192053,3,2
6003,Q3047295861,1,2
6003,Q3047295861,2,2
6003,Q3047295861,3,2
6003,B5740139826,1,2
6003,B5740139826,2,2
6003,B5740139826,3,2
6003,I7865943210,1,2
6003,I7865943210,2,2
6003,I7865943210,3,2
6003,B1907485623,1,2
6003,B1907485623,2,2
6003,B1907485623,3,2
6003,J4813027695,1,2
6003,J4813027695,2,2
6003,J4813027695,3,2
6003,L7934862051,1,2
6003,L7934862051,2,2
6003,L7934862051,3,2
6003,Q5826970314,1,2
6003,Q5826970314,2,2
6003,Q5826970314,3,2
6003,J0279836451,1,2
6003,J0279836451,2,2
6003,J0279836451,3,2
6003,L9648302751,1,2
6003,L9648302751,2,2
6003,L9648302751,3,2
6003,D5483976120,1,2
6003,D5483976120,2,2
6003,D5483976120,3,2
6003,L0869375214,1,2
6003,L0869375214,2,2
6003,L0869375214,3,2
6003,B0478513926,1,2
6003,B0478513926,2,2
6003,B0478513926,3,2
6003,V7289563104,1,2
6003,V7289563104,2,2
6003,V7289563104,3,2
6003,W5019837462,1,2
6003,W5019837462,2,2
6003,W5019837462,3,2
6003,G2938514607,1,2
6003,G2938514607,2,2
6003,G2938514607,3,2
6003,S3082547169,1,2
6003,S3082547169,2,2
6003,S3082547169,3,2
6003,S6145732098,1,2
6003,S6145732098,2,2
6003,S6145732098,3,2
6003,D2173085964,1,2
6003,D2173085964,2,2
6003,D2173085964,3,2
6003,L3418652097,1,2
6003,L3418652097,2,2
6003,L3418652097,3,2
6003,Y4798162503,1,2
6003,Y4798162503,2,2
6003,Y4798162503,3,2
6003,O6178329405,1,2
6003,O6178329405,2,2
6003,O6178329405,3,2
6003,U7298361540,1,2
6003,U7298361540,2,2
6003,U7298361540,3,2
6003,M0735914862,1,2
6003,M0735914862,2,2
6003,M0735914862,3,2
6003,K1987452360,1,2
6003,K1987452360,2,2
6003,K1987452360,3,2
6003,Q4387169205,1,2
6003,Q4387169205,2,2
6003,Q4387169205,3,2
6003,V2043875169,1,2
6003,V2043875169,2,2
6003,V2043875169,3,2
6003,G4539028716,1,2
6003,G4539028716,2,2
6003,G4539028716,3,2
6003,W7468192503,1,2
6003,W7468192503,2,2
6003,W7468192503,3,2
6003,L7083651294,1,2
6003,L7083651294,2,2
6003,L7083651294,3,2
6003,U6597318204,1,2
6003,U6597318204,2,2
6003,U6597318204,3,2
6207,C8269547103,1,2
6207,C8269547103,2,2
6207,C8269547103,3,2
6207,G1678425903,1,2
6207,G1678425903,2,2
6207,G1678425903,3,2
6207,V4518230769,1,2
6207,V4518230769,2,2
6207,V4518230769,3,2
6207,H7546903128,1,2
6207,H7546903128,2,2
6207,H7546903128,3,2
6207,S1043825976,1,2
6207,S1043825976,2,2
6207,S1043825976,3,2
6207,M7639412580,1,2
6207,M7639412580,2,2
6207,M7639412580,3,2
6207,A7940652183,1,2
6207,A7940652183,2,2
6207,A7940652183,3,2
6207,U3168954702,1,2
6207,U3168954702,2,2
6207,U3168954702,3,2
6207,E4615390872,1,2
