client_code,product_code,volume
S0892356,W5019837462,113
S0892356,B5740139826,87
S0892356,U3168954702,86
S0892356,C8269547103,52
S0892356,J4813027695,59
S0892356,Q5826970314,38
S0892356,J0279836451,97
S0892356,V4518230769,104
S0892356,Y4798162503,84
S0892356,A3721045869,74
S0892356,H7546903128,71
S0892356,D5483976120,93
F7854630,C8269547103,50
F7854630,M7639412580,72
F7854630,A7940652183,90
F7854630,U3168954702,120
F7854630,E4615390872,70
F7854630,A3721045869,81
F7854630,Z3607148952,59
F7854630,A1390526847,92
F7854630,D7962504813,35
F7854630,B8467192053,86
F7854630,Q3047295861,31
F7854630,J4813027695,60
F7854630,L7934862051,98
F7854630,Q5826970314,48
F7854630,J0279836451,48
F7854630,L9648302751,47
F7854630,L0869375214,100
F7854630,W5019837462,63
F7854630,S6145732098,45
F7854630,G2938514607,120
F7854630,S3082547169,53
F7854630,D2173085964,86
F7854630,L3418652097,85
F7854630,O6178329405,108
F7854630,Y4798162503,120
F7854630,M0735914862,97
F7854630,V2043875169,97
F7854630,Q4387169205,61
F7854630,W7468192503,44
F7854630,L7083651294,94
F7854630,U6597318204,38
A5270168,Q5826970314,35
A5270168,U3168954702,108
U3410576,B5740139826,84
U3410576,S6145732098,119
U3410576,B0478513926,63
U3410576,U3168954702,59
U3410576,A3721045869,46
U3410576,O6178329405,57
U3410576,K1987452360,91
U3410576,W7468192503,60
U3410576,L7083651294,50
U3410576,B8467192053,93
A5198476,C8269547103,68
A5198476,G1678425903,115
A5198476,V4518230769,107
A5198476,H7546903128,77
A5198476,M7639412580,116
A5198476,A7940652183,103
A5198476,U3168954702,50
A5198476,E4615390872,108
A5198476,L4986352701,68
A5198476,Z3607148952,47
A5198476,H4823015976,109
A5198476,A1390526847,49
A5198476,Q3047295861,33
A5198476,B5740139826,48
A5198476,I7865943210,47
A5198476,B1907485623,59
A5198476,L7934862051,96
A5198476,Q5826970314,46
A5198476,J0279836451,119
A5198476,D5483976120,82
A5198476,V7289563104,114
A5198476,G2938514607,67
A5198476,S3082547169,102
A5198476,L3418652097,87
A5198476,Y4798162503,94
A5198476,G4539028716,71
A5198476,W7468192503,42
A5198476,L7083651294,49
A5198476,U6597318204,87
E0598612,C8269547103,40
E0598612,G1678425903,65
E0598612,V4518230769,47
E0598612,H7546903128,71
E0598612,M7639412580,111
E0598612,A7940652183,80
E0598612,U3168954702,73
E0598612,F1604932578,87
E0598612,L4986352701,107
E0598612,A3721045869,96
E0598612,Z3607148952,46
E0598612,H4823015976,54
E0598612,A1390526847,85
E0598612,D7962504813,106
E0598612,B8467192053,70
E0598612,Q3047295861,78
E0598612,B5740139826,77
E0598612,J4813027695,55
E0598612,L7934862051,70
E0598612,Q5826970314,108
E0598612,J0279836451,50
E0598612,L9648302751,69
E0598612,V7289563104,115
E0598612,S6145732098,105
E0598612,B0478513926,35
E0598612,W7468192503,87
E0598612,G2938514607,97
E0598612,S3082547169,109
E0598612,D2173085964,65
E0598612,Y4798162503,75
E0598612,O6178329405,97
E0598612,K1987452360,67
E0598612,V2043875169,71
E0598612,Q4387169205,65
E0598612,L7083651294,48
E0598612,M0735914862,82
E0598612,L3418652097,111
E0598612,G4539028716,98
I8096721,C8269547103,66
I8096721,S1043825976,45
I8096721,M7639412580,34
I8096721,A7940652183,97
I8096721,U3168954702,115
I8096721,F1604932578,80
I8096721,L4986352701,35
I8096721,Z3607148952,82
I8096721,H4823015976,109
I8096721,A1390526847,88
I8096721,D7962504813,66
I8096721,Q3047295861,36
I8096721,B5740139826,82
I8096721,I7865943210,99
I8096721,B1907485623,63
I8096721,J4813027695,63
I8096721,Q5826970314,95
I8096721,J0279836451,118
I8096721,L9648302751,119
I8096721,D5483976120,75
I8096721,L0869375214,116
I8096721,B0478513926,60
I8096721,W5019837462,48
I8096721,G2938514607,63
I8096721,S3082547169,110
I8096721,D2173085964,87
I8096721,O6178329405,100
I8096721,K1987452360,92
I8096721,M0735914862,101
I8096721,G4539028716,74
I8096721,U6597318204,39
N6312705,C8269547103,106
N6312705,G1678425903,101
N6312705,V4518230769,54
N6312705,H7546903128,53
N6312705,S1043825976,34
N6312705,M7639412580,43
N6312705,A7940652183,38
N6312705,U3168954702,103
N6312705,F1604932578,67
N6312705,E4615390872,64
N6312705,L4986352701,45
N6312705,A3721045869,115
N6312705,Z3607148952,90
N6312705,H4823015976,33
N6312705,A1390526847,62
N6312705,D7962504813,32
N6312705,B8467192053,114
N6312705,Q3047295861,96
N6312705,I7865943210,41
N6312705,B1907485623,41
N6312705,J4813027695,79
N6312705,Q5826970314,96
N6312705,J0279836451,38
N6312705,D5483976120,40
N6312705,B0478513926,50
N6312705,S6145732098,59
N6312705,W5019837462,50
N6312705,G2938514607,88
N6312705,L3418652097,69
N6312705,Y4798162503,117
N6312705,U7298361540,66
N6312705,Q4387169205,96
N6312705,W7468192503,108
N6312705,L7083651294,43
N6312705,U6597318204,59
Z0496752,G1678425903,55
Z0496752,V4518230769,64
Z0496752,H7546903128,46
Z0496752,M7639412580,99
Z0496752,A7940652183,62
Z0496752,U3168954702,48
Z0496752,F1604932578,45
Z0496752,A3721045869,115
Z0496752,H4823015976,84
Z0496752,A1390526847,54
Z0496752,Q3047295861,102
Z0496752,I7865943210,57
Z0496752,B1907485623,52
Z0496752,J4813027695,76
Z0496752,L7934862051,81
Z0496752,Q5826970314,77
Z0496752,L0869375214,50
Z0496752,B0478513926,53
Z0496752,S6145732098,108
Z0496752,W5019837462,68
Z0496752,V7289563104,66
Z0496752,S3082547169,52
Z0496752,Y4798162503,40
Z0496752,U7298361540,62
Z0496752,M0735914862,101
Z0496752,Q4387169205,113
Z0496752,G4539028716,57
Z0496752,L3418652097,38
Z0496752,L7083651294,95
Z0496752,U6597318204,60
N7160982,B0478513926,116
N7160982,U3168954702,42
N7160982,E4615390872,83
N7160982,C8269547103,43
N7160982,J0279836451,65
N7160982,Y4798162503,53
N7160982,U7298361540,50
N7160982,H4823015976,102
N7160982,S1043825976,54
N7160982,A1390526847,37
N7160982,M7639412580,71
N7160982,A7940652183,32
A5438716,C8269547103,63
A5438716,G1678425903,76
A5438716,V4518230769,102
A5438716,H7546903128,69
A5438716,S1043825976,73
A5438716,A7940652183,72
A5438716,U3168954702,95
A5438716,F1604932578,108
A5438716,E4615390872,113
A5438716,L4986352701,48
A5438716,A3721045869,101
A5438716,Z3607148952,42
A5438716,A1390526847,87
A5438716,B8467192053,85
A5438716,Q3047295861,88
A5438716,B5740139826,112
A5438716,I7865943210,37
A5438716,B1907485623,73
A5438716,J4813027695,36
A5438716,L7934862051,43
A5438716,Q5826970314,89
A5438716,L0869375214,88
A5438716,V7289563104,72
A5438716,W5019837462,43
A5438716,G2938514607,79
A5438716,S3082547169,55
A5438716,D2173085964,90
A5438716,L3418652097,111
A5438716,Y4798162503,115
A5438716,O6178329405,116
A5438716,U7298361540,107
A5438716,K1987452360,45
A5438716,V2043875169,58
A5438716,Q4387169205,82
A5438716,M0735914862,96
A5438716,L7083651294,96
A5438716,W7468192503,31
A5438716,G4539028716,51
Y1834297,C8269547103,77
Y1834297,G1678425903,50
Y1834297,H7546903128,40
Y1834297,M7639412580,117
Y1834297,E4615390872,63
Y1834297,F1604932578,58
Y1834297,L4986352701,117
Y1834297,A3721045869,91
Y1834297,Z3607148952,98
Y1834297,H4823015976,32
Y1834297,B8467192053,76
Y1834297,Q3047295861,57
Y1834297,I7865943210,50
Y1834297,B1907485623,79
Y1834297,J4813027695,81
Y1834297,L7934862051,107
Y1834297,Q5826970314,104
Y1834297,J0279836451,109
Y1834297,L9648302751,45
Y1834297,D5483976120,57
Y1834297,V7289563104,41
Y1834297,L0869375214,118
Y1834297,W5019837462,95
Y1834297,G2938514607,92
Y1834297,S3082547169,106
Y1834297,D2173085964,100
Y1834297,Y4798162503,73
Y1834297,L7083651294,47
Y1834297,V2043875169,36
Y1834297,K1987452360,72
Y1834297,L3418652097,110
Y1834297,G4539028716,111
Y1834297,U6597318204,45
A8693047,C8269547103,46
A8693047,G1678425903,63
A8693047,S1043825976,99
A8693047,M7639412580,53
A8693047,A7940652183,109
A8693047,U3168954702,100
A8693047,E4615390872,105
A8693047,F1604932578,113
A8693047,L4986352701,116
A8693047,A3721045869,49
A8693047,Z3607148952,101
A8693047,H4823015976,99
A8693047,A1390526847,35
A8693047,B8467192053,79
A8693047,Q3047295861,102
A8693047,B5740139826,62
A8693047,I7865943210,78
A8693047,B1907485623,54
A8693047,J4813027695,98
A8693047,L7934862051,108
A8693047,Q5826970314,110
A8693047,J0279836451,59
A8693047,L9648302751,108
A8693047,D5483976120,61
A8693047,L0869375214,111
A8693047,S6145732098,97
A8693047,V7289563104,94
A8693047,W5019837462,52
A8693047,W7468192503,84
A8693047,S3082547169,67
A8693047,B0478513926,111
A8693047,G2938514607,63
A8693047,D2173085964,105
A8693047,Y4798162503,31
A8693047,O6178329405,35
A8693047,U7298361540,115
A8693047,M0735914862,112
A8693047,L7083651294,55
A8693047,Q4387169205,104
A8693047,K1987452360,82
A8693047,V2043875169,42
A8693047,L3418652097,32
A8693047,G4539028716,115
