plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1401,2,R4589201,1,16.9,6.0,122,64,6.6000000000000005
4111,3,P3284107,1,16.9,6.0,122,64,6.6000000000000005
4111,4,J8793064,1,16.9,2.0,122,64,2.2
4111,5,R0981745,1,16.9,4.0,122,64,4.4
6415,7,P3284107,1,7.0,19.0,78,40,20.9
7468,1,R4589201,1,16.9,10.0,122,64,11.0
7468,6,T9872051,1,4.2,14.0,36,24,15.400000000000002
1401,2,R4589201,1,16.9,8.0,122,64,12.8
4111,3,P3284107,1,16.9,9.0,122,64,14.4
4111,4,J8793064,1,16.9,8.0,122,64,12.0
4111,5,R0981745,1,16.9,15.0,122,64,25.5
6415,7,P3284107,1,7.0,4.0,78,40,6.4
7468,1,R4589201,1,16.9,4.0,122,64,6.8
7468,6,T9872051,1,4.2,4.0,36,24,4.0
1401,2,R4589201,1,16.9,4.0,122,64,6.8
4111,3,P3284107,1,16.9,9.0,122,64,15.3
4111,4,J8793064,1,16.9,18.0,122,64,21.6
4111,5,R0981745,1,16.9,13.0,122,64,19.5
6415,7,P3284107,1,7.0,5.0,78,40,8.5
7468,1,R4589201,1,16.9,6.0,122,64,14.4
7468,6,T9872051,1,4.2,16.0,36,24,16.0
1401,2,R4589201,1,16.9,14.0,122,64,21.0
4111,3,P3284107,1,16.9,9.0,122,64,13.5
4111,4,J8793064,1,16.9,20.0,122,64,26.0
4111,5,R0981745,1,16.9,20.0,122,64,32.0
4111,6,R0981745,2,16.9,5.0,122,64,5.5
6415,7,P3284107,1,7.0,3.0,78,40,4.5
7468,1,R4589201,1,16.9,15.0,122,64,24.0
1401,2,R4589201,1,16.9,16.0,122,64,25.6
4111,3,P3284107,1,16.9,15.0,122,64,24.0
4111,4,J8793064,1,16.9,4.0,122,64,4.4
4111,5,R0981745,1,16.9,4.0,122,64,5.2
4111,6,R0981745,2,16.9,13.0,122,64,22.1
6415,7,P3284107,1,7.0,13.0,78,40,20.8
7468,1,R4589201,1,16.9,13.0,122,64,14.3
1401,2,R4589201,1,16.9,14.0,122,64,18.2
4111,3,P3284107,1,16.9,1.0,122,64,2.1
4111,4,J8793064,1,16.9,8.0,122,64,8.0
4111,5,R0981745,1,16.9,8.0,122,64,8.0
4111,6,R0981745,2,16.9,6.0,122,64,9.0
6415,7,P3284107,1,7.0,14.0,78,40,14.0
7468,1,R4589201,1,16.9,14.0,122,64,22.4
1401,2,R4589201,1,16.9,11.0,122,64,12.1
4111,3,P3284107,1,16.9,23.0,122,64,23.0
4111,4,J8793064,1,16.9,3.0,122,64,4.800000000000001
4111,5,R0981745,1,16.9,10.0,122,64,12.0
4111,6,R0981745,2,16.9,2.0,122,64,3.2
6415,7,P3284107,1,7.0,2.0,78,40,2.4
7468,1,R4589201,1,16.9,29.0,122,64,29.0
1401,1,T3645201,2,16.9,3.0,122,64,4.5
1401,2,R4589201,1,16.9,15.0,122,64,18.0
4111,3,P3284107,1,16.9,8.0,122,64,9.6
4111,4,J8793064,1,16.9,16.0,122,64,16.0
4111,5,R0981745,1,16.9,10.0,122,64,10.0
4111,6,R0981745,2,16.9,20.0,122,64,26.0
7468,7,M0853296,2,16.9,9.0,122,64,17.099999999999998
1401,1,T3645201,2,16.9,15.0,122,64,18.0
1401,2,U5072896,2,16.9,1.0,122,64,1.5
4111,3,P3284107,1,16.9,12.0,122,64,12.0
4111,4,J8793064,1,16.9,22.0,122,64,26.4
4111,5,R0981745,1,16.9,4.0,122,64,4.8
