client_code,product_code,day,volume
M7120563,I1094873652,7,0
Z4503791,F6428950713,7,0
T9872051,O0479216835,7,0
R4589201,F6428950713,7,3
R4589201,K9643285701,7,6
R0981745,Y1874936250,7,6
J8793064,K0287391654,7,0
T3645201,O0479216835,7,5
T3645201,I1094873652,7,0
R0981745,D6195430287,7,2
M0853296,B8591740263,7,2
D6401578,N0754389126,7,4
Z4503791,K9643285701,7,0
R4589201,J7389460215,7,0
D6401578,X5690823741,7,5
J8793064,O1269703584,7,5
U4832951,X5690823741,7,1
D6401578,B8591740263,7,1
T9872051,X5690823741,7,16
J8793064,B8591740263,7,0
P3284107,T4532670891,7,12
T9872051,F3078954621,7,9
Z4503791,Y4183569027,7,0
M7120563,F6428950713,7,0
Z4503791,Y1874936250,7,5
P3284107,Q4195670832,7,0
D6401578,Y4183569027,7,0
P3284107,D8165709432,7,7
P3284107,Y1874936250,7,6
M7120563,F3078954621,7,8
T9872051,K8157436092,7,0
U4832951,W2319574608,7,0
T3645201,F6428950713,7,0
U4832951,D6195430287,7,3
U4832951,D8165709432,7,0
M0853296,W2319574608,7,0
U5072896,U9301486527,7,13
T3645201,D8165709432,7,0
Z4503791,B8591740263,7,0
M0853296,K8157436092,7,0
U5072896,B8591740263,7,2
R0981745,W2319574608,7,0
U4832951,U9301486527,7,3
Z4503791,I1094873652,7,0
R4589201,B8591740263,7,6
D6401578,D6195430287,7,8
J8793064,F3078954621,7,2
R0981745,T4532670891,7,16
R4589201,U9301486527,7,10
J8793064,L4389106257,7,5
D6401578,K8157436092,7,0
M0853296,K0287391654,7,0
M0853296,N0754389126,7,0
R0981745,Q4195670832,7,1
M0853296,T4532670891,7,0
P3284107,W2319574608,7,0
J8793064,Y1874936250,7,3
T9872051,T4532670891,7,8
T3645201,V7081634259,7,5
T3645201,X5690823741,7,6
D6401578,K9643285701,7,7
Z4503791,D8165709432,7,3
P3284107,F3078954621,7,3
D6401578,I1094873652,7,4
T9872051,F6428950713,7,0
T3645201,W2319574608,7,2
U4832951,O0479216835,7,0
Z4503791,O0479216835,7,3
T9872051,Q4195670832,7,0
J8793064,Q4195670832,7,14
U5072896,I1094873652,7,1
U5072896,X5690823741,7,9
D6401578,F3078954621,7,2
M7120563,J7389460215,7,0
T9872051,Q7650829134,7,0
R0981745,D8165709432,7,1
U5072896,V7081634259,7,0
R0981745,B8591740263,7,7
J8793064,Q7650829134,7,5
Z4503791,T4532670891,7,7
R0981745,K9643285701,7,1
D6401578,J7389460215,7,6
M0853296,K9643285701,7,5
