plant_code,product_code,day,volume
7468,K0287391654,7,19.0
1401,D8165709432,7,0.0
4111,Y1874936250,7,0.0
4111,J7389460215,7,0.0
1401,E1705348269,7,0.0
1401,B8591740263,7,0.0
1401,F6428950713,7,0.0
1401,U9301486527,7,0.0
1401,N0754389126,7,-0.0
1401,T4532670891,7,-0.0
4111,D6195430287,7,0.0
7468,F3078954621,7,0.0
7468,D8165709432,7,0.0
6415,T4532670891,7,0.0
7468,Q4195670832,7,0.0
6415,F6428950713,7,0.0
1401,Q7650829134,7,0.0
4111,K9643285701,7,0.0
1401,W2319574608,7,-0.0
6415,O0479216835,7,0.0
4111,B8591740263,7,0.0
6415,Y1874936250,7,0.0
1401,X5690823741,7,0.0
7468,E1705348269,7,0.0
7468,J7389460215,7,0.0
4111,L1809275364,7,-0.0
7468,T4532670891,7,0.0
1401,L4389106257,7,0.0
4111,F3078954621,7,0.0
6415,L4389106257,7,0.0
7468,O1269703584,7,0.0
1401,O0479216835,7,0.0
7468,Y4183569027,7,-0.0
4111,X5690823741,7,-0.0
7468,O0479216835,7,0.0
7468,L4389106257,7,14.0
4111,D8165709432,7,0.0
1401,F3078954621,7,0.0
4111,L4389106257,7,0.0
4111,T4532670891,7,0.0
6415,Q7650829134,7,0.0
6415,D5092367814,7,0.0
4111,U9301486527,7,-0.0
6415,B8591740263,7,0.0
7468,I1094873652,7,9.0
6415,F3078954621,7,0.0
7468,D6195430287,7,0.0
6415,O1269703584,7,9.0
4111,E1705348269,7,0.0
1401,Y1874936250,7,-0.0
7468,V7081634259,7,0.0
7468,Y1874936250,7,0.0
6415,L1809275364,7,0.0
4111,Q7650829134,7,0.0
6415,D8165709432,7,14.0
4111,D5092367814,7,0.0
4111,O0479216835,7,27.0
1401,D6195430287,7,0.0
1401,K8157436092,7,0.0
7468,B8591740263,7,0.0
6415,W2319574608,7,0.0
1401,K0287391654,7,0.0
6415,D6195430287,7,-0.0
1401,V7081634259,7,0.0
1401,D5092367814,7,0.0
1401,K9643285701,7,0.0
7468,L1809275364,7,0.0
6415,X5690823741,7,0.0
6415,U9301486527,7,0.0
6415,K0287391654,7,0.0
6415,N0754389126,7,-0.0
6415,K9643285701,7,-0.0
1401,L1809275364,7,-0.0
7468,Q7650829134,7,0.0
1401,J7389460215,7,0.0
7468,U9301486527,7,0.0
1401,I1094873652,7,0.0
4111,O1269703584,7,0.0
4111,V7081634259,7,0.0
1401,Q4195670832,7,0.0
6415,E1705348269,7,0.0
6415,J7389460215,7,0.0
4111,Y4183569027,7,0.0
6415,I1094873652,7,0.0
