plant_code,product_code,produce_date,volume
7132,E6147389502,1,2
7132,E6147389502,2,2
7132,E6147389502,3,2
7132,G5436872190,1,2
7132,G5436872190,2,2
7132,G5436872190,3,2
7132,R4917806253,1,2
7132,R4917806253,2,2
7132,R4917806253,3,2
7132,H5486907231,1,2
7132,H5486907231,2,2
7132,H5486907231,3,2
7132,H7154863290,1,2
7132,H7154863290,2,2
7132,H7154863290,3,2
7132,S2504713896,1,2
7132,S2504713896,2,2
7132,S2504713896,3,2
7132,B7815296034,1,2
7132,B7815296034,2,2
7132,B7815296034,3,2
7132,U2013846579,1,2
7132,U2013846579,2,2
7132,U2013846579,3,2
7132,Y5780213946,1,2
7132,Y5780213946,2,2
7132,Y5780213946,3,2
7132,G6740295183,1,2
7132,G6740295183,2,2
7132,G6740295183,3,2
7132,X8106375924,1,2
7132,X8106375924,2,2
7132,X8106375924,3,2
7132,N3057426891,1,2
7132,N3057426891,2,2
7132,N3057426891,3,2
7132,R0976214385,1,2
7132,R0976214385,2,2
7132,R0976214385,3,2
7132,W7125098436,1,2
7132,W7125098436,2,2
7132,W7125098436,3,2
7132,S1843562790,1,2
7132,S1843562790,2,2
7132,S1843562790,3,2
7132,P3758960421,1,2
7132,P3758960421,2,2
7132,P3758960421,3,2
7132,B4983106257,1,2
7132,B4983106257,2,2
7132,B4983106257,3,2
7132,A3625907841,1,2
7132,A3625907841,2,2
7132,A3625907841,3,2
6300,E6147389502,1,2
6300,E6147389502,2,2
6300,E6147389502,3,2
6300,G5436872190,1,2
6300,G5436872190,2,2
6300,G5436872190,3,2
6300,R4917806253,1,2
6300,R4917806253,2,2
6300,R4917806253,3,2
6300,H5486907231,1,2
6300,H5486907231,2,2
6300,H5486907231,3,2
6300,H7154863290,1,2
6300,H7154863290,2,2
6300,H7154863290,3,2
6300,S2504713896,1,2
6300,S2504713896,2,2
6300,S2504713896,3,2
6300,B7815296034,1,2
6300,B7815296034,2,2
6300,B7815296034,3,2
6300,U2013846579,1,2
6300,U2013846579,2,2
6300,U2013846579,3,2
6300,Y5780213946,1,2
6300,Y5780213946,2,2
6300,Y5780213946,3,2
6300,G6740295183,1,2
6300,G6740295183,2,2
6300,G6740295183,3,2
6300,X8106375924,1,2
6300,X8106375924,2,2
6300,X8106375924,3,2
6300,N3057426891,1,2
6300,N3057426891,2,2
6300,N3057426891,3,2
6300,R0976214385,1,2
6300,R0976214385,2,2
6300,R0976214385,3,2
6300,W7125098436,1,2
6300,W7125098436,2,2
6300,W7125098436,3,2
6300,S1843562790,1,2
6300,S1843562790,2,2
6300,S1843562790,3,2
6300,P3758960421,1,2
6300,P3758960421,2,2
6300,P3758960421,3,2
6300,B4983106257,1,2
6300,B4983106257,2,2
6300,B4983106257,3,2
6300,A3625907841,1,2
6300,A3625907841,2,2
6300,A3625907841,3,2
