product_code,standard_size
Y2794368150,2.7
Z7096538241,2.4
G8162459730,1.6
D1926475380,2.8
L6237054198,1.1
B4903615287,1.4
X8610723594,1.9
U4108925367,1.7
C4037916258,2.4
E5260194783,2.6
G6950724138,1.5
P4937856102,2.1
I5728943016,1.0
O6489157023,2.2
S7468290135,2.5
O9135240678,3.0
E6385207914,2.5
F3908716452,2.8
P6319058724,1.2
T1542860739,1.8
A2049836157,2.4
E2693708541,1.4
M8769142053,1.2
Z8604539127,1.6
O4528369017,1.1
S6732509814,1.8
W5139482076,1.3
C1674029853,2.7
N2718403956,2.5
C2483016579,2.4
M5830612479,2.7
A7841026539,3.0
P3279548160,1.9
L6945123078,2.8
R4916325078,2.2
P3509461872,2.2
I5182406397,2.8
S7296154380,1.7
O1925874603,1.7
D4783065129,1.5
E8517963402,2.0
W4035921876,2.2
M1682374059,2.1
I5013769824,1.7
U2510934876,2.7
M3057841692,1.5
N3671982540,2.7
B8147902563,1.8
Q1264987530,2.8
