plant_code,product_code,volume
1909,Y2794368150,118
1909,Z7096538241,160
1909,G8162459730,143
1909,D1926475380,122
1909,L6237054198,165
1909,B4903615287,97
1909,X8610723594,100
1909,U4108925367,135
1909,C4037916258,124
1909,E5260194783,91
1909,G6950724138,110
1909,P4937856102,147
1909,I5728943016,74
1909,O6489157023,148
1909,S7468290135,140
1909,O9135240678,83
1909,E6385207914,148
1909,F3908716452,151
1909,P6319058724,185
1909,T1542860739,200
1909,A2049836157,175
1909,E2693708541,100
1909,M8769142053,138
1909,Z8604539127,201
1909,O4528369017,98
1909,S6732509814,104
1909,W5139482076,84
1909,C1674029853,109
1909,N2718403956,141
1909,C2483016579,66
1909,M5830612479,123
1909,A7841026539,128
1909,P3279548160,180
1909,L6945123078,157
1909,R4916325078,133
1909,P3509461872,131
1909,I5182406397,77
1909,S7296154380,149
1909,O1925874603,119
1909,D4783065129,168
1909,E8517963402,74
1909,W4035921876,64
1909,M1682374059,121
1909,I5013769824,187
1909,U2510934876,108
1909,M3057841692,203
4865,Y2794368150,115
4865,Z7096538241,117
4865,G8162459730,99
4865,D1926475380,122
4865,L6237054198,158
4865,B4903615287,145
4865,X8610723594,116
4865,U4108925367,149
4865,C4037916258,75
4865,E5260194783,109
4865,G6950724138,94
4865,P4937856102,142
4865,I5728943016,219
4865,O6489157023,78
4865,S7468290135,172
4865,O9135240678,93
4865,E6385207914,69
4865,F3908716452,98
4865,P6319058724,186
4865,T1542860739,131
4865,A2049836157,146
4865,E2693708541,155
4865,M8769142053,121
4865,Z8604539127,162
4865,O4528369017,95
4865,S6732509814,68
4865,W5139482076,77
4865,C1674029853,124
4865,N2718403956,201
4865,C2483016579,84
4865,M5830612479,83
4865,A7841026539,96
4865,P3279548160,127
4865,L6945123078,90
4865,R4916325078,77
4865,P3509461872,100
4865,I5182406397,60
4865,S7296154380,71
4865,O1925874603,71
4865,D4783065129,67
4865,E8517963402,133
4865,W4035921876,95
4865,M1682374059,165
4865,I5013769824,173
4865,U2510934876,119
4865,M3057841692,280
4865,N3671982540,370
4865,B8147902563,221
4865,Q1264987530,438
5610,Y2794368150,133
5610,Z7096538241,88
5610,G8162459730,170
5610,D1926475380,107
5610,L6237054198,191
5610,B4903615287,99
5610,X8610723594,174
5610,U4108925367,108
5610,C4037916258,208
5610,E5260194783,59
5610,G6950724138,144
5610,P4937856102,185
5610,I5728943016,131
5610,O6489157023,146
5610,S7468290135,87
5610,O9135240678,200
5610,E6385207914,98
5610,F3908716452,163
5610,P6319058724,96
5610,T1542860739,123
5610,A2049836157,109
5610,E2693708541,141
5610,M8769142053,179
5610,Z8604539127,122
5610,O4528369017,166
5610,S6732509814,174
5610,W5139482076,61
5610,C1674029853,147
5610,N2718403956,146
5610,C2483016579,51
5610,M5830612479,74
5610,A7841026539,184
5610,P3279548160,163
5610,L6945123078,152
5610,R4916325078,89
5610,P3509461872,136
5610,I5182406397,60
5610,S7296154380,188
5610,O1925874603,83
5610,D4783065129,105
5610,E8517963402,164
5610,W4035921876,157
5610,M1682374059,62
