day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,4302,A0319468,262,18.1,107.0,144,75,144.0
1,4302,A0319468,322,12.3,70.0,95,53,95.0
1,4302,C1328495,26,18.1,79.0,144,75,143.0
1,4302,C1328495,168,18.1,80.0,144,75,144.0
1,4302,C1328495,189,5.1,38.0,61,33,61.0
1,4302,C1328495,277,18.1,103.0,144,75,144.0
1,4302,C8103964,101,5.1,27.0,61,33,60.900000000000006
1,4302,C8103964,102,5.1,27.0,61,33,60.900000000000006
1,4302,C8103964,143,5.1,22.0,61,33,60.4
1,4302,C8103964,166,12.3,35.0,95,53,94.9
1,4302,C8103964,211,18.1,90.0,144,75,143.9
1,4302,C8103964,278,18.1,76.0,144,75,143.9
1,4302,C8103964,299,18.1,50.0,144,75,144.0
1,4302,C8103964,320,18.1,56.0,144,75,144.00000000000003
1,4302,C8103964,321,18.1,56.0,144,75,144.00000000000003
1,4302,C8103964,348,18.1,112.0,144,75,144.0
1,4302,G9261875,42,18.1,110.0,144,75,143.0
1,4302,G9261875,55,12.3,63.0,95,53,94.5
1,4302,I4629105,152,18.1,50.0,144,75,143.6
1,4302,K3120457,14,18.1,130.0,144,75,143.3
1,4302,K3120457,77,18.1,75.0,144,75,143.1
1,4302,K3120457,115,18.1,55.0,144,75,143.20000000000002
1,4302,K3120457,280,18.1,111.0,144,75,144.0
1,4302,K3978204,39,18.1,116.0,144,75,143.8
1,4302,K3978204,204,18.1,50.0,144,75,143.7
1,4302,K3978204,313,18.1,55.0,144,75,144.0
1,4302,K8530912,86,5.1,27.0,61,33,60.900000000000006
1,4302,K8530912,87,5.1,27.0,61,33,60.900000000000006
1,4302,K8530912,163,18.1,52.0,144,75,144.0
1,4302,K8530912,164,18.1,52.0,144,75,144.0
1,4302,K8530912,238,18.1,83.0,144,75,144.0
1,4302,K8530912,303,18.1,100.0,144,75,144.0
1,4302,K8530912,335,18.1,56.0,144,75,144.0
1,4302,K8530912,336,18.1,56.0,144,75,144.0
1,4302,K8530912,345,18.1,58.0,144,75,144.0
1,4795,A0319468,72,18.1,110.0,144,75,143.3
1,4795,A0319468,154,18.1,85.0,144,75,144.0
1,4795,A0319468,263,18.1,72.0,144,75,144.0
1,4795,A0319468,317,18.1,69.0,144,75,143.70000000000002
1,4795,A0319468,330,12.3,47.0,95,53,94.0
1,4795,A0319468,340,18.1,55.0,144,75,143.0
1,4795,A0319468,350,18.1,74.0,144,75,144.0
1,4795,A0319468,385,18.1,118.0,144,75,144.0
1,4795,A0319468,397,18.1,106.0,144,75,144.0
1,4795,A0319468,398,18.1,73.0,144,75,144.0
1,4795,C1328495,43,18.1,74.0,144,75,143.39999999999998
1,4795,C1328495,63,18.1,72.0,144,75,144.0
1,4795,C1328495,95,5.1,29.0,61,33,60.900000000000006
1,4795,C1328495,160,12.3,47.0,95,53,94.0
1,4795,C1328495,302,18.1,69.0,144,75,144.0
1,4795,C8103964,90,18.1,84.0,144,75,143.5
1,4795,C8103964,117,18.1,80.0,144,75,144.0
1,4795,C8103964,177,12.3,47.0,95,53,94.0
1,4795,C8103964,210,18.1,72.0,144,75,144.0
1,4795,C8103964,228,18.1,72.0,144,75,144.0
1,4795,C8103964,240,5.1,29.0,61,33,60.900000000000006
1,4795,C8103964,257,18.1,68.0,144,75,142.8
1,4795,C8103964,270,12.3,38.0,95,53,95.0
1,4795,C8103964,285,5.1,20.0,61,33,60.0
1,4795,C8103964,314,12.3,37.0,95,53,94.89999999999999
1,4795,C8103964,324,5.1,46.0,61,33,59.8
1,4795,C8103964,343,5.1,46.0,61,33,61.0
1,4795,C8103964,388,18.1,72.0,144,75,144.0
1,4795,G9261875,161,18.1,93.0,144,75,144.0
1,4795,I4629105,150,12.3,47.0,95,53,94.0
1,4795,I4629105,287,5.1,32.0,61,33,60.8
1,4795,I4629105,342,18.1,70.0,144,75,144.0
1,4795,I4629105,356,18.1,104.0,144,75,144.0
1,4795,K3120457,105,12.3,73.0,95,53,94.9
1,4795,K3120457,174,12.3,49.0,95,53,95.0
1,4795,K3120457,175,12.3,49.0,95,53,95.0
1,4795,K3120457,205,5.1,30.0,61,33,60.0
