client_code,product_code,day,volume
Q8096275,Y2157830649,7,8
U2574918,R9721453086,7,1
R2703589,V5973682140,7,0
R2703589,R2506384917,7,0
P9432508,L4763281905,7,3
X7246830,F4621975803,7,0
V7185906,Y2157830649,7,3
E2785316,Z4593160872,7,0
V7185906,H6270834591,7,2
A5719843,R2506384917,7,12
Z0829765,V5973682140,7,0
X4765283,Y2157830649,7,0
E2785316,R4890167523,7,1
E2785316,R9721453086,7,0
Q8096275,S1487360529,7,1
R2703589,N0145837962,7,1
Q8096275,F4621975803,7,6
C9678352,R2506384917,7,0
X7246830,H6270834591,7,1
E2785316,U6157984203,7,1
C9678352,N0145837962,7,0
P9432508,V5973682140,7,2
C9678352,L4763281905,7,6
P9432508,U6157984203,7,11
A5719843,K0839572416,7,2
C9678352,V5973682140,7,3
L2049563,S1487360529,7,3
X4765283,R2506384917,7,8
Z0829765,R9721453086,7,0
X4765283,F4621975803,7,0
R2703589,R9721453086,7,2
X7246830,R9721453086,7,3
U2574918,U6157984203,7,3
E2785316,L4763281905,7,7
P9432508,H6270834591,7,2
L2049563,F4621975803,7,0
U2574918,V5973682140,7,5
U2574918,N0145837962,7,1
Z0829765,K0839572416,7,0
P9432508,Y2157830649,7,1
A5719843,Y2157830649,7,0
X7246830,R2506384917,7,0
V7185906,R4890167523,7,5
V7185906,S1487360529,7,0
V7185906,L4763281905,7,0
Z0829765,L4763281905,7,0
A5719843,H6270834591,7,2
X7246830,V5973682140,7,0
P9432508,F4621975803,7,3
E2785316,V5973682140,7,0
V7185906,F4621975803,7,0
A5719843,R4890167523,7,4
Z0829765,R2506384917,7,8
I6874295,L4763281905,7,0
R2703589,H6270834591,7,1
Z0829765,S1487360529,7,0
Z0829765,U6157984203,7,0
Q8096275,K0839572416,7,6
L2049563,N0145837962,7,0
R2703589,U6157984203,7,11
C9678352,S1487360529,7,1
X4765283,R9721453086,7,2
C9678352,K0839572416,7,0
U2574918,F4621975803,7,0
U2574918,R2506384917,7,0
V7185906,K0839572416,7,1
R2703589,L4763281905,7,0
X7246830,S1487360529,7,1
L2049563,R2506384917,7,2
Z0829765,Y2157830649,7,0
Q8096275,R2506384917,7,5
V7185906,V5973682140,7,1
U2574918,L4763281905,7,3
L2049563,R9721453086,7,1
R2703589,R4890167523,7,0
P9432508,K0839572416,7,2
V7185906,R2506384917,7,0
U2574918,H6270834591,7,1
X4765283,L4763281905,7,0
U2574918,S1487360529,7,2
C9678352,F4621975803,7,1
C9678352,Z4593160872,7,0
Z0829765,H6270834591,7,4
U2574918,R4890167523,7,6
L2049563,K0839572416,7,0
P9432508,R9721453086,7,3
Z0829765,F4621975803,7,1
R2703589,S1487360529,7,0
A5719843,U6157984203,7,1
E2785316,F4621975803,7,10
L2049563,V5973682140,7,0
E2785316,R2506384917,7,0
X7246830,Z4593160872,7,9
X7246830,L4763281905,7,0
R2703589,K0839572416,7,0
Q8096275,H6270834591,7,1
E2785316,H6270834591,7,2
X4765283,H6270834591,7,1
L2049563,H6270834591,7,1
X7246830,Y2157830649,7,0
A5719843,F4621975803,7,0
X4765283,V5973682140,7,2
Z0829765,N0145837962,7,0
X7246830,N0145837962,7,0
A5719843,R9721453086,7,3
E2785316,N0145837962,7,0
E2785316,S1487360529,7,0
I6874295,R2506384917,7,0
R2703589,Y2157830649,7,1
V7185906,R9721453086,7,5
C9678352,Y2157830649,7,0
U2574918,Y2157830649,7,0
I6874295,V5973682140,7,2
V7185906,U6157984203,7,1
L2049563,Y2157830649,7,0
U2574918,Z4593160872,7,1
X4765283,N0145837962,7,6
V7185906,N0145837962,7,0
Z0829765,R4890167523,7,0
R2703589,Z4593160872,7,0
C9678352,R4890167523,7,0
U2574918,K0839572416,7,8
X4765283,K0839572416,7,2
I6874295,K0839572416,7,0
I6874295,H6270834591,7,4
I6874295,R9721453086,7,9
C9678352,R9721453086,7,2
A5719843,L4763281905,7,2
X7246830,K0839572416,7,1
Q8096275,V5973682140,7,0
X7246830,R4890167523,7,0
Q8096275,U6157984203,7,1
E2785316,K0839572416,7,11
