plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1432,1,P9432508,1,6.7,13.0,70,45,24.7
1432,4,P9432508,1,6.7,23.0,70,45,39.1
4979,3,E2785316,1,6.7,10.0,70,45,23.0
4979,6,I6874295,1,6.7,5.0,70,45,12.0
4979,7,R2703589,1,6.7,19.0,70,45,34.2
7336,5,I6874295,1,6.7,14.0,70,45,23.8
8309,2,C9678352,1,6.7,23.0,70,45,39.1
1432,1,P9432508,1,6.7,19.0,70,45,32.3
1432,4,P9432508,1,6.7,17.0,70,45,30.6
4979,3,E2785316,1,6.7,13.0,70,45,18.2
4979,6,I6874295,1,6.7,9.0,70,45,21.6
4979,7,R2703589,1,6.7,9.0,70,45,12.6
7336,5,I6874295,1,6.7,1.0,70,45,2.4
8309,2,C9678352,1,6.7,7.0,70,45,12.6
1432,1,P9432508,1,6.7,7.0,70,45,12.6
4979,3,E2785316,1,6.7,8.0,70,45,19.2
4979,4,A5719843,2,6.7,13.0,70,45,24.7
4979,6,I6874295,1,6.7,12.0,70,45,34.8
4979,7,R2703589,1,6.7,12.0,70,45,22.8
7336,5,I6874295,1,6.7,11.0,70,45,26.4
8309,2,C9678352,1,6.7,9.0,70,45,12.6
4979,3,E2785316,1,6.7,5.0,70,45,9.5
4979,4,A5719843,2,6.7,7.0,70,45,16.099999999999998
4979,6,X7246830,2,6.7,2.0,70,45,4.6
7336,5,I6874295,1,6.7,2.0,70,45,5.8
7336,7,X7246830,2,6.7,1.0,70,45,1.9
8309,1,R2703589,2,6.7,11.0,70,45,18.7
8309,2,C9678352,1,6.7,3.0,70,45,5.699999999999999
4979,4,A5719843,2,6.7,1.0,70,45,2.4
4979,6,X7246830,2,6.7,5.0,70,45,9.5
7336,5,I6874295,1,6.7,1.0,70,45,3.0
7336,7,X7246830,2,6.7,16.0,70,45,27.2
8309,1,R2703589,2,6.7,12.0,70,45,21.6
