day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,1432,P9432508,U6157984203,1,6.7,13.0,1.9,70,45,24.7
1,1432,P9432508,K0839572416,1,6.7,19.0,1.7,70,45,32.3
1,1432,P9432508,Y2157830649,1,6.7,7.0,1.8,70,45,12.6
1,8309,R2703589,K0839572416,2,6.7,11.0,1.7,70,45,18.7
1,8309,R2703589,Y2157830649,2,6.7,12.0,1.8,70,45,21.6
1,8309,R2703589,Z4593160872,2,6.7,21.0,1.4,70,45,29.4
1,7336,C9678352,K0839572416,3,6.7,10.0,1.7,70,45,17.0
1,7336,C9678352,Y2157830649,3,6.7,19.0,1.8,70,45,34.2
1,7336,C9678352,Z4593160872,3,6.7,13.0,1.4,70,45,18.2
1,4979,L2049563,Y2157830649,4,7.4,21.0,1.8,73,44,37.8
1,4979,L2049563,F4621975803,4,7.4,2.0,2.4,73,44,4.8
1,4979,L2049563,S1487360529,4,7.4,15.0,1.9,73,44,28.5
1,4979,Q8096275,U6157984203,5,6.7,12.0,1.9,70,45,22.8
1,4979,Q8096275,Y2157830649,5,6.7,9.0,1.8,70,45,16.2
1,4979,Q8096275,H6270834591,5,6.7,3.0,2.4,70,45,7.199999999999999
1,4979,Q8096275,S1487360529,5,6.7,12.0,1.9,70,45,22.8
1,8309,Q8096275,K0839572416,6,6.7,21.0,1.7,70,45,35.7
1,8309,Q8096275,Y2157830649,6,6.7,9.0,1.8,70,45,16.2
1,8309,Q8096275,S1487360529,6,6.7,9.0,1.9,70,45,17.099999999999998
1,7336,Z0829765,U6157984203,7,6.7,4.0,1.9,70,45,7.6
1,7336,Z0829765,K0839572416,7,6.7,18.0,1.7,70,45,30.6
1,7336,Z0829765,Y2157830649,7,6.7,17.0,1.8,70,45,30.6
1,4979,A5719843,U6157984203,8,6.7,6.0,1.9,70,45,11.4
1,4979,A5719843,R4890167523,8,6.7,16.0,2.3,70,45,36.8
1,4979,A5719843,Y2157830649,8,6.7,11.0,1.8,70,45,19.8
1,8309,I6874295,K0839572416,9,6.7,26.0,1.7,70,45,44.2
1,8309,I6874295,H6270834591,9,6.7,10.0,2.4,70,45,24.0
1,4979,Q8096275,R2506384917,10,6.7,12.0,2.4,70,45,28.8
1,4979,Q8096275,H6270834591,10,6.7,16.0,2.4,70,45,38.4
1,4979,Q8096275,V5973682140,10,6.7,1.0,2.7,70,45,2.7
1,1432,P9432508,F4621975803,11,6.7,10.0,2.4,70,45,24.0
1,1432,P9432508,H6270834591,11,6.7,18.0,2.4,70,45,43.2
1,1432,P9432508,V5973682140,11,6.7,1.0,2.7,70,45,2.7
1,7336,Z0829765,R4890167523,12,6.7,16.0,2.3,70,45,36.8
1,7336,Z0829765,R2506384917,12,6.7,13.0,2.4,70,45,31.2
1,7336,Z0829765,S1487360529,12,6.7,1.0,1.9,70,45,1.9
1,8309,C9678352,F4621975803,13,6.7,11.0,2.4,70,45,26.4
1,8309,C9678352,L4763281905,13,6.7,1.0,2.9,70,45,2.9
1,8309,C9678352,V5973682140,13,6.7,15.0,2.7,70,45,40.5
1,7336,C9678352,N0145837962,14,6.7,20.0,2.5,70,45,50.0
1,7336,C9678352,F4621975803,14,6.7,6.0,2.4,70,45,14.4
1,7336,C9678352,L4763281905,14,6.7,1.0,2.9,70,45,2.9
1,7336,C9678352,V5973682140,14,6.7,1.0,2.7,70,45,2.7
1,4979,E2785316,N0145837962,15,6.7,4.0,2.5,70,45,10.0
1,4979,E2785316,R2506384917,15,6.7,17.0,2.4,70,45,40.8
1,4979,E2785316,F4621975803,15,6.7,7.0,2.4,70,45,16.8
1,4979,E2785316,S1487360529,15,6.7,1.0,1.9,70,45,1.9
1,1432,Q8096275,U6157984203,16,6.7,4.0,1.9,70,45,7.6
1,1432,Q8096275,F4621975803,16,6.7,11.0,2.4,70,45,26.4
1,1432,Q8096275,V5973682140,16,6.7,13.0,2.7,70,45,35.1
1,4979,U2574918,N0145837962,17,7.4,12.0,2.5,73,44,30.0
1,4979,U2574918,F4621975803,17,7.4,4.0,2.4,73,44,9.6
1,4979,U2574918,V5973682140,17,7.4,12.0,2.7,73,44,32.400000000000006
1,4979,R2703589,N0145837962,18,6.7,19.0,2.5,70,45,47.5
1,4979,R2703589,H6270834591,18,6.7,6.0,2.4,70,45,14.4
1,4979,R2703589,V5973682140,18,6.7,3.0,2.7,70,45,8.100000000000001
1,8309,Z0829765,U6157984203,19,6.7,1.0,1.9,70,45,1.9
1,8309,Z0829765,L4763281905,19,6.7,13.0,2.9,70,45,37.7
1,8309,Z0829765,V5973682140,19,6.7,11.0,2.7,70,45,29.700000000000003
1,8309,A5719843,L4763281905,20,6.7,20.0,2.9,70,45,58.0
1,8309,A5719843,R9721453086,20,6.7,4.0,3.0,70,45,12.0
1,1432,X7246830,R4890167523,21,7.4,1.0,2.3,73,44,2.3
1,1432,X7246830,L4763281905,21,7.4,14.0,2.9,73,44,40.6
1,1432,X7246830,V5973682140,21,7.4,11.0,2.7,73,44,29.700000000000003
1,8309,E2785316,L4763281905,22,6.7,23.0,2.9,70,45,66.7
1,8309,E2785316,R9721453086,22,6.7,1.0,3.0,70,45,3.0
1,8309,X7246830,R9721453086,23,6.7,23.0,3.0,70,45,69.0
1,4979,Z0829765,F4621975803,24,6.7,11.0,2.4,70,45,26.4
1,4979,Z0829765,R9721453086,24,6.7,14.0,3.0,70,45,42.0
1,4979,I6874295,R2506384917,25,6.7,5.0,2.4,70,45,12.0
1,4979,I6874295,L4763281905,25,6.7,6.0,2.9,70,45,17.4
1,4979,I6874295,V5973682140,25,6.7,15.0,2.7,70,45,40.5
1,8309,X4765283,R2506384917,26,6.7,9.0,2.4,70,45,21.6
1,8309,X4765283,R9721453086,26,6.7,16.0,3.0,70,45,48.0
1,8309,R2703589,U6157984203,27,6.7,1.0,1.9,70,45,1.9
