client_code,product_code,day,volume
R3186940,O0298156473,7,22
H0647938,C4721589603,7,28
H0647938,G4763291805,7,41
V7149536,L7913082546,7,11
V7149536,G4763291805,7,0
V7149536,N7038294516,7,0
F7258930,P7021635498,7,24
H0647938,G6274158093,7,3
H0647938,F1293654078,7,41
V7149536,C4721589603,7,4
F7258930,S3896470125,7,12
V7149536,P7021635498,7,5
H0647938,V4390825617,7,19
V7149536,V4390825617,7,8
F7258930,O0298156473,7,5
R3186940,G6274158093,7,1
V7149536,T6930275418,7,0
R3186940,P7021635498,7,2
R3186940,G8069217345,7,5
H0647938,P7021635498,7,10
F7258930,W6839271405,7,8
F7258930,I9740185326,7,12
R3186940,N7038294516,7,10
R3186940,I9740185326,7,4
V7149536,A2468175309,7,4
V7149536,S3896470125,7,3
H0647938,C3524180697,7,43
H0647938,G8069217345,7,23
F7258930,C3524180697,7,10
R3186940,P4159768032,7,0
F7258930,T6930275418,7,21
R3186940,G4763291805,7,7
H0647938,A2468175309,7,0
V7149536,O0298156473,7,2
V7149536,G6274158093,7,7
V7149536,I9740185326,7,5
F7258930,N7038294516,7,8
R3186940,W6839271405,7,8
H0647938,I9740185326,7,20
F7258930,F1293654078,7,0
V7149536,F1293654078,7,0
R3186940,A2468175309,7,10
H0647938,P4159768032,7,4
V7149536,G8069217345,7,10
R3186940,V4390825617,7,6
F7258930,G4763291805,7,12
F7258930,G6274158093,7,1
H0647938,L7913082546,7,6
R3186940,F1293654078,7,0
H0647938,T6930275418,7,35
V7149536,P4159768032,7,3
F7258930,G8069217345,7,7
R3186940,C3524180697,7,12
R3186940,L7913082546,7,7
R3186940,C4721589603,7,2
V7149536,W6839271405,7,5
R3186940,T6930275418,7,8
V7149536,C3524180697,7,14
