plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
6396,1,R3186940,1,12.2,11.0,130,71,12.1
6396,4,F7258930,1,10.0,2.0,104,61,2.2
6396,6,H0647938,1,10.0,4.0,104,61,5.6
7346,7,R3186940,1,10.0,8.0,104,61,9.6
8763,2,V7149536,1,10.0,17.0,104,61,18.700000000000003
8763,3,R3186940,1,10.0,15.0,104,61,16.5
8763,5,F7258930,1,10.0,3.0,104,61,3.3000000000000003
6396,1,R3186940,1,12.2,19.0,130,71,22.8
6396,4,F7258930,1,10.0,5.0,104,61,6.0
6396,6,H0647938,1,10.0,15.0,104,61,18.0
7346,7,R3186940,1,10.0,5.0,104,61,7.0
8763,2,V7149536,1,10.0,5.0,104,61,5.5
8763,3,R3186940,1,10.0,4.0,104,61,4.8
8763,5,F7258930,1,10.0,6.0,104,61,7.199999999999999
6396,1,R3186940,1,12.2,14.0,130,71,19.6
6396,4,F7258930,1,10.0,5.0,104,61,12.5
6396,6,H0647938,1,10.0,3.0,104,61,3.3000000000000003
7346,7,R3186940,1,10.0,3.0,104,61,3.3000000000000003
8763,2,V7149536,1,10.0,2.0,104,61,2.8
8763,3,R3186940,1,10.0,2.0,104,61,2.8
8763,5,F7258930,1,10.0,15.0,104,61,37.5
6396,1,R3186940,1,12.2,20.0,130,71,22.0
6396,4,F7258930,1,10.0,4.0,104,61,6.0
6396,6,H0647938,1,10.0,6.0,104,61,7.199999999999999
7346,7,R3186940,1,10.0,15.0,104,61,18.0
8763,2,V7149536,1,10.0,8.0,104,61,9.6
8763,3,R3186940,1,10.0,8.0,104,61,8.8
8763,5,F7258930,1,10.0,5.0,104,61,7.5
6396,1,R3186940,1,12.2,7.0,130,71,8.4
6396,4,F7258930,1,10.0,8.0,104,61,12.0
6396,6,H0647938,1,10.0,3.0,104,61,4.5
7346,7,R3186940,1,10.0,10.0,104,61,15.0
8763,2,V7149536,1,10.0,9.0,104,61,9.9
8763,3,R3186940,1,10.0,2.0,104,61,5.0
8763,5,F7258930,1,10.0,4.0,104,61,7.6
6396,1,R3186940,1,12.2,5.0,130,71,7.5
6396,4,F7258930,1,10.0,4.0,104,61,7.6
6396,6,H0647938,1,10.0,2.0,104,61,3.8
7346,7,R3186940,1,10.0,11.0,104,61,13.2
8763,2,V7149536,1,10.0,14.0,104,61,26.6
8763,3,R3186940,1,10.0,1.0,104,61,1.9
8763,5,F7258930,1,10.0,2.0,104,61,3.0
6396,1,R3186940,1,12.2,19.0,130,71,22.8
6396,4,F7258930,1,10.0,5.0,104,61,7.5
6396,6,H0647938,1,10.0,12.0,104,61,18.0
7346,7,R3186940,1,10.0,2.0,104,61,3.0
8763,2,V7149536,1,10.0,7.0,104,61,10.5
8763,3,R3186940,1,10.0,6.0,104,61,12.0
8763,5,F7258930,1,10.0,7.0,104,61,13.3
6396,1,R3186940,1,12.2,9.0,130,71,13.5
6396,4,F7258930,1,10.0,8.0,104,61,9.6
6396,6,H0647938,1,10.0,11.0,104,61,13.2
7346,7,R3186940,1,10.0,6.0,104,61,11.4
8763,2,V7149536,1,10.0,5.0,104,61,9.5
8763,3,R3186940,1,10.0,2.0,104,61,3.0
8763,5,F7258930,1,10.0,4.0,104,61,8.0
6396,4,F7258930,1,10.0,8.0,104,61,16.0
6396,6,H0647938,1,10.0,5.0,104,61,7.5
7346,7,R3186940,1,10.0,10.0,104,61,12.0
8763,1,H0647938,2,10.0,16.0,104,61,22.4
8763,2,V7149536,1,10.0,1.0,104,61,1.5
8763,3,R3186940,1,10.0,11.0,104,61,20.9
8763,5,F7258930,1,10.0,3.0,104,61,3.3000000000000003
6396,4,F7258930,1,10.0,4.0,104,61,4.4
6396,6,H0647938,1,10.0,15.0,104,61,22.5
7346,7,R3186940,1,10.0,3.0,104,61,4.5
8763,1,H0647938,2,10.0,22.0,104,61,26.4
8763,2,V7149536,1,10.0,6.0,104,61,9.0
8763,3,R3186940,1,10.0,7.0,104,61,10.5
8763,5,V7149536,2,12.2,3.0,130,71,3.3000000000000003
6396,4,R3186940,3,10.0,4.0,104,61,4.4
7346,7,R3186940,1,10.0,6.0,104,61,6.6000000000000005
8040,6,F7258930,2,10.0,12.0,104,61,13.2
8763,1,H0647938,2,10.0,8.0,104,61,8.8
8763,2,H0647938,2,10.0,2.0,104,61,2.8
8763,3,R3186940,1,10.0,5.0,104,61,12.0
8763,5,V7149536,2,12.2,3.0,130,71,3.3000000000000003
6396,4,R3186940,3,10.0,5.0,104,61,6.0
6396,7,R3186940,2,10.0,4.0,104,61,4.4
8040,6,F7258930,2,10.0,9.0,104,61,10.8
8763,1,H0647938,2,10.0,14.0,104,61,26.6
8763,2,H0647938,2,10.0,8.0,104,61,9.6
8763,3,V7149536,4,10.0,7.0,104,61,7.700000000000001
8763,5,V7149536,2,12.2,3.0,130,71,4.199999999999999
6396,4,R3186940,3,10.0,4.0,104,61,4.4
6396,7,R3186940,2,10.0,23.0,104,61,27.6
8040,6,F7258930,2,10.0,7.0,104,61,10.5
8763,1,H0647938,2,10.0,4.0,104,61,6.0
8763,2,H0647938,2,10.0,6.0,104,61,6.6000000000000005
8763,3,V7149536,4,10.0,2.0,104,61,2.8
8763,5,V7149536,2,12.2,6.0,130,71,7.199999999999999
6396,4,R3186940,3,10.0,8.0,104,61,9.6
6396,7,R3186940,2,10.0,1.0,104,61,1.4
8040,6,F7258930,2,10.0,4.0,104,61,6.0
8763,1,H0647938,2,10.0,3.0,104,61,4.5
8763,2,H0647938,2,10.0,16.0,104,61,30.4
8763,3,V7149536,4,10.0,4.0,104,61,4.8
8763,5,V7149536,2,12.2,14.0,130,71,15.400000000000002
6396,4,R3186940,3,10.0,8.0,104,61,12.0
6396,7,R3186940,2,10.0,3.0,104,61,3.3000000000000003
8040,6,F7258930,2,10.0,7.0,104,61,13.3
8763,1,H0647938,2,10.0,6.0,104,61,9.0
8763,2,H0647938,2,10.0,3.0,104,61,6.0
8763,3,V7149536,4,10.0,16.0,104,61,17.6
8763,5,V7149536,2,12.2,11.0,130,71,27.5
6396,1,F7258930,3,12.2,18.0,130,71,19.8
6396,4,R3186940,3,10.0,4.0,104,61,7.6
6396,7,R3186940,2,10.0,2.0,104,61,2.4
8040,6,F7258930,2,10.0,16.0,104,61,19.2
8763,2,H0647938,2,10.0,11.0,104,61,16.5
8763,3,V7149536,4,10.0,2.0,104,61,5.0
8763,5,V7149536,2,12.2,4.0,130,71,7.6
6396,1,F7258930,3,12.2,26.0,130,71,31.2
6396,4,R3186940,3,10.0,8.0,104,61,16.0
6396,7,R3186940,2,10.0,7.0,104,61,10.5
8040,6,F7258930,2,10.0,2.0,104,61,3.0
8763,2,H0647938,2,10.0,1.0,104,61,1.5
8763,3,V7149536,4,10.0,1.0,104,61,1.9
8763,5,V7149536,2,12.2,4.0,130,71,8.0
6396,1,F7258930,3,12.2,13.0,130,71,19.5
6396,4,R3186940,3,10.0,5.0,104,61,7.5
6396,7,R3186940,2,10.0,2.0,104,61,3.8
8040,6,F7258930,2,10.0,6.0,104,61,11.4
8763,2,H0647938,2,10.0,8.0,104,61,12.0
8763,3,V7149536,4,10.0,6.0,104,61,12.0
8763,5,V7149536,2,12.2,2.0,130,71,3.0
6396,1,F7258930,3,12.2,21.0,130,71,31.5
6396,4,R3186940,3,10.0,8.0,104,61,9.6
6396,7,R3186940,2,10.0,3.0,104,61,6.0
8040,6,F7258930,2,10.0,6.0,104,61,7.199999999999999
8763,2,H0647938,2,10.0,5.0,104,61,12.0
8763,3,V7149536,4,10.0,2.0,104,61,3.0
8763,5,V7149536,2,12.2,7.0,130,71,13.3
6396,1,F7258930,3,12.2,15.0,130,71,18.0
6396,4,R3186940,3,10.0,2.0,104,61,3.0
6396,7,R3186940,2,10.0,10.0,104,61,15.0
8040,6,F7258930,2,10.0,8.0,104,61,8.8
8763,2,R3186940,3,10.0,16.0,104,61,17.6
8763,3,V7149536,4,10.0,11.0,104,61,20.9
8763,5,V7149536,2,12.2,1.0,130,71,1.5
6396,1,F7258930,3,12.2,8.0,130,71,8.8
6396,4,R3186940,3,10.0,15.0,104,61,22.5
6396,6,F7258930,3,10.0,2.0,104,61,2.2
6396,7,R3186940,2,10.0,1.0,104,61,1.9
8763,2,R3186940,3,10.0,8.0,104,61,9.6
8763,3,V7149536,4,10.0,7.0,104,61,10.5
8763,5,V7149536,2,12.2,5.0,130,71,7.5
6396,6,F7258930,3,10.0,10.0,104,61,12.0
6396,7,R3186940,2,10.0,7.0,104,61,8.4
7346,1,R3186940,4,10.0,8.0,104,61,20.0
7346,4,R3186940,6,10.0,14.0,104,61,19.6
8763,2,R3186940,3,10.0,2.0,104,61,2.8
8763,3,V7149536,4,10.0,5.0,104,61,12.0
8763,5,V7149536,2,12.2,6.0,130,71,14.4
6396,5,F7258930,3,10.0,3.0,104,61,3.3000000000000003
6396,6,F7258930,3,10.0,3.0,104,61,7.5
6396,7,R3186940,2,10.0,3.0,104,61,4.5
7346,1,R3186940,4,10.0,1.0,104,61,1.5
7346,4,R3186940,6,10.0,6.0,104,61,15.0
8763,2,R3186940,3,10.0,15.0,104,61,16.5
8763,3,F7258930,8,10.0,4.0,104,61,4.8
6396,5,F7258930,3,10.0,22.0,104,61,26.4
6396,6,F7258930,3,10.0,7.0,104,61,10.5
6396,7,R3186940,2,10.0,9.0,104,61,13.5
