plant_code,product_code,volume
5558,G2974138065,14
5558,K7914058623,30
5558,M5613429087,14
5558,X9301267854,12
5558,O4601527398,13
5558,I6145783209,33
5558,U3806915427,12
5558,G2934860715,45
5558,X6849201357,18
5558,M3107528946,32
5558,G2376894015,15
5558,E9057861243,35
5558,S6357801249,16
5558,Q8027465391,16
5558,H8219043765,15
5558,X2738694051,18
5558,T2471863950,27
5558,C8941567032,45
5558,G0741265389,26
5558,B9847650213,29
5558,B2419785603,15
5558,G9062371845,13
5558,H0982371456,24
5558,G8763954012,32
5558,K3285160479,17
5558,N6178340925,24
5558,W8672594013,17
5558,A5093187426,32
5558,L7961803254,15
5558,D0415793268,33
5558,M0687593412,19
5558,F9215086734,14
5558,F4065827931,18
5558,N1378605249,56
5558,C5064789123,16
5558,W1480935276,53
5558,B0167592438,30
5558,K4031687592,27
5558,Q5642137908,54
7815,G2974138065,21
7815,K7914058623,31
7815,M5613429087,15
7815,X9301267854,18
7815,O4601527398,19
7815,I6145783209,21
7815,U3806915427,14
7815,G2934860715,34
7815,X6849201357,15
7815,M3107528946,30
7815,G2376894015,17
7815,E9057861243,35
7815,S6357801249,12
7815,Q8027465391,13
7815,H8219043765,10
7815,X2738694051,34
7815,T2471863950,39
7815,C8941567032,18
7815,G0741265389,33
7815,B9847650213,14
7815,B2419785603,24
7815,G9062371845,11
7815,H0982371456,31
7815,G8763954012,18
7815,K3285160479,11
7815,N6178340925,23
7815,W8672594013,14
7815,A5093187426,28
7815,L7961803254,30
7815,D0415793268,14
7815,M0687593412,20
7815,F9215086734,14
7815,F4065827931,45
7815,N1378605249,31
7815,C5064789123,18
7815,W1480935276,54
7815,B0167592438,46
7815,K4031687592,48
7815,Q5642137908,54
4084,G2974138065,13
4084,K7914058623,21
4084,M5613429087,14
4084,X9301267854,26
4084,O4601527398,16
4084,I6145783209,37
4084,U3806915427,20
4084,G2934860715,30
4084,X6849201357,30
4084,M3107528946,15
4084,G2376894015,21
4084,E9057861243,13
4084,S6357801249,17
4084,Q8027465391,14
4084,H8219043765,21
4084,X2738694051,34
4084,T2471863950,26
4084,C8941567032,48
4084,G0741265389,37
4084,B9847650213,16
4084,B2419785603,18
4084,G9062371845,9
4084,H0982371456,32
4084,G8763954012,13
4084,K3285160479,28
4084,N6178340925,16
4084,W8672594013,19
4084,A5093187426,28
4084,L7961803254,16
4084,D0415793268,29
4084,M0687593412,37
4084,F9215086734,16
4084,F4065827931,26
